paraphrases,sentences,ptypes,axes,scores
"Construct a bar graph wherein the x-axis represents the 'Year' and the y-axis signifies the 'Percentage difference in median earnings', ensuring that the bars are not stacked.",Create a bar chart with 'Year' on the x-axis and 'Percentage difference in median earnings' on the y-axis without stacking the bars.,commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
The bar chart has the years labeled on the x-axis and the percentage difference in median earnings on the y-axis. There is no stacking of bars in this chart.,"Bar chart, Year on x-axis, Percentage difference in median earnings on y-axis, no bar stacking",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
What's the bar chart saying about how much money folks make each year?,What does the bar chart reveal about the yearly percentage difference in median earnings?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
I think you should make a donut chart where 'issueAmount' is on the theta channel and 'giltType' is on the color channel.,Create a donut chart with 'issueAmount' on the theta channel and 'giltType' on the color channel.,commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
"Put 'issueAmount' in the theta channel, 'giltType' in the color channel, and make it a donut chart.","'issueAmount' to theta channel, 'giltType' to color channel, donut chart",queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
Could you possibly make out anything about the 'issueAmount' and 'giltType' from the donut chart?,What does the donut chart reveal about the 'issueAmount' and 'giltType'?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
"I think you should make a point chart, maybe put 'Employees' on the x-axis and 'value' on the y-axis. It could look good.",Create a point chart with 'Employees' on the x-axis and 'value' on the y-axis.,commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
The chart displays the employees on the horizontal x-axis and their corresponding values on the vertical y-axis.,"Point chart, 'Employees' x-axis, 'value' y-axis",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
Could you construct a graph where the x-axis represents 'Employees' and the y-axis represents 'Value'?,Can you create a point chart with 'Employees' on the x-axis and 'value' on the y-axis?,questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
I think you should make a bar chart where 'Period' is on the x-axis and the mean of 'Value' is on the y-axis. It would be a good idea to facet it by 'Industry' and color-code it by 'Metric Clean'.,"Create a bar chart with 'Period' on the x-axis, the mean of 'Value' on the y-axis, faceted by 'Industry', and color-coded by 'Metric Clean'.",commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
"The bar chart represents the average 'Value' over a certain 'Period', divided by 'Industry', with 'Metric Clean' indicating the color.","Bar chart, 'Period', mean of 'Value', facet by 'Industry', 'Metric Clean' to color",queries,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
What's your take on how the average measurements for different sectors change over time? I'm really curious about your thoughts on this.,How does the mean value of different metrics vary over periods for different industries?,questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
"Make a graph where the bottom line shows the dates, the side line shows the values, and use different colors for the bars based on the series field.","Create a bar chart with ""Date"" on the x-axis, ""Value"" on the y-axis, and color the bars using the ""series"" field.",commands,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",1
"I feel like this bar chart, which shows the ""Value"" according to the ""Date"", and uses different colors for each ""series"", is a great way to visualize the data.","Bar chart of ""Value"" by ""Date"", color by ""series""",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
"How does the variable ""Value"" fluctuate in relation to the ""Date"" parameter when differentiated by the ""series"" attribute in a bar graph representation?","How does the ""Value"" vary by ""Date"" when colored by ""series"" in a bar chart?",questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",4
"I think you should make a point chart, and maybe put ""date4"" on the x-axis and ""Price changes"" on the y-axis. It would be cool if you could size the points according to the ""Price changes"" field. Oh, and use the ""paintbrush"" selection condition, I feel like it would look great.","Create a point chart with ""date4"" on the x-axis and ""Price changes"" on the y-axis, and size the points based on the ""Price changes"" field with the ""paintbrush"" selection condition.",commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
"Look at this graph, it's showing ""date4"" and ""Price changes"", and the bigger the dot, the bigger the ""Price changes"". You can pick stuff with the ""paintbrush"" tool.","Point chart of ""date4"" vs ""Price changes"", size by ""Price changes"" with ""paintbrush"" selection",queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
"What is the variation in ""Price changes"" over ""date4"" in the point chart where size is determined by the ""Price changes"" field, according to the ""paintbrush"" selection condition?","How does the ""Price changes"" vary over the ""date4"" in the point chart with size determined by the ""Price changes"" field based on the ""paintbrush"" selection condition?",questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
"Construct a scatter diagram with the x-axis labeled as ""Prices cut"" and the y-axis labeled as ""Prices rising"". The size of the points should be determined by the ""Price (median)"" and the color should be determined by the ""Item type"".","Create a scatter plot with ""Prices cut"" on the x-axis and ""Prices rising"" on the y-axis, size determined by ""Price (median)"" and color by ""Item type"".",commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
"I feel like this scatter plot showing ""Prices cut"" against ""Prices rising"", with the size determined by the ""Price (median)"", and the color representing the ""Item type"" is a great way to visualize the data.","Scatter plot of ""Prices cut"" vs ""Prices rising"", size by ""Price (median)"", color by ""Item type""",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
Could you think about how the middle price and the type of item might influence the connection between decreasing and increasing prices?,"How does the ""Price (median)"" and ""Item type"" affect the relationship between ""Prices cut"" and ""Prices rising""?",questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
"Make a line graph where 'Date' is represented on the horizontal axis and 'Volume' is represented on the vertical axis. Then, make another line graph where 'Price' is represented on the vertical axis.",Create a line chart with 'Date' on the x-axis and 'Volume' on the y-axis. Create a line chart with 'Price' on the y-axis.,commands,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
"Could you perhaps look at the line chart that shows 'Volume' and 'Date'? Also, there's another one for 'Price'.",Line chart of 'Volume' by 'Date' Line chart of 'Price',queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
How does the amount or quantity alter over a specific time period? How does the cost fluctuate?,How does the 'Volume' change over 'Date'? How does the 'Price' change?,questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
Construct a bar graph where the ordinate represents 'Entity' and the abscissa represents 'food_emissions'.,Create a bar chart with 'Entity' on the y-axis and 'food_emissions' on the x-axis.,commands,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",5
"""Sort the 'Entity' by 'food_emissions' in a descending order.""","'Entity', 'food_emissions', order by 'food_emissions' descending",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
Can you explain how food emissions are spread out among various groups or sectors?,What is the distribution of food emissions across different entities?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
"Could you make some line charts for me? I'm interested in seeing the trends over the years for different substances. You know, like all substances, heroin, methadone, benzodiazepines, gabapentin/pregabalin, cocaine, ecstasy, amphetamines, and alcohol.",Create a line chart with 'Year' on x-axis and 'All' on y-axis. Create a line chart with 'Year' on x-axis and 'Heroin' on y-axis. Create a line chart with 'Year' on x-axis and 'Methadone' on y-axis. Create a line chart with 'Year' on x-axis and 'Benzodiazepines' on y-axis. Create a line chart with 'Year' on x-axis and 'Gabapentin/Pregabalin' on y-axis. Create a line chart with 'Year' on x-axis and 'Cocaine' on y-axis. Create a line chart with 'Year' on x-axis and 'Ectasy' on y-axis. Create a line chart with 'Year' on x-axis and 'Amphetamines' on y-axis. Create a line chart with 'Year' on x-axis and 'Alcohol' on y-axis.,commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
"We have different graphs for each year showing the use of various substances like heroin, methadone, benzodiazepines, gabapentin/pregabalin, cocaine, ecstasy, amphetamines, and alcohol.","Line chart, Year, All Line chart, Year, Heroin Line chart, Year, Methadone Line chart, Year, Benzodiazepines Line chart, Year, Gabapentin/Pregabalin Line chart, Year, Cocaine Line chart, Year, Ectasy Line chart, Year, Amphetamines Line chart, Year, Alcohol",queries,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",1
"Can you give me a sense of how things have been changing over time? I'm particularly interested in 'All', 'Heroin', 'Methadone', 'Benzodiazepines', 'Gabapentin/Pregabalin', 'Cocaine', 'Ecstasy', 'Amphetamines', and 'Alcohol'.",What is the trend of 'All' over the years? What is the trend of 'Heroin' over the years? What is the trend of 'Methadone' over the years? What is the trend of 'Benzodiazepines' over the years? What is the trend of 'Gabapentin/Pregabalin' over the years? What is the trend of 'Cocaine' over the years? What is the trend of 'Ectasy' over the years? What is the trend of 'Amphetamines' over the years? What is the trend of 'Alcohol' over the years?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
"Set the 'Longitude' as longitude, 'Latitude' as latitude, 'Workers' as size ranging from 10 to 100, and 'Brand' as color. Do this three times.","Map 'Longitude' to longitude, 'Latitude' to latitude, 'Workers' to size with a scale range of [10, 100], and 'Brand' to color with a scale range of ['#c41e3a', '#005147']. Map 'Longitude' to longitude, 'Latitude' to latitude, 'Workers' to size with a scale range of [10, 100], and 'Brand' to color. Map 'Longitude' to longitude, 'Latitude' to latitude, 'Workers' to size with a scale range of [10, 100], and 'Brand' to color.",commands,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",1
"The information about the country, location, number of workers, and brand name can be found in the properties section.","'COUNTRY' property from 'properties' field, 'Longitude', 'Latitude', 'Workers', 'Brand' 'Name', 'COUNTRY' property from 'properties' field, 'Longitude', 'Latitude', 'Workers', 'Brand' 'Propinsi' property from 'properties' field, 'Longitude', 'Latitude', 'Workers', 'Brand'",queries,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",1
"Can you provide me with a clear breakdown of the number of workers associated with each brand in every country? Additionally, could you also specify the distribution of these workers by their brand and their exact location within each country? Lastly, I would like to know the specific distribution of workers associated with each brand in every province.",What is the distribution of workers by brand in each country? What is the distribution of workers by brand and location name in each country? What is the distribution of workers by brand in each province?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
"Could you maybe put together a bar chart? You know, one that shows how much each state's population is made up of migrants. And if you could sort it in ascending order, that would be great.","Create a bar chart showing the sum of 'Migration as % of State Population' for each state, sorted in ascending order.",commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
Could you arrange the states in increasing order based on the percentage of their population that migrated?,"Sum of 'Migration as % of State Population' by State, order ascending",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
"Can you tell me the total of 'Migration as a percentage of State Population' for each state, listed in increasing order?",What is the sum of 'Migration as % of State Population' for each state when sorted in ascending order?,questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
Could you make a line chart? You should put 'year' on the x-axis and 'GDPpc' on the y-axis.,Create a line chart with 'year' on the x-axis and 'GDPpc' on the y-axis.,commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
"""The year refers to the specific period of time, GDPpc stands for Gross Domestic Product per capita which is a measure of a country's economic output per person, and country refers to the specific nation we are discussing or analyzing.""","'year', 'GDPpc', 'country'",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",5
How's the money per person changing over time in different places?,How does the GDP per capita change over the years for different countries?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
"Could you make a couple of charts for me? One should be a bar chart with some player details and the other a line chart showing wins over time. Oh, and use different colors for different players.","Create a bar chart with 'Total Wins' on the x-axis and 'Player Name' on the y-axis, color the bars by 'Player Name'. Create a line chart with 'Year' on the x-axis and 'Wins' on the y-axis, color the line by 'Player Name'.",commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
"The number of games won by a certain player, shown in different colors for each player, and the wins they had each year, also shown in different colors for each player.","'Total Wins' by 'Player Name', color by 'Player Name' 'Wins' by 'Year', color by 'Player Name'",queries,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",1
"Can you show me the breakdown of each player's total wins? Also, can you illustrate how each player's win count has evolved over the years?",What is the distribution of total wins by player? How has the number of wins changed over the years for each player?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
"Could you maybe try making a geoshape chart? You know, the one where you use colors to represent different values? Maybe use the 'Exports - goods and services' field for the color encoding. Oh, and the viridis color scheme could look good for this.",Create a geoshape chart color-encoded with the 'Exports - goods and services' field using the viridis color scheme.,commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
The geoshape chart uses color encoding to represent 'Exports - goods and services'. The color scheme used is viridis.,"Geoshape chart, color encoding with 'Exports - goods and services', viridis color scheme.",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",3
How's the map looking when you color it with the 'Exports - goods and services' stuff using the viridis colors?,How does the geoshape chart look when color-encoded with the 'Exports - goods and services' field using the viridis color scheme?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
Construct a doughnut chart utilizing 'GDP' on the theta channel and 'Regime' on the color channel.,Create a donut chart with 'GDP' on the theta channel and 'Regime' on the color channel.,commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
The donut chart assigns 'GDP' to the theta channel and 'Regime' to the color channel.,"Donut chart, 'GDP' to theta channel, 'Regime' to color channel",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
Could you possibly make a donut chart for me? I'd really love to see 'GDP' on the theta channel and 'Regime' on the color channel. I think it would look great.,Can you create a donut chart with 'GDP' on the theta channel and 'Regime' on the color channel?,questions,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
"I think you should make a bar chart that goes downwards, with 'Year' as your x-axis and 'Gross savings (% of GDP)' as your y-axis. It would look really good that way.",Create a descending bar chart with 'Year' on the x-axis and 'Gross savings (% of GDP)' on the y-axis.,commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",1
"Just imagine a bar chart, with years running along the bottom and the percentage of GDP that's saved up on the side, all arranged from highest to lowest.","Bar chart, Year on x-axis, Gross savings (% of GDP) on y-axis, descending order",queries,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
Could you possibly look into how gross savings have been behaving in relation to GDP over time?,What is the trend of gross savings as a percentage of GDP over the years?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",2
You might want to consider putting 'WGI Score' along the horizontal line and 'Country' along the vertical one.,Encode 'WGI Score' to the x-axis and 'Country' to the y-axis.,commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
"The abscissa represents the 'WGI Score', while the ordinate corresponds to the 'Country'.","'WGI Score' on x-axis, 'Country' on y-axis",queries,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",5
Can you figure out how 'WGI Score' and 'Country' are shown on the graph?,How are 'WGI Score' and 'Country' represented on the x and y axes respectively?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
Make a bar graph where 'Corporate Tax Rate' is represented on the horizontal axis and 'Country' is represented on the vertical axis.,Create a bar chart with 'Corporate Tax Rate' on the x-axis and 'Country' on the y-axis.,commands,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
"""What's the company tax like in different places?""",'Corporate Tax Rate' by 'Country',queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
Could you please inform me of the established 'Corporate Tax Rate' for each respective nation?,What is the 'Corporate Tax Rate' for each country?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",5
"Could you maybe put together a chart for me? You know, the usual way we do it, with the column values along the bottom and the row values up the side. And let's keep the shape and size consistent with what we've done before, around 0.008 or so.","Create a chart with x-axis as column value, y-axis as row value, predefined shape, and fixed size of 0.008.",commands,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",1
"The x-axis is determined by the column value, the y-axis is determined by the row value, the shape is predefined, and the size is fixed at 0.008.","Column value for x-axis, row value for y-axis, predefined shape, fixed size of 0.008",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",5
"Could you please illustrate the graph with the x-axis representing the column value, the y-axis representing the row value, a predetermined shape, and a fixed size of 0.008?","What does the chart look like with x-axis as column value, y-axis as row value, predefined shape, and fixed size of 0.008?",questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",4
"Make a geoshape chart that has tooltips for 'Country', 'Most Popular Team', and 'Max % of search queries'. Also, color the geoshapes according to the 'Most Popular Team'.","Create a geoshape chart with tooltips for 'Country', 'Most Popular Team', and 'Max % of search queries', and color the geoshapes based on the 'Most Popular Team'.",commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
"Map chart, little info boxes for 'Country', 'Top Team', 'Max % of searches', color of the map bits by 'Top Team'","Geoshape chart, tooltips for 'Country', 'Most Popular Team', 'Max % of search queries', color of geoshapes by 'Most Popular Team'",queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
Can you tell me directly what the geoshape chart shows regarding the team with the highest percentage of search queries in each country?,What does the geoshape chart reveal about the most popular team in each country based on the max % of search queries?,questions,"[['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']]",4
Make a bar graph with 'how comfy you are' on the side-to-side line and 'how many folks answered' on the up-and-down line.,Create a bar chart with 'Comfort Level' on the x-axis and 'Percentage of Responses' on the y-axis.,commands,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",1
The bar graph's got 'Comfort Level' on the horizontal line and 'Percentage of Responses' on the vertical one.,"Bar chart, 'Comfort Level' x-axis, 'Percentage of Responses' y-axis",queries,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",2
Can you describe how the bar graph comparing 'Comfort Level' and 'Percentage of Responses' appears?,What does the bar chart of 'Comfort Level' versus 'Percentage of Responses' look like?,questions,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
"I suggest you make a heatmap with 'Change in Energy Consumption' on the x-axis and 'GDP Growth' on the y-axis. It might be a good idea to add a rule mark that represents the mean of 'Change in Energy Consumption' on the x-axis. Also, consider adding a rule mark that represents the mean of 'GDP Growth' on both the y-axis and x-axis.",Create a heatmap with 'Change in Energy Consumption' on the x-axis and 'GDP Growth' on the y-axis. Add a rule mark representing the mean of 'Change in Energy Consumption' on the x-axis. Add a rule mark representing the mean of 'GDP Growth' on the y-axis. Add a rule mark representing the mean of 'GDP Growth' on the y-axis. Add a rule mark representing the mean of 'Change in Energy Consumption' on the x-axis.,commands,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",3
"The graphical representation, or heatmap, of the 'Change in Energy Consumption' versus 'GDP Growth' has the average 'Change in Energy Consumption' plotted on the x-axis and the average 'GDP Growth' plotted on the y-axis.",Heatmap of 'Change in Energy Consumption' vs 'GDP Growth' Mean of 'Change in Energy Consumption' on x-axis Mean of 'GDP Growth' on y-axis Mean of 'GDP Growth' on y-axis Mean of 'Change in Energy Consumption' on x-axis,queries,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",4
"How does 'Change in Energy Consumption' relate to 'GDP Growth'? Can you tell me the average of 'Change in Energy Consumption'? And what's the average of 'GDP Growth'? Could you repeat the average of 'GDP Growth'? And again, what's the average of 'Change in Energy Consumption'?",What is the relationship between 'Change in Energy Consumption' and 'GDP Growth'? What is the mean of 'Change in Energy Consumption'? What is the mean of 'GDP Growth'? What is the mean of 'GDP Growth'? What is the mean of 'Change in Energy Consumption'?,questions,"[['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']]",3
"Make a map-like chart using 'FRV District' for the shapes and '% Above Standard' for the colors. Then, make a line graph with 'Financial Quarter' as the horizontal line, 'rank1' as the vertical line, and 'servArea' for the colors.","Create a geoshape chart with 'FRV District' as shape and '% Above Standard' as color. Create a line chart with 'Financial Quarter' on x-axis, 'rank1' on y-axis, and 'servArea' as color.",commands,"[['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']]",3
"The Geoshape chart is designed with the 'FRV District' shape and the color represents '% Above Standard'. The Line chart is structured with 'Financial Quarter' on the x-axis and 'rank1' on the y-axis, with 'servArea' as the color indicator.","Geoshape chart, 'FRV District' shape, '% Above Standard' color Line chart, 'Financial Quarter' x-axis, 'rank1' y-axis, 'servArea' color",queries,"[['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']]",4
