paraphrases,sentences,ptypes,axes,axes2,scores,scores2
"Can you tell me how many points the colors 'rgb(232,200,93)' and 'rgb(219,165,132)' represent in the chart, without adding any personal opinions?","What is the difference in the number of points represented by the colors 'rgb(232,200,93)' and 'rgb(219,165,132)' in the chart?",compositional-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,4
Why could it be that Australia has secured more bronze medals compared to gold or silver in the Olympic games?,Why might Australia have won more bronze medals than gold or silver in the Olympics?,open-ended,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",2,4
"Based on the data derived from search engine queries, which Premier League team is most frequently searched for in the United States?",What is the most popular Premier League team in the United States based on search queries?,lookup-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,5
"What color is the US shown as on the map, and what soccer team from the Premier League is associated with this color?","What color is the United States on the map, and which Premier League team does this color represent?",lookup-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,3
"Can you tell me directly which Premier League team is most popular, based on the data of how many countries search for it the most?",Which Premier League team is the most popular based on the number of countries where it is the most searched for?,compositional-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,3
"Tell me directly, what is the color that is most common on the map and what Premier League team is associated with this color? This is just my way of understanding it, you might see it differently.","Which color appears most frequently on the map, and which Premier League team does this color represent?",compositional-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",5,2
"How do people in different places feel about Premier League teams, based on what they're looking up online?",How does the popularity of Premier League teams vary across different countries based on search queries?,open-ended,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,1
"How do you feel about the number of people who seem okay with their data being shared? It's not entirely clear, is it?",What is the percentage of responses indicating comfortability with data being shared?,lookup-nonvisual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",1,2
What's the height of the bar that shows how many people are okay with their data being shared?,How high is the bar representing the percentage of responses indicating comfortability with data being shared?,lookup-visual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",2,2
Could you clarify the disparity between the proportion of replies suggesting ease and unease regarding the sharing of data?,What is the difference between the percentage of responses indicating comfortability and discomfort with data being shared?,compositional-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,1
Could you elucidate the disparity in magnitude between the bars that symbolize the proportion of responses indicating ease and unease with the dissemination of data?,What is the difference in height between the bars representing the percentage of responses indicating comfortability and discomfort with data being shared?,compositional-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,4
What effect does people's ease with their information being shared have on the government's choice to keep doing this?,How does the public's comfortability with data being shared impact the government's decision to continue this practice?,open-ended,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,2
Could you possibly tell me about the number of observations that might be in the upper range for both energy consumption changes and GDP growth?,How many observations fall within the higher range of both change in energy consumption and GDP growth?,lookup-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",1,3
"Could you tell me how many of those rectangles in the heat map, the ones in the top right corner and colored either red or goldred, are there? It seems to me like there's quite a few.",How many rectangles in the heat map are in the upper right quadrant and are colored red or goldred?,lookup-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,1
How many times do you think we see a big increase in both energy use and economic growth compared to all the times we've looked?,What is the proportion of observations that fall within the higher range of both change in energy consumption and GDP growth compared to the total number of observations?,compositional-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,1
What do you reckon is the ratio of rectangles in the heat map that are situated in the top right corner and are either red or goldred in relation to the overall count of rectangles?,What is the proportion of rectangles in the heat map that are in the upper right quadrant and are colored red or goldred compared to the total number of rectangles?,compositional-visual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",2,5
Can you provide a clear and direct explanation regarding the comparison of the correlation between the alterations in Gross Domestic Product and energy usage among various nations?,How does the relationship between change in GDP and energy consumption compare across different countries?,open-ended,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",5,5
What's the biggest chunk of answers that are more than 7.7 minutes and what fire station district does it match up with?,What is the highest percentage of responses above the 7.7 minute standard and which FRV District and station does it correspond to?,lookup-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,1
Which area and station on the map is shown by the darkest shape and the circle that's highest up on the chart?,Which FRV District and station is represented by the darkest geoshape on the map and the highest positioned circle on the line chart?,lookup-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",1,3
Can you tell me in which quarter the average response time was the highest above the 7.7 minute standard for all FRV Districts and stations?,Which quarter had the highest average percentage of responses above the 7.7 minute standard across all FRV Districts and stations?,compositional-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,3
"Can you tell me in which part of the graph the circles seem to be the highest, generally speaking?",In which quarter are the circles positioned highest on average on the line chart?,compositional-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,1
What ideas do you reckon the FRV District and station with the most responses over the 7.7 minute mark could put into action to get their response times better?,What strategies could the FRV District and station with the highest percentage of responses above the 7.7 minute standard implement to improve their response times?,open-ended,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,3
Could you provide the statistics on hate crimes against the Asian demographic?,What is the hate crime level for the Asian ethnic group?,lookup-nonvisual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,5
Where does the mark for the Asian group fall on the horizontal line?,What is the position of the point representing the Asian ethnic group on the x-axis?,lookup-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",3,2
What do you reckon the difference is between the hate crime rates against Asians and other ethnic groups?,How does the hate crime level for the Asian ethnic group compare to that of other ethnic groups?,compositional-nonvisual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,2
Can you tell me your thoughts on how the x-coordinate of the Asian ethnicity data point stacks up against the x-coordinates of the other ethnicities' data points?,How does the position of the point representing the Asian ethnic group on the x-axis compare to the positions of points representing other ethnic groups?,compositional-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,1
What elements might have played a role in the varying levels of hate incidents experienced by different cultural communities in the time of and following the pandemic?,What factors could have contributed to the differences in hate crime levels among different ethnic groups during and after COVID-19?,open-ended,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,3
Do you know how many people could use electricity in Kenya back in 2010?,What is the percentage of the population with access to electricity in Kenya in 2010?,lookup-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,3
What is the exact length of the bar that represents the access to electricity in Kenya for the year 2010?,How long is the bar representing Kenya's access to electricity in 2010?,lookup-visual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",5,4
Could you provide me with the precise percentage of the Tanzanian population that had access to electricity during the period from 2000 to 2020?,What is the average percentage of the population with access to electricity in Tanzania from 2000 to 2020?,compositional-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",4,5
Can you tell me the exact measurement of the bars that show how much electricity Tanzania had from 2000 to 2020? I feel like it's important to know.,What is the average length of the bars representing Tanzania's access to electricity from 2000 to 2020?,compositional-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",5,2
"Could you elucidate on the evolution of electrification in the East African region during the two-decade span from 2000 to 2020, and hypothesize on the possible underlying factors that might have instigated these transformations?",How has the access to electricity in East Africa changed over the period from 2000 to 2020 and what could be the potential reasons for these changes?,open-ended,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",5,2
Can you provide the data on the energy usage of the primary energy source in Africa for the year 2000?,What was the energy consumption of the most consumed energy source in Africa in the year 2000?,lookup-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,5
What do you reckon was the biggest and most uniquely colored energy source back in 2000?,Which energy source has the largest area and distinct color in the year 2000?,lookup-visual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,1
"You know, I was just wondering about how much energy Africa's been using from different sources since '89 till now. And, which one do you reckon's been used the most?","What is the total energy consumption of each energy source in Africa from 1989 to 2022, and which source has the highest total?",compositional-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,2
"Which color, representing a type of energy, covers the most space when you add it all up from 1989 to 2022?","Which energy source's area, represented by a distinct color, is the largest when summed up from 1989 to 2022?",compositional-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",2,3
"How has the use of different types of energy in Africa switched up from 1989 to 2022, and what could be the possible reasons for these changes?","How has the consumption of different energy sources in Africa changed over the years from 1989 to 2022, and what could be the potential reasons for these changes?",open-ended,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,1
Got any idea how much it costs to rent a place around here right now?,What is the index of private housing rental prices for a particular area at a specific time?,lookup-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,1
What's the number on the up-down line for a certain spot on the left-right line in a specific section?,What is the value on the y-axis for a specific point on the x-axis in a particular row (area)?,lookup-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,3
What's the top rate for renting a house in a specific area and is this cost going up as time goes by?,What is the highest index of private housing rental prices for a particular area and is this value increasing over time?,compositional-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,2
Could you please identify the maximum value on the y-axis for a specific area and determine if this value is increasing along the x-axis over time?,What is the highest point on the y-axis for a particular row (area) and is this point moving upwards along the x-axis over time?,compositional-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",5,3
"In my opinion, the pattern of private housing rental prices in a specific area could potentially sway the decision to invest in private housing there.",How does the trend of the index of private housing rental prices for a particular area influence the decision to invest in private housing in that area?,open-ended,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",2,5
Can you tell me how many people are voting in each department?,What is the total number of voters in each department?,lookup-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,1
Could you tell me which department appears to have the most voters according to the bar chart?,Which department has the longest bar in the bar chart representing the total number of voters?,lookup-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,2
Which division possesses the greatest quantity of electors?,Which department has the maximum number of voters?,compositional-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,5
Which group's bar is the longest on the chart showing all the voters?,Which department has the longest bar in the bar chart representing the total number of voters?,compositional-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,3
"The department with the highest voter turnout has the potential to impact the overall election results, but it's not entirely clear how this might occur.",How could the department with the highest voter turnout influence the overall election results?,open-ended,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,2
"Yo, what's the count and gender breakdown in the UPZ that's got the most whereabouts?",What is the number of whereabouts and the percentage of men and women in the UPZ with the highest number of whereabouts?,lookup-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,5
"In the Urban Planning Zone that is depicted by the longest bar on the graph, could you please provide the numerical values that the green and pink lines, representing the percentage of males and females respectively, correspond to?","In the UPZ represented by the longest bar on the chart, what is the height of the green and pink lines indicating the percentage of men and women respectively?",lookup-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",5,4
Could you provide the highest count of individuals and the gender distribution percentage in that Urban Planning Zone?,What is the maximum number of whereabouts and what is the percentage of men and women in that UPZ?,compositional-nonvisual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,4
"Can you tell me which bar on the graph is the longest? Also, could you provide the percentages of men and women, as shown by the green and pink lines, in the related UPZ?",Which bar on the chart is the longest and what is the height of the green and pink lines indicating the percentage of men and women respectively in the corresponding UPZ?,compositional-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,4
How does the number of men and women in the area with the most people compare to other areas?,How does the gender distribution in the UPZ with the highest number of whereabouts compare to other UPZs?,open-ended,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,5
Could you provide the exact amount of onions produced in state X during year Y?,What was the total quantity of onions for state X in year Y?,lookup-nonvisual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",4,4
Could you possibly tell me the height of the area that corresponds to state X in year Y?,How high is the area corresponding to state X in year Y?,lookup-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",2,5
Can you provide the total amount of onions for state X in the year Y?,What is the sum of the quantity of onions for state X over the year Y?,compositional-nonvisual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",4,3
What is the measurement of the area beneath the graph for state X throughout the year Y?,How large is the area under the curve for state X over the year Y?,compositional-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",4,3
What are the potential variables that may have led to State X recording the maximum aggregate volume of onions in Year Y?,Which factors could have contributed to state X having the highest total quantity of onions in year Y?,open-ended,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",5,5
Could you please inform me of the exact number of items available at the specified time?,What is the quantity of the item at time X?,lookup-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",5,4
When does the line cross the y-axis at the time X on the x-axis?,At what point on the y-axis does the line intersect at time X on the x-axis?,lookup-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",2,1
What's the difference between the most and least amount of the item over time?,What is the difference between the maximum and minimum quantity of the item over time?,compositional-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",2,1
Can you quantify the vertical disparity between the apex and nadir of the line graph?,What is the difference in height between the highest and lowest points of the line on the chart?,compositional-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",4,4
