paraphrases,sentences,ptypes,axes,axes2,scores,scores2
"Make a chart, right? Put 'Date' along the bottom, 'Energy Consumption' up the side, and color it based on 'Energy Source'. Be clear about it.","Create an area chart with 'Date' on the x-axis, 'Energy Consumption' on the y-axis, and 'Energy Source' as the color.",commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",1,4
"The graph we're looking at has the date plotted along the horizontal axis, the energy consumption along the vertical axis, and different colors representing different sources of energy.","Area chart, Date on x-axis, Energy Consumption on y-axis, Energy Source as color",queries,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,1
"What is the procedure to generate an area chart where the x-axis represents 'Date', the y-axis signifies 'Energy Consumption', and 'Energy Source' is depicted by the color?","How can we create an area chart with 'Date' on the x-axis, 'Energy Consumption' on the y-axis, and 'Energy Source' as the color?",questions,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",5,4
"Construct a linear graphical representation where the abscissa is denoted by 'Time', the ordinate by 'Index', the chromatic differentiation is determined by 'type', and the horizontal segmentation is defined by 'area'.","Create a line chart with 'Time' on the x-axis, 'Index' on the y-axis, 'type' as color, and 'area' as row.",commands,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",5,2
"The graphical representation, specifically a line chart, illustrates the progression of the 'Index' variable over a specified 'Time' period, differentiated by 'type' and 'area'.",Line chart of 'Index' over 'Time' by 'type' and 'area',queries,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",5,5
Can you provide information on how the 'Index' varies over 'Time' for various 'types' and 'areas'?,How does the 'Index' change over 'Time' for different 'types' and 'areas'?,questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,4
"Could you put the department voters on the x-axis? Then, could you put the total voters on the x-axis? After that, could you put the total department voters on the x-axis and abstention2 on the fill? Lastly, could you put the sum of total voters on the x-axis for the first layer and the sum of the number of voters on the x-axis for the second layer?",Plot voters for department on the x-axis. Plot total voters on the x-axis. Plot total voters for department on the x-axis and abstention2 on the fill. Plot the sum of total voters on the x-axis for the first layer and the sum of number of voters on the x-axis for the second layer.,commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,4
"So, you know, it's like we're comparing the total number of voters for each department in Colombia with the total number of voters in each municipality. And then, we're also looking at the total number of voters who didn't vote. For the first layer, we're summing up all the voters in each department, and for the second layer, we're adding up all the voters.","VotersFordepartment vs Departments of Colombia Total voters vs Municipality TotalvotersFordepartment vs * with abstention2 fill Sum of Total voters vs Departments of Colombia for first layer, Sum of Number of voters for second layer",queries,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,2
"Can you tell me the count of voters for each department in Colombia? Could you also provide the total voter count in each municipality? I'm interested in understanding the relationship between the total voter count for each department and abstention2. Also, how does the overall total of voters stack up against the sum of voters in each Colombian department?",How many voters are there for each department in Colombia? What is the total number of voters in each municipality? How does the total number of voters for each department relate to abstention2? How does the sum of total voters compare to the sum of number of voters in each department of Colombia?,questions,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,5
"Could you please make a tick chart? You'll need to put the UPZ field on the y-axis and sort it by the total of Whereabouts, but make sure it's in descending order. Then, could you also make a bar chart? This time, UPZ should be on the x-axis and Whereabouts on the y-axis, again sorted by the total of Whereabouts in descending order. After that, we'll need a line chart with UPZ on the x-axis and Men [%] on the y-axis. And another line chart, but this time with Women [%] on the y-axis. Lastly, we'll need a circle chart with UPZ on the x-axis and Whereabouts on the y-axis.","Create a tick chart with UPZ field on the y-axis sorted by the sum of Whereabouts in descending order. Create a bar chart with UPZ on the x-axis and Whereabouts on the y-axis, sorted by the sum of Whereabouts in descending order. Create a line chart with UPZ on the x-axis and Men [%] on the y-axis. Create a line chart with UPZ on the x-axis and Women [%] on the y-axis. Create a circle chart with UPZ on the x-axis and Whereabouts on the y-axis.",commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,2
"The tick chart is arranged with the UPZ on the y-axis and is ordered in a descending manner according to the sum of Whereabouts. The bar chart has the UPZ on the x-axis and Whereabouts on the y-axis, and it is also arranged in a descending order based on the sum of Whereabouts. The line chart plots the UPZ on the x-axis and the percentage of Men on the y-axis. Another line chart plots the UPZ on the x-axis and the percentage of Women on the y-axis. Lastly, the circle chart has the UPZ on the x-axis and Whereabouts on the y-axis.","Tick chart, UPZ on y-axis, descending order by sum of Whereabouts. Bar chart, UPZ on x-axis, Whereabouts on y-axis, descending order by sum of Whereabouts. Line chart, UPZ on x-axis, Men [%] on y-axis. Line chart, UPZ on x-axis, Women [%] on y-axis. Circle chart, UPZ on x-axis, Whereabouts on y-axis.",queries,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,4
Can you tell me what the tick chart is suggesting about the UPZ field when it's arranged by the total of Whereabouts? How is the bar chart representing the connection between UPZ and Whereabouts? Can you interpret what the line chart is indicating about the correlation between UPZ and Men [%]? What is the line chart suggesting about the correlation between UPZ and Women [%]? Can you interpret what the circle chart is revealing about the connection between UPZ and Whereabouts?,What does the tick chart reveal about the UPZ field sorted by the sum of Whereabouts? How does the bar chart display the relationship between UPZ and Whereabouts? What does the line chart show about the relationship between UPZ and Men [%]? What does the line chart show about the relationship between UPZ and Women [%]? What does the circle chart reveal about the relationship between UPZ and Whereabouts?,questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",2,3
"Could you possibly craft a region graph that visually represents the cumulative 'quantity' as it progresses over time, with the color scheme being determined by the 'state' field?","Create an area chart showing the sum of 'quantity' over time, colored based on the 'state' field.",commands,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,5
"The total amount of 'quantity' is calculated for each year-month, and the results are differentiated by the 'state' color.","Sum of 'quantity' by year-month, color by 'state'",queries,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,4
What is the progression of the total 'quantity' for each 'state' over a period of time?,How does the sum of 'quantity' change over time for each 'state'?,questions,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,5
"Make a line graph thingy with 'time' on the bottom bit, 'quantity' on the side bit, and give 'monkey', 'slipper', 'broom' their own colors, yeah?","Create a line chart with 'time' on the x-axis, 'quantity' on the y-axis, and 'monkey', 'slipper', 'broom' represented by different colors.",commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,1
"The graph represents the quantity over time, with different colors used to differentiate between the categories of 'monkey', 'slipper', and 'broom'.","Line chart of 'quantity' by 'time' with color distinction for 'monkey', 'slipper', 'broom'",queries,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",4,3
"Can you tell me directly how the numbers of 'monkey', 'slipper', 'broom' change as time goes by?","How does the quantity of 'monkey', 'slipper', 'broom' change over time?",questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",5,1
"Please construct a graph that includes the following categories: 'Year', 'Population', 'Type of Offense', 'Poverty Rate (%)', 'Urbanicity', and '% Money Bonds'.","Create a point chart with 'Year', 'Population', 'Type of Offense', 'Poverty Rate (%)', 'Urbanicity', and '% Money Bonds'.",commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",4,2
"The chart clearly shows the data for the year, population, type of offense, poverty rate in percentage, urbanicity, and the percentage of money bonds.","Point chart of 'Year', 'Population', 'Type of Offense', 'Poverty Rate (%)', 'Urbanicity', '% Money Bonds'",queries,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",4,2
"What is the variation in 'Type of Offense', 'Poverty Rate (%)', 'Urbanicity', and '% Money Bonds' according to 'Year' and 'Population' as shown in the point chart?","How does the 'Type of Offense', 'Poverty Rate (%)', 'Urbanicity', and '% Money Bonds' vary by 'Year' and 'Population' in the point chart?",questions,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,2
"Make a rectangle-shaped chart that's 170 by 810. Put 'sample ID' along the bottom axis and metabolite up the side axis. Then, use a log scale to color in the flux field, and use the 'viridis' color scheme.","Create a 170x810 rectangular chart with 'sample ID' on the x-axis, metabolite on the y-axis, and color the flux field using a logarithmic scale with the 'viridis' scheme.",commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",2,4
"This is a rectangle-shaped graph with a width of 170 and a height of 810. The horizontal line represents the sample ID and the vertical line represents the metabolite. The color changes according to the flux field and it's on a scale that increases exponentially. The color scheme is called 'viridis', which I personally think is quite nice.","Rectangular chart, 170 width, 810 height, x-axis 'sample ID', y-axis metabolite, color flux field, logarithmic scale, 'viridis' scheme",queries,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",1,2
"What's the 170x810 rectangle chart showing, the one with 'sample ID' on the x-axis, metabolite on the y-axis, and color showing the flux field on a log scale with the 'viridis' scheme?","What does the 170x810 rectangular chart with 'sample ID' on the x-axis, metabolite on the y-axis, and color representing the flux field on a logarithmic scale with the 'viridis' scheme show?",questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,1
"Make a graph where 'Period' is on the horizontal axis and 'UK employment by age, seasonally adjusted, cumulative growth (thousands)' is on the vertical axis.","Create a line chart with 'Period' on the x-axis and 'UK employment by age, seasonally adjusted, cumulative growth (thousands)' on the y-axis.",commands,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,3
"So, we've got this graph thingy that shows how jobs for different age groups in the UK have changed over time, and it's all been adjusted for the seasons and added up in the thousands.","Line chart of 'Period' vs 'UK employment by age, seasonally adjusted, cumulative growth (thousands)'",queries,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,4
"What's the pattern like for the number of people with jobs in the UK, adjusted for the time of year and all, over various time frames?","What is the trend of 'UK employment by age, seasonally adjusted, cumulative growth (thousands)' over different 'Periods'?",questions,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,2
"Please construct a bar graph that accurately represents the total number of daily cases by SWS LGA over a specific period. Additionally, please create a line graph that depicts the highest cumulative count of cases over the same period.",Create a bar chart showing the sum of daily cases by SWS LGA over time. Create a line chart showing the maximum cumulative count of cases over time.,commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,5
"The total number of daily cases recorded by the SWS LGA is added up over a certain date, and the highest cumulative count over that date is determined.",Sum of Daily Cases by SWS LGA over Date Maximum cumulative_count over Date,queries,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",3,2
Can you tell me the total number of daily cases by SWS LGA over time? What's the highest cumulative tally of cases over time?,What is the sum of daily cases by SWS LGA over time? What is the maximum cumulative count of cases over time?,questions,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,4
"You should assign 'Agent' to color, 'Env step' to the x-axis, 'rew_std0' to the y-axis, and 'rew_std1' to the y2-axis. Also, 'rew' should be mapped to the y-axis.","Map 'Agent' to color, 'Env step' to x-axis, 'rew_std0' to y-axis, and 'rew_std1' to y2-axis. Map 'rew' to y-axis.",commands,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,2
"The color represents the 'Agent', the x-axis signifies the 'Environment step', the primary y-axis denotes 'rew_std0', the secondary y-axis indicates 'rew_std1', and the tertiary y-axis represents 'rew'.","'Agent' color, 'Env step' x-axis, 'rew_std0' y-axis, 'rew_std1' y2-axis 'rew' y-axis",queries,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,3
"Can you explain how 'Agent' is associated with color, 'Env step' with the x-axis, 'rew_std0' with the y-axis, and 'rew_std1' with the y2-axis? Also, how is 'rew' related to the y-axis?","How is 'Agent' mapped to color, 'Env step' to x-axis, 'rew_std0' to y-axis, and 'rew_std1' to y2-axis? How is 'rew' mapped to y-axis?",questions,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,3
Make a simple graph where the date is along the bottom and the price is up the side.,Create a line chart with date on the x-axis and price on the y-axis.,commands,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,4
"You know, it's like a graph with a line that shows how the cost changes over time.","Line chart, date, price",queries,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,1
Could you explain the fluctuation in cost over a period as depicted on the linear graph?,How does the price change over time on the line chart?,questions,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,3
Could you make a graph for me? It should have 'Mobility' on the horizontal axis and 'Population' on the vertical axis. And please use a logarithmic scale for it.,Create a point chart with 'Mobility' on the x-axis and 'Population' on the y-axis using a logarithmic scale.,commands,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,4
A graph that clearly shows the relationship between 'Mobility' and the 'Population' on a logarithmic scale.,Point chart of 'Mobility' vs logarithmic 'Population',queries,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,2
Could you please illustrate the dispersion of the 'Population' variable in relation to the 'Mobility' variable on a logarithmic scale?,What is the distribution of 'Population' with respect to 'Mobility' in a logarithmic scale?,questions,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,3
"Make a boxy picture with 'Department' going across and 'County' going up and down, and color it based on how many records there are. Then make a bar picture with 'Department' going across and the total 'Building Area' going up and down.","Create a rectangular chart with 'Department' on the x-axis and 'County' on the y-axis, color-coded by the count of records. Create a bar chart with 'Department' on the x-axis and the sum of 'Building Area' on the y-axis.",commands,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,1
I think this is a rectangle-shaped graph where the 'Department' is on the horizontal line and 'County' is on the vertical line. The different colors show the number of records. There's also a bar graph where the 'Department' is on the horizontal line and the total 'Building Area' is on the vertical line.,"Rectangular chart, 'Department' x-axis, 'County' y-axis, color by count of records Bar chart, 'Department' x-axis, sum of 'Building Area' y-axis",queries,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,1
"Could you possibly give me an idea of how the records are spread out among the departments and counties? And, in your opinion, what might be the overall building area for each department?",What is the distribution of records across departments and counties? What is the total building area for each department?,questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,3
"Construct a scatter diagram with '1 - HDI' as the independent variable and 'ODA (millions US$)' as the dependent variable. Similarly, generate a line graph with '1 - HDI' as the independent variable and 'y2' as the dependent variable.",Create a scatter plot with '1 - HDI' on the x-axis and 'ODA (millions US$)' on the y-axis. Create a line chart with '1 - HDI' on the x-axis and 'y2' on the y-axis.,commands,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,5
The scatter plot has '1 - HDI' on the x-axis and 'ODA (millions US$)' on the y-axis. The line chart has '1 - HDI' on the x-axis and 'y2' on the y-axis.,"Scatter plot, '1 - HDI' x-axis, 'ODA (millions US$)' y-axis Line chart, '1 - HDI' x-axis, 'y2' y-axis",queries,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,3
"Can you tell me how '1 - HDI' and 'ODA (millions US$)' are related in the scatter plot? Also, how does 'y2' change in relation to '1 - HDI' in the line chart?",What is the relationship between '1 - HDI' and 'ODA (millions US$)' in the scatter plot? What is the trend of 'y2' with respect to '1 - HDI' in the line chart?,questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,3
"Please construct a diagram, specifically a point chart. The horizontal axis, or x-axis, should be labeled as 'Alpha'. The vertical axis, or y-axis, should be labeled as 'Beta'. The size and color of the points should represent 'Log-likelihood'.","Create a point chart with 'Alpha' on the x-axis, 'Beta' on the y-axis, and 'Log-likelihood' for the size and color of the points.",commands,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",5,3
"The graph utilizes the 'Alpha' variable on the horizontal axis and the 'Beta' variable on the vertical axis, with the size and color of each point representing the 'Log-likelihood' value.","Point chart, 'Alpha' x-axis, 'Beta' y-axis, 'Log-likelihood' size and color",queries,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,4
"Can you help me understand how the point chart changes when we adjust these two elements, 'Alpha' and 'Beta'?",How does the 'Log-likelihood' vary with 'Alpha' and 'Beta' in the point chart?,questions,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,3
