country,region,country_code,year,lifeExp,gdpPercap,pop
Bulgaria,Europe,BGR,1992,71.3,8060,8680000
Burkina Faso,Africa,BFA,1992,50.6,851,9300000
Burundi,Africa,BDI,1992,47.8,1100,5660000
Cambodia,Asia,KHM,1992,58.1,1110,9620000
Cameroon,Africa,CMR,1992,57.9,2510,12400000
Canada,Americas,CAN,1992,77.8,30100,28400000
Cape Verde,Africa,CPV,1992,68.0,1780,359000
Central African Republic,Africa,CAF,1992,47.8,824,3100000
Chad,Africa,TCD,1992,53.5,1220,6350000
Chile,Americas,CHL,1992,74.9,10400,13700000
China,Asia,CHN,1992,67.5,1860,1200000000
Colombia,Americas,COL,1992,71.1,7800,35600000
Comoros,Africa,COM,1992,59.2,1550,436000
"Congo, Dem. Rep.",Africa,COD,1992,53.6,973,37300000
"Congo, Rep.",Africa,COG,1992,54.2,5120,2580000
Costa Rica,Americas,CRI,1992,76.7,8290,3260000
Cote d'Ivoire,Africa,CIV,1992,54.4,2970,13200000
Croatia,Europe,HRV,1992,71.3,12300,4730000
Cuba,Americas,CUB,1992,75.0,10600,10700000
Cyprus,Europe,CYP,1992,75.3,24400,801000
Czech Republic,Europe,CZE,1992,72.4,17600,10400000
Denmark,Europe,DNK,1992,75.4,34700,5170000
Djibouti,Africa,DJI,1992,61.0,2850,615000
Dominica,Americas,DMA,1992,71.7,6900,71000
Dominican Republic,Americas,DOM,1992,71.4,5650,7470000
Ecuador,Americas,ECU,1992,72.0,7600,10700000
Egypt,Africa,EGY,1992,66.2,5960,60000000
El Salvador,Americas,SLV,1992,69.2,4910,5400000
Equatorial Guinea,Africa,GNQ,1992,48.0,1250,455000
Eritrea,Africa,ERI,1992,54.0,1110,3120000
Estonia,Europe,EST,1992,69.3,11400,1520000
Ethiopia,Africa,ETH,1992,48.9,515,51600000
Fiji,Asia,FJI,1992,65.2,5950,745000
Finland,Europe,FIN,1992,75.6,26000,5040000
France,Europe,FRA,1992,77.6,30100,57500000
Gabon,Africa,GAB,1992,60.1,19000,1000000
Gambia,Africa,GMB,1992,62.0,1510,980000
Georgia,Europe,GEO,1992,68.9,3430,5300000
Germany,Europe,DEU,1992,75.8,33000,80000000
Ghana,Africa,GHA,1992,59.0,1990,15500000
Greece,Europe,GRC,1992,77.3,21100,10500000
Grenada,Americas,GRD,1992,71.2,7210,97200
Guatemala,Americas,GTM,1992,65.0,5290,9710000
Guinea,Africa,GIN,1992,52.5,1060,6760000
Guinea-Bissau,Africa,GNB,1992,49.9,1590,1060000
Guyana,Americas,GUY,1992,64.8,3220,748000
Haiti,Americas,HTI,1992,54.5,1880,7390000
Honduras,Americas,HND,1992,67.8,3270,5250000
Hungary,Europe,HUN,1992,69.4,14600,10400000
Iceland,Europe,ISL,1992,78.5,27400,260000
India,Asia,IND,1992,59.7,1800,906000000
Indonesia,Asia,IDN,1992,64.5,5090,188000000
Iran,Asia,IRN,1992,70.6,11400,58300000
Iraq,Asia,IRQ,1992,65.6,5200,18500000
Ireland,Europe,IRL,1992,75.3,23000,3590000
Israel,Asia,ISR,1992,76.0,20400,4810000
Italy,Europe,ITA,1992,77.4,31800,57200000
Jamaica,Americas,JAM,1992,74.5,7660,2470000
Japan,Asia,JPN,1992,79.2,31500,125000000
Jordan,Asia,JOR,1992,72.5,6810,3970000
Kazakhstan,Asia,KAZ,1992,66.8,10900,16500000
Kenya,Africa,KEN,1992,59.9,2250,25000000
Kiribati,Asia,KIR,1992,58.4,1920,74800
Kuwait,Asia,KWT,1992,78.1,50200,1920000
Kyrgyz Republic,Asia,KGZ,1992,65.7,2680,4450000
Lao,Asia,LAO,1992,53.3,1680,4500000
Latvia,Europe,LVA,1992,68.4,8220,2620000
Lebanon,Asia,LBN,1992,72.0,10900,2820000
Lesotho,Africa,LSO,1992,60.0,1520,1670000
Liberia,Africa,LBR,1992,52.7,505,2020000
Libya,Africa,LBY,1992,73.5,27900,4650000
Lithuania,Europe,LTU,1992,70.3,11700,3690000
Luxembourg,Europe,LUX,1992,75.8,62100,391000
"Macedonia, FYR",Europe,MKD,1992,70.8,8480,1990000
Madagascar,Africa,MDG,1992,56.1,1480,12300000
Malawi,Africa,MWI,1992,47.9,727,9730000
Malaysia,Asia,MYS,1992,72.0,11900,19000000
Maldives,Asia,MDV,1992,64.8,4520,236000
Mali,Africa,MLI,1992,50.4,1310,8870000
Malta,Europe,MLT,1992,76.1,17300,371000
Marshall Islands,Asia,MHL,1992,64.7,2960,49400
Mauritania,Africa,MRT,1992,60.9,2760,2140000
Mauritius,Africa,MUS,1992,69.8,8020,1080000
Mexico,Americas,MEX,1992,72.1,13100,88800000
"Micronesia, Fed. Sts.",Asia,FSM,1992,63.6,2930,101000
Moldova,Europe,MDA,1992,66.6,3840,4380000
Mongolia,Asia,MNG,1992,62.5,4130,2240000
Montenegro,Europe,MNE,1992,74.7,11100,617000
Morocco,Africa,MAR,1992,67.9,3960,25800000
Mozambique,Africa,MOZ,1992,50.9,354,14100000
Myanmar,Asia,MMR,1992,58.9,788,41700000
Namibia,Africa,NAM,1992,61.6,6200,1510000
Nepal,Asia,NPL,1992,59.1,1260,19800000
Netherlands,Europe,NLD,1992,77.2,32900,15200000
New Zealand,Asia,NZL,1992,76.3,22800,3500000
Nicaragua,Americas,NIC,1992,73.4,2880,4330000
Niger,Africa,NER,1992,48.0,803,8550000
Nigeria,Africa,NGA,1992,54.7,2890,100000000
North Korea,Asia,PRK,1992,71.7,1740,20900000
Norway,Europe,NOR,1992,77.3,45200,4290000
Oman,Asia,OMN,1992,71.7,36800,1980000
Pakistan,Asia,PAK,1992,62.4,3270,114000000
Palestine,Asia,PSE,1992,71.3,1740,2290000
Panama,Americas,PAN,1992,75.0,8880,2580000
Papua New Guinea,Asia,PNG,1992,56.1,1840,4540000
Paraguay,Americas,PRY,1992,74.5,6040,4430000
Peru,Americas,PER,1992,70.0,5180,22700000
Philippines,Asia,PHL,1992,67.7,3810,65100000
Poland,Europe,POL,1992,71.1,9730,38200000
Portugal,Europe,PRT,1992,74.8,21300,10000000
Qatar,Asia,QAT,1992,75.0,75300,496000
Romania,Europe,ROU,1992,69.9,9280,23400000
Russia,Europe,RUS,1992,67.8,16700,148000000
Rwanda,Africa,RWA,1992,47.9,964,6700000
Samoa,Asia,WSM,1992,69.3,3500,166000
Sao Tome and Principe,Africa,STP,1992,63.5,2040,119000
Saudi Arabia,Asia,SAU,1992,72.6,47700,17400000
Senegal,Africa,SEN,1992,57.9,1800,8030000
Serbia,Europe,SRB,1992,71.9,9830,9700000
Seychelles,Africa,SYC,1992,69.5,15400,72700
Sierra Leone,Africa,SLE,1992,50.9,1030,4330000
Singapore,Asia,SGP,1992,76.6,37000,3190000
Slovak Republic,Europe,SVK,1992,71.5,11600,5330000
Slovenia,Europe,SVN,1992,73.7,16500,2010000
Solomon Islands,Asia,SLB,1992,60.4,2020,330000
Somalia,Africa,SOM,1992,50.2,813,7490000
South Africa,Africa,ZAF,1992,64.5,9130,39400000
South Korea,Asia,KOR,1992,72.9,13400,43900000
South Sudan,Africa,SSD,1992,52.3,2100,5600000
Spain,Europe,ESP,1992,77.5,24400,39500000
Sri Lanka,Asia,LKA,1992,72.2,3900,17700000
St. Lucia,Americas,LCA,1992,72.3,9600,142000
St. Vincent and the Grenadines,Americas,VCT,1992,70.6,5970,108000
Sudan,Africa,SDN,1992,59.3,1900,21700000
Suriname,Americas,SUR,1992,70.1,10400,423000
Swaziland,Africa,SWZ,1992,62.3,5370,906000
Sweden,Europe,SWE,1992,78.1,29800,8690000
Switzerland,Europe,CHE,1992,77.9,46200,6820000
Syria,Asia,SYR,1992,71.6,4400,13200000
Tajikistan,Asia,TJK,1992,62.4,2310,5500000
Tanzania,Africa,TZA,1992,54.0,1410,27200000
Thailand,Asia,THA,1992,70.7,7630,57800000
Timor-Leste,Asia,TLS,1992,59.2,1260,805000
Togo,Africa,TGO,1992,57.5,1230,3970000
Tonga,Asia,TON,1992,68.2,3800,95500
Trinidad and Tobago,Americas,TTO,1992,69.1,12200,1240000
Tunisia,Africa,TUN,1992,72.2,6020,8600000
Turkey,Europe,TUR,1992,70.5,11700,55700000
Turkmenistan,Asia,TKM,1992,63.5,6370,3900000
Uganda,Africa,UGA,1992,47.9,798,18700000
Ukraine,Europe,UKR,1992,68.8,8610,51400000
United Arab Emirates,Asia,ARE,1992,73.1,103000,2090000
United Kingdom,Europe,GBR,1992,76.1,26400,57500000
United States,Americas,USA,1992,75.7,37300,257000000
Uruguay,Americas,URY,1992,73.1,10800,3150000
Uzbekistan,Asia,UZB,1992,67.5,2600,21400000
Vanuatu,Asia,VUT,1992,62.1,2550,155000
Venezuela,Americas,VEN,1992,72.6,16100,20800000
Vietnam,Asia,VNM,1992,68.7,1670,71100000
Yemen,Asia,YEM,1992,59.5,3460,13300000
Zambia,Africa,ZMB,1992,49.5,2180,8450000
Zimbabwe,Africa,ZWE,1992,59.4,2370,10700000
Afghanistan,Asia,AFG,1997,51.1,930,18400000
Albania,Europe,ALB,1997,72.5,4070,3090000
Algeria,Africa,DZA,1997,73.0,9460,29900000
Andorra,Europe,AND,1997,81.0,29700,64300
Angola,Africa,AGO,1997,52.7,3370,15100000
Antigua and Barbuda,Americas,ATG,1997,74.8,17500,77700
Argentina,Americas,ARG,1997,73.5,15500,35800000
Armenia,Europe,ARM,1997,70.3,2440,3130000
Australia,Asia,AUS,1997,78.8,32000,18500000
Austria,Europe,AUT,1997,77.3,35200,8030000
Azerbaijan,Europe,AZE,1997,65.6,3490,7930000
Bahamas,Americas,BHS,1997,70.8,23000,287000
Bahrain,Asia,BHR,1997,71.2,44200,595000
Bangladesh,Asia,BGD,1997,63.5,1500,124000000
Barbados,Americas,BRB,1997,74.3,13400,267000
Belarus,Europe,BLR,1997,68.2,6290,10100000
Belgium,Europe,BEL,1997,77.3,34300,10200000
Belize,Americas,BLZ,1997,69.8,6090,222000
Benin,Africa,BEN,1997,56.9,1570,6280000
Bhutan,Asia,BTN,1997,64.4,3140,529000
Bolivia,Americas,BOL,1997,65.6,4320,7870000
Bosnia and Herzegovina,Europe,BIH,1997,73.4,4750,3750000
Botswana,Africa,BWA,1997,51.9,9750,1640000
Brazil,Americas,BRA,1997,70.4,11300,168000000
Brunei,Asia,BRN,1997,75.1,83100,312000
Bulgaria,Europe,BGR,1997,70.6,8580,8210000
Burkina Faso,Africa,BFA,1997,50.9,970,10700000
Burundi,Africa,BDI,1997,47.0,768,6110000
Cambodia,Asia,KHM,1997,58.6,1160,11300000
Cameroon,Africa,CMR,1997,55.5,2380,14200000
Canada,Americas,CAN,1997,78.5,33400,29900000
Cape Verde,Africa,CPV,1997,68.9,2860,408000
Central African Republic,Africa,CAF,1997,45.1,827,3520000
Chad,Africa,TCD,1997,52.7,1050,7490000
Chile,Americas,CHL,1997,76.2,13600,14700000
China,Asia,CHN,1997,69.0,3020,1260000000
Colombia,Americas,COL,1997,72.7,8630,38600000
Comoros,Africa,COM,1997,60.2,1400,502000
"Congo, Dem. Rep.",Africa,COD,1997,52.5,648,43800000
"Congo, Rep.",Africa,COG,1997,46.7,4490,2960000
Costa Rica,Americas,CRI,1997,77.3,9130,3680000
Cote d'Ivoire,Africa,CIV,1997,52.8,3050,15400000
Croatia,Europe,HRV,1997,73.2,14600,4530000
Cuba,Americas,CUB,1997,75.7,10300,11000000
Cyprus,Europe,CYP,1997,76.2,26700,891000
Czech Republic,Europe,CZE,1997,74.1,19900,10300000
Denmark,Europe,DNK,1997,76.2,39200,5280000
Djibouti,Africa,DJI,1997,61.3,2250,661000
Dominica,Americas,DMA,1997,71.9,7590,70800
Dominican Republic,Americas,DOM,1997,72.5,6920,8160000
Ecuador,Americas,ECU,1997,73.5,7870,11900000
Egypt,Africa,EGY,1997,68.4,6710,66200000
El Salvador,Americas,SLV,1997,71.1,5950,5730000
Equatorial Guinea,Africa,GNQ,1997,50.7,6620,545000
Eritrea,Africa,ERI,1997,57.8,1830,3160000
Estonia,Europe,EST,1997,70.1,13700,1410000
Ethiopia,Africa,ETH,1997,51.0,626,61000000
Fiji,Asia,FJI,1997,64.2,6300,793000
Finland,Europe,FIN,1997,77.0,30200,5150000
France,Europe,FRA,1997,78.6,31900,58800000
Gabon,Africa,GAB,1997,59.7,20700,1140000
Gambia,Africa,GMB,1997,62.8,1470,1130000
Georgia,Europe,GEO,1997,71.3,2950,4880000
Germany,Europe,DEU,1997,77.0,34400,81500000
Ghana,Africa,GHA,1997,59.1,2140,17600000
Greece,Europe,GRC,1997,78.1,22600,11000000
Grenada,Americas,GRD,1997,71.3,7740,101000
Guatemala,Americas,GTM,1997,67.6,5750,10900000
Guinea,Africa,GIN,1997,54.1,1080,8340000
Guinea-Bissau,Africa,GNB,1997,50.6,1870,1180000
Guyana,Americas,GUY,1997,65.2,4480,761000
Haiti,Americas,HTI,1997,55.7,1730,8110000
Honduras,Americas,HND,1997,69.0,3370,6030000
Hungary,Europe,HUN,1997,70.8,15800,10300000
Iceland,Europe,ISL,1997,79.2,30500,273000
India,Asia,IND,1997,61.3,2200,997000000
Indonesia,Asia,IDN,1997,66.5,6590,203000000
Iran,Asia,IRN,1997,71.1,11300,62700000
Iraq,Asia,IRQ,1997,65.0,8300,21500000
Ireland,Europe,IRL,1997,76.1,32100,3710000
Israel,Asia,ISR,1997,77.6,23900,5630000
Italy,Europe,ITA,1997,78.6,34200,57200000
Jamaica,Americas,JAM,1997,73.9,8180,2590000
Japan,Asia,JPN,1997,80.3,33600,127000000
Jordan,Asia,JOR,1997,72.8,6880,4830000
Kazakhstan,Asia,KAZ,1997,64.1,8730,15600000
Kenya,Africa,KEN,1997,55.9,2180,29000000
Kiribati,Asia,KIR,1997,59.1,1900,80200
Kuwait,Asia,KWT,1997,75.7,78400,1720000
Kyrgyz Republic,Asia,KGZ,1997,65.4,1940,4710000
Lao,Asia,LAO,1997,55.5,2100,5060000
Latvia,Europe,LVA,1997,69.2,9420,2450000
Lebanon,Asia,LBN,1997,74.7,12500,3090000
Lesotho,Africa,LSO,1997,55.0,1740,1810000
Liberia,Africa,LBR,1997,52.4,503,2360000
Libya,Africa,LBY,1997,74.4,22200,5120000
Lithuania,Europe,LTU,1997,71.1,10800,3580000
Luxembourg,Europe,LUX,1997,77.3,68200,420000
"Macedonia, FYR",Europe,MKD,1997,71.6,7780,2000000
Madagascar,Africa,MDG,1997,57.5,1390,14300000
Malawi,Africa,MWI,1997,45.0,873,10400000
Malaysia,Asia,MYS,1997,72.7,16400,21600000
Maldives,Asia,MDV,1997,69.8,5890,264000
Mali,Africa,MLI,1997,52.1,1400,10100000
Malta,Europe,MLT,1997,77.4,21300,387000
Marshall Islands,Asia,MHL,1997,64.1,2890,51700
Mauritania,Africa,MRT,1997,62.3,2740,2470000
Mauritius,Africa,MUS,1997,70.9,9650,1150000
Mexico,Americas,MEX,1997,73.5,13900,97300000
"Micronesia, Fed. Sts.",Asia,FSM,1997,64.6,2870,109000
Moldova,Europe,MDA,1997,67.0,2510,4280000
Mongolia,Asia,MNG,1997,61.7,4440,2340000
Montenegro,Europe,MNE,1997,73.7,10200,618000
Morocco,Africa,MAR,1997,69.8,4210,27800000
Mozambique,Africa,MOZ,1997,51.2,495,16700000
Myanmar,Asia,MMR,1997,60.1,1020,44400000
Namibia,Africa,NAM,1997,57.7,5970,1760000
Nepal,Asia,NPL,1997,62.0,1430,22400000
Netherlands,Europe,NLD,1997,77.8,37200,15700000
New Zealand,Asia,NZL,1997,77.5,26400,3750000
Nicaragua,Americas,NIC,1997,74.4,3140,4790000
Niger,Africa,NER,1997,50.5,776,10200000
Nigeria,Africa,NGA,1997,54.7,2820,114000000
North Korea,Asia,PRK,1997,64.0,1230,22300000
Norway,Europe,NOR,1997,78.3,54800,4420000
Oman,Asia,OMN,1997,73.6,41000,2250000
Pakistan,Asia,PAK,1997,62.1,3380,129000000
Palestine,Asia,PSE,1997,72.1,2150,2870000
Panama,Americas,PAN,1997,75.9,9800,2850000
Papua New Guinea,Asia,PNG,1997,57.4,2030,5150000
Paraguay,Americas,PRY,1997,74.5,6720,4980000
Peru,Americas,PER,1997,72.6,6600,24800000
Philippines,Asia,PHL,1997,68.4,4210,73100000
Poland,Europe,POL,1997,72.6,12700,38500000
Portugal,Europe,PRT,1997,75.8,23400,10200000
Qatar,Asia,QAT,1997,75.0,96600,535000
Romania,Europe,ROU,1997,69.4,10500,22600000
Russia,Europe,RUS,1997,66.9,12600,148000000
Rwanda,Africa,RWA,1997,45.3,786,6520000
Samoa,Asia,WSM,1997,70.1,3930,172000
Sao Tome and Principe,Africa,STP,1997,63.7,2000,131000
Saudi Arabia,Asia,SAU,1997,72.8,43800,19500000
Senegal,Africa,SEN,1997,58.8,1760,9200000
Serbia,Europe,SRB,1997,72.0,8150,9780000
Seychelles,Africa,SYC,1997,70.6,17300,78500
Sierra Leone,Africa,SLE,1997,50.8,909,4310000
Singapore,Asia,SGP,1997,78.2,48600,3650000
Slovak Republic,Europe,SVK,1997,72.8,14900,5390000
Slovenia,Europe,SVN,1997,75.0,20100,1990000
Solomon Islands,Asia,SLB,1997,61.3,2160,380000
Somalia,Africa,SOM,1997,51.0,613,8140000
South Africa,Africa,ZAF,1997,61.0,9480,43700000
South Korea,Asia,KOR,1997,75.0,18500,46200000
South Sudan,Africa,SSD,1997,53.1,2300,5810000
Spain,Europe,ESP,1997,78.7,26400,40100000
Sri Lanka,Asia,LKA,1997,72.1,4910,18500000
St. Lucia,Americas,LCA,1997,73.8,9540,151000
St. Vincent and the Grenadines,Americas,VCT,1997,70.5,6950,108000
Sudan,Africa,SDN,1997,61.1,2170,25400000
Suriname,Americas,SUR,1997,70.4,10000,456000
Swaziland,Africa,SWZ,1997,55.0,5740,1000000
Sweden,Europe,SWE,1997,79.3,32400,8870000
Switzerland,Europe,CHE,1997,79.2,46900,7090000
Syria,Asia,SYR,1997,72.5,5380,15200000
Tajikistan,Asia,TJK,1997,64.3,1040,5930000
Tanzania,Africa,TZA,1997,52.5,1400,31600000
Thailand,Asia,THA,1997,71.2,9420,60900000
Timor-Leste,Asia,TLS,1997,61.5,1840,872000
Togo,Africa,TGO,1997,56.5,1410,4530000
Tonga,Asia,TON,1997,68.6,4230,96700
Trinidad and Tobago,Americas,TTO,1997,69.4,14800,1260000
Tunisia,Africa,TUN,1997,74.0,6730,9380000
Turkey,Europe,TUR,1997,71.9,13800,60400000
Turkmenistan,Asia,TKM,1997,63.0,4200,4360000
Uganda,Africa,UGA,1997,47.4,1000,21900000
Ukraine,Europe,UKR,1997,67.4,4500,50200000
United Arab Emirates,Asia,ARE,1997,74.0,105000,2700000
United Kingdom,Europe,GBR,1997,77.1,30100,58300000
United States,Americas,USA,1997,76.6,41800,272000000
Uruguay,Americas,URY,1997,73.9,13000,3270000
Uzbekistan,Asia,UZB,1997,66.0,2310,23700000
Vanuatu,Asia,VUT,1997,61.2,2690,175000
Venezuela,Americas,VEN,1997,74.0,15600,23100000
Vietnam,Asia,VNM,1997,69.9,2340,77500000
Yemen,Asia,YEM,1997,61.3,3630,16400000
Zambia,Africa,ZMB,1997,45.1,2120,9670000
Zimbabwe,Africa,ZWE,1997,50.8,2710,11700000
Afghanistan,Asia,AFG,2002,52.4,1060,22000000
Albania,Europe,ALB,2002,74.5,6230,3120000
Algeria,Africa,DZA,2002,74.4,10800,32000000
Andorra,Europe,AND,2002,82.3,31900,70000
Angola,Africa,AGO,2002,54.5,3180,17600000
Antigua and Barbuda,Americas,ATG,2002,75.3,17500,86300
Argentina,Americas,ARG,2002,74.5,12400,37900000
Armenia,Europe,ARM,2002,72.5,3670,3030000
Australia,Asia,AUS,2002,80.2,36400,19500000
Austria,Europe,AUT,2002,78.7,39600,8130000
Azerbaijan,Europe,AZE,2002,67.5,5340,8280000
Bahamas,Americas,BHS,2002,71.6,26300,309000
Bahrain,Asia,BHR,2002,72.6,43700,735000
Bangladesh,Asia,BGD,2002,66.5,1730,137000000
Barbados,Americas,BRB,2002,75.5,14100,271000
Belarus,Europe,BLR,2002,68.1,8420,9810000
Belgium,Europe,BEL,2002,78.2,37900,10400000
Belize,Americas,BLZ,2002,69.2,7250,262000
Benin,Africa,BEN,2002,58.2,1730,7300000
Bhutan,Asia,BTN,2002,68.0,4010,606000
Bolivia,Americas,BOL,2002,68.8,4430,8650000
Bosnia and Herzegovina,Europe,BIH,2002,75.3,6940,3780000
Botswana,Africa,BWA,2002,45.2,10700,1780000
Brazil,Americas,BRA,2002,72.1,11600,180000000
Brunei,Asia,BRN,2002,76.5,84100,347000
Bulgaria,Europe,BGR,2002,72.3,10300,7870000
Burkina Faso,Africa,BFA,2002,53.1,1100,12300000
Burundi,Africa,BDI,2002,49.9,763,6740000
Cambodia,Asia,KHM,2002,60.7,1520,12600000
Cameroon,Africa,CMR,2002,54.5,2590,16100000
Canada,Americas,CAN,2002,79.6,38500,31300000
Cape Verde,Africa,CPV,2002,70.3,3970,452000
Central African Republic,Africa,CAF,2002,44.5,852,3910000
Chad,Africa,TCD,2002,52.6,1120,9000000
Chile,Americas,CHL,2002,77.7,14900,15600000
China,Asia,CHN,2002,70.7,4320,1300000000
Colombia,Americas,COL,2002,73.6,8420,41600000
Comoros,Africa,COM,2002,62.7,1480,569000
"Congo, Dem. Rep.",Africa,COD,2002,53.8,504,49800000
"Congo, Rep.",Africa,COG,2002,54.4,4600,3410000
Costa Rica,Americas,CRI,2002,78.5,10200,4060000
Cote d'Ivoire,Africa,CIV,2002,52.9,2790,17400000
Croatia,Europe,HRV,2002,74.4,17100,4400000
Cuba,Americas,CUB,2002,77.1,12000,11200000
Cyprus,Europe,CYP,2002,77.5,31500,977000
Czech Republic,Europe,CZE,2002,75.4,22300,10300000
Denmark,Europe,DNK,2002,77.3,42600,5370000
Djibouti,Africa,DJI,2002,61.6,2150,746000
Dominica,Americas,DMA,2002,73.1,8050,69800
Dominican Republic,Americas,DOM,2002,73.5,8320,8830000
Ecuador,Americas,ECU,2002,74.8,7730,13100000
Egypt,Africa,EGY,2002,69.8,7540,72600000
El Salvador,Americas,SLV,2002,72.7,6540,5940000
Equatorial Guinea,Africa,GNQ,2002,57.0,19400,666000
Eritrea,Africa,ERI,2002,59.8,1770,3610000
Estonia,Europe,EST,2002,71.4,17900,1380000
Ethiopia,Africa,ETH,2002,53.9,642,70500000
Fiji,Asia,FJI,2002,64.7,6990,816000
Finland,Europe,FIN,2002,78.3,36200,5210000
France,Europe,FRA,2002,79.5,35500,60200000
Gabon,Africa,GAB,2002,59.2,17200,1290000
Gambia,Africa,GMB,2002,63.5,1500,1310000
Georgia,Europe,GEO,2002,71.8,3660,4620000
Germany,Europe,DEU,2002,78.4,37300,81600000
Ghana,Africa,GHA,2002,59.3,2330,19900000
Greece,Europe,GRC,2002,79.1,26600,11200000
Grenada,Americas,GRD,2002,71.0,9740,102000
Guatemala,Americas,GTM,2002,69.3,6160,12200000
Guinea,Africa,GIN,2002,55.1,1190,9140000
Guinea-Bissau,Africa,GNB,2002,52.9,1320,1290000
Guyana,Americas,GUY,2002,65.3,4670,752000
Haiti,Americas,HTI,2002,57.5,1660,8830000
Honduras,Americas,HND,2002,69.9,3370,6860000
Hungary,Europe,HUN,2002,72.5,19500,10200000
Iceland,Europe,ISL,2002,80.5,34700,285000
India,Asia,IND,2002,63.1,2620,1090000000
Indonesia,Asia,IDN,2002,67.8,6120,218000000
Iran,Asia,IRN,2002,71.7,12800,68000000
Iraq,Asia,IRQ,2002,66.4,11000,24900000
Ireland,Europe,IRL,2002,77.7,44200,3980000
Israel,Asia,ISR,2002,78.5,25000,6240000
Italy,Europe,ITA,2002,80.1,37200,57800000
Jamaica,Americas,JAM,2002,73.9,8080,2700000
Japan,Asia,JPN,2002,81.5,33900,128000000
Jordan,Asia,JOR,2002,73.2,7780,5290000
Kazakhstan,Asia,KAZ,2002,64.9,12400,15100000
Kenya,Africa,KEN,2002,55.7,2110,33200000
Kiribati,Asia,KIR,2002,59.8,1980,87300
Kuwait,Asia,KWT,2002,76.9,69400,2140000
Kyrgyz Republic,Asia,KGZ,2002,66.6,2140,4990000
Lao,Asia,LAO,2002,58.4,2550,5500000
Latvia,Europe,LVA,2002,70.2,13000,2330000
Lebanon,Asia,LBN,2002,77.4,12400,3520000
Lesotho,Africa,LSO,2002,46.0,1830,1900000
Liberia,Africa,LBR,2002,54.9,844,3060000
Libya,Africa,LBY,2002,74.7,20700,5530000
Lithuania,Europe,LTU,2002,72.0,14100,3440000
Luxembourg,Europe,LUX,2002,78.9,85000,444000
"Macedonia, FYR",Europe,MKD,2002,72.5,8420,2050000
Madagascar,Africa,MDG,2002,59.1,1260,16800000
Malawi,Africa,MWI,2002,45.5,792,12000000
Malaysia,Asia,MYS,2002,73.4,16600,24200000
Maldives,Asia,MDV,2002,73.5,7220,294000
Mali,Africa,MLI,2002,54.4,1640,11600000
Malta,Europe,MLT,2002,78.1,25100,401000
Marshall Islands,Asia,MHL,2002,63.3,3100,52200
Mauritania,Africa,MRT,2002,64.5,2660,2870000
Mauritius,Africa,MUS,2002,71.8,11400,1200000
Mexico,Americas,MEX,2002,74.9,14600,104000000
"Micronesia, Fed. Sts.",Asia,FSM,2002,64.5,3260,107000
Moldova,Europe,MDA,2002,68.5,2670,4180000
Mongolia,Asia,MNG,2002,63.4,4920,2440000
Montenegro,Europe,MNE,2002,74.3,10300,613000
Morocco,Africa,MAR,2002,71.5,4840,29500000
Mozambique,Africa,MOZ,2002,51.8,650,19100000
Myanmar,Asia,MMR,2002,62.0,1590,47100000
Namibia,Africa,NAM,2002,52.0,6270,1960000
Nepal,Asia,NPL,2002,64.4,1560,24600000
Netherlands,Europe,NLD,2002,78.4,42100,16100000
New Zealand,Asia,NZL,2002,79.0,29900,3960000
Nicaragua,Americas,NIC,2002,76.0,3480,5170000
Niger,Africa,NER,2002,53.5,773,12200000
Nigeria,Africa,NGA,2002,55.1,2940,129000000
North Korea,Asia,PRK,2002,63.4,1380,23300000
Norway,Europe,NOR,2002,79.1,59500,4550000
Oman,Asia,OMN,2002,75.0,44100,2330000
Pakistan,Asia,PAK,2002,62.9,3520,145000000
Palestine,Asia,PSE,2002,71.4,1700,3380000
Panama,Americas,PAN,2002,77.2,10500,3150000
Papua New Guinea,Asia,PNG,2002,57.6,1700,5860000
Paraguay,Americas,PRY,2002,74.3,5810,5510000
Peru,Americas,PER,2002,75.9,6780,26600000
Philippines,Asia,PHL,2002,68.2,4320,81400000
Poland,Europe,POL,2002,74.6,15200,38500000
Portugal,Europe,PRT,2002,77.3,26400,10400000
Qatar,Asia,QAT,2002,75.7,111000,646000
Romania,Europe,ROU,2002,71.3,12100,21900000
Russia,Europe,RUS,2002,65.5,15600,145000000
Rwanda,Africa,RWA,2002,52.5,907,8540000
Samoa,Asia,WSM,2002,70.8,4770,177000
Sao Tome and Principe,Africa,STP,2002,65.3,2020,145000
Saudi Arabia,Asia,SAU,2002,73.3,39200,21900000
Senegal,Africa,SEN,2002,60.2,1910,10400000
Serbia,Europe,SRB,2002,72.5,9000,9350000
Seychelles,Africa,SYC,2002,71.5,17700,84200
Sierra Leone,Africa,SLE,2002,51.4,985,4960000
Singapore,Asia,SGP,2002,80.1,51500,4130000
Slovak Republic,Europe,SVK,2002,73.8,16900,5400000
Slovenia,Europe,SVN,2002,76.5,24200,1990000
Solomon Islands,Asia,SLB,2002,61.2,1470,435000
Somalia,Africa,SOM,2002,52.7,607,9560000
South Africa,Africa,ZAF,2002,53.1,10100,47000000
South Korea,Asia,KOR,2002,76.7,23000,48000000
South Sudan,Africa,SSD,2002,55.0,2810,7240000
Spain,Europe,ESP,2002,79.8,31400,42000000
Sri Lanka,Asia,LKA,2002,73.5,5630,19100000
St. Lucia,Americas,LCA,2002,74.1,9490,160000
