date,Date,CDID,Value,series
2013 MAY,2013-05-15,WUNC,0.21,RecreationCulture
2013 MAY,2013-05-15,WUND,0.37,Education
2013 MAY,2013-05-15,WUNE,0.28,RestaurantsHotels
2013 MAY,2013-05-15,WUNG,0.09,Misc
2013 NOV,2013-11-15,WUMA,0.3,Food
2013 NOV,2013-11-15,WUMB,0.26,AlcoholTobacco
2013 NOV,2013-11-15,WUMC,0.11,ClothingFootwear
2013 NOV,2013-11-15,WUMD,0.47,HousingHouseService
2013 NOV,2013-11-15,WUMP,0.06,FurnitureHousehold
2013 NOV,2013-11-15,WUMQ,0.06,Health
2013 NOV,2013-11-15,WUMW,0.04,Transport
2013 NOV,2013-11-15,WUMX,0.09,Communication
2013 NOV,2013-11-15,WUNC,0.16,RecreationCulture
2013 NOV,2013-11-15,WUND,0.22,Education
2013 NOV,2013-11-15,WUNE,0.27,RestaurantsHotels
2013 NOV,2013-11-15,WUNG,0.06,Misc
2013 OCT,2013-10-15,WUMA,0.42,Food
2013 OCT,2013-10-15,WUMB,0.24,AlcoholTobacco
2013 OCT,2013-10-15,WUMC,0.1,ClothingFootwear
2013 OCT,2013-10-15,WUMD,0.56,HousingHouseService
2013 OCT,2013-10-15,WUMP,0.06,FurnitureHousehold
2013 OCT,2013-10-15,WUMQ,0.06,Health
2013 OCT,2013-10-15,WUMW,-0.04,Transport
2013 OCT,2013-10-15,WUMX,0.09,Communication
2013 OCT,2013-10-15,WUNC,0.1,RecreationCulture
2013 OCT,2013-10-15,WUND,0.22,Education
2013 OCT,2013-10-15,WUNE,0.33,RestaurantsHotels
2013 OCT,2013-10-15,WUNG,0.06,Misc
2013 SEP,2013-09-15,WUMA,0.47,Food
2013 SEP,2013-09-15,WUMB,0.24,AlcoholTobacco
2013 SEP,2013-09-15,WUMC,0.1,ClothingFootwear
2013 SEP,2013-09-15,WUMD,0.59,HousingHouseService
2013 SEP,2013-09-15,WUMP,0.05,FurnitureHousehold
2013 SEP,2013-09-15,WUMQ,0.07,Health
2013 SEP,2013-09-15,WUMW,0.17,Transport
2013 SEP,2013-09-15,WUMX,0.08,Communication
2013 SEP,2013-09-15,WUNC,0.12,RecreationCulture
2013 SEP,2013-09-15,WUND,0.4,Education
2013 SEP,2013-09-15,WUNE,0.3,RestaurantsHotels
2013 SEP,2013-09-15,WUNG,0.09,Misc
2014 APR,2014-04-15,WUMA,0.06,Food
2014 APR,2014-04-15,WUMB,0.16,AlcoholTobacco
2014 APR,2014-04-15,WUMC,0.1,ClothingFootwear
2014 APR,2014-04-15,WUMD,0.41,HousingHouseService
2014 APR,2014-04-15,WUMP,0.09,FurnitureHousehold
2014 APR,2014-04-15,WUMQ,0.07,Health
2014 APR,2014-04-15,WUMW,0.24,Transport
2014 APR,2014-04-15,WUMX,0.06,Communication
2014 APR,2014-04-15,WUNC,0.07,RecreationCulture
2014 APR,2014-04-15,WUND,0.21,Education
2014 APR,2014-04-15,WUNE,0.27,RestaurantsHotels
2014 APR,2014-04-15,WUNG,0.04,Misc
2014 AUG,2014-08-15,WUMA,-0.12,Food
2014 AUG,2014-08-15,WUMB,0.21,AlcoholTobacco
2014 AUG,2014-08-15,WUMC,0.03,ClothingFootwear
2014 AUG,2014-08-15,WUMD,0.43,HousingHouseService
2014 AUG,2014-08-15,WUMP,0.02,FurnitureHousehold
2014 AUG,2014-08-15,WUMQ,0.07,Health
2014 AUG,2014-08-15,WUMW,0.2,Transport
2014 AUG,2014-08-15,WUMX,0.03,Communication
2014 AUG,2014-08-15,WUNC,0.2,RecreationCulture
2014 AUG,2014-08-15,WUND,0.21,Education
2014 AUG,2014-08-15,WUNE,0.31,RestaurantsHotels
2014 AUG,2014-08-15,WUNG,-0.04,Misc
2014 DEC,2014-12-15,WUMA,-0.19,Food
2014 DEC,2014-12-15,WUMB,0.22,AlcoholTobacco
2014 DEC,2014-12-15,WUMC,-0.01,ClothingFootwear
2014 DEC,2014-12-15,WUMD,0.12,HousingHouseService
2014 DEC,2014-12-15,WUMP,0.01,FurnitureHousehold
2014 DEC,2014-12-15,WUMQ,0.05,Health
2014 DEC,2014-12-15,WUMW,-0.21,Transport
2014 DEC,2014-12-15,WUMX,0.02,Communication
2014 DEC,2014-12-15,WUNC,0.08,RecreationCulture
2014 DEC,2014-12-15,WUND,0.22,Education
2014 DEC,2014-12-15,WUNE,0.28,RestaurantsHotels
2014 DEC,2014-12-15,WUNG,-0.06,Misc
2014 FEB,2014-02-15,WUMA,0.19,Food
2014 FEB,2014-02-15,WUMB,0.19,AlcoholTobacco
2014 FEB,2014-02-15,WUMC,0.05,ClothingFootwear
2014 FEB,2014-02-15,WUMD,0.44,HousingHouseService
2014 FEB,2014-02-15,WUMP,0.1,FurnitureHousehold
2014 FEB,2014-02-15,WUMQ,0.08,Health
2014 FEB,2014-02-15,WUMW,-0.06,Transport
2014 FEB,2014-02-15,WUMX,0.06,Communication
2014 FEB,2014-02-15,WUNC,0.11,RecreationCulture
2014 FEB,2014-02-15,WUND,0.21,Education
2014 FEB,2014-02-15,WUNE,0.27,RestaurantsHotels
2014 FEB,2014-02-15,WUNG,0.08,Misc
2014 JAN,2014-01-15,WUMA,0.21,Food
2014 JAN,2014-01-15,WUMB,0.2,AlcoholTobacco
2014 JAN,2014-01-15,WUMC,0.11,ClothingFootwear
2014 JAN,2014-01-15,WUMD,0.5,HousingHouseService
2014 JAN,2014-01-15,WUMP,0.04,FurnitureHousehold
2014 JAN,2014-01-15,WUMQ,0.07,Health
2014 JAN,2014-01-15,WUMW,0.07,Transport
2014 JAN,2014-01-15,WUMX,0.09,Communication
2014 JAN,2014-01-15,WUNC,0.06,RecreationCulture
2014 JAN,2014-01-15,WUND,0.22,Education
2014 JAN,2014-01-15,WUNE,0.25,RestaurantsHotels
2014 JAN,2014-01-15,WUNG,0.08,Misc
2014 JUL,2014-07-15,WUMA,-0.05,Food
2014 JUL,2014-07-15,WUMB,0.16,AlcoholTobacco
2014 JUL,2014-07-15,WUMC,-0.02,ClothingFootwear
2014 JUL,2014-07-15,WUMD,0.42,HousingHouseService
2014 JUL,2014-07-15,WUMP,0.07,FurnitureHousehold
2014 JUL,2014-07-15,WUMQ,0.06,Health
2014 JUL,2014-07-15,WUMW,0.21,Transport
2014 JUL,2014-07-15,WUMX,0.02,Communication
2014 JUL,2014-07-15,WUNC,0.22,RecreationCulture
2014 JUL,2014-07-15,WUND,0.21,Education
2014 JUL,2014-07-15,WUNE,0.33,RestaurantsHotels
2014 JUL,2014-07-15,WUNG,-0.05,Misc
2014 JUN,2014-06-15,WUMA,0.0,Food
2014 JUN,2014-06-15,WUMB,0.22,AlcoholTobacco
2014 JUN,2014-06-15,WUMC,0.19,ClothingFootwear
2014 JUN,2014-06-15,WUMD,0.44,HousingHouseService
2014 JUN,2014-06-15,WUMP,0.1,FurnitureHousehold
2014 JUN,2014-06-15,WUMQ,0.08,Health
2014 JUN,2014-06-15,WUMW,0.14,Transport
2014 JUN,2014-06-15,WUMX,0.03,Communication
2014 JUN,2014-06-15,WUNC,0.19,RecreationCulture
2014 JUN,2014-06-15,WUND,0.21,Education
2014 JUN,2014-06-15,WUNE,0.31,RestaurantsHotels
2014 JUN,2014-06-15,WUNG,0.01,Misc
2014 MAR,2014-03-15,WUMA,0.18,Food
2014 MAR,2014-03-15,WUMB,0.22,AlcoholTobacco
2014 MAR,2014-03-15,WUMC,0.02,ClothingFootwear
2014 MAR,2014-03-15,WUMD,0.42,HousingHouseService
2014 MAR,2014-03-15,WUMP,0.07,FurnitureHousehold
2014 MAR,2014-03-15,WUMQ,0.08,Health
2014 MAR,2014-03-15,WUMW,-0.16,Transport
2014 MAR,2014-03-15,WUMX,0.07,Communication
2014 MAR,2014-03-15,WUNC,0.09,RecreationCulture
2014 MAR,2014-03-15,WUND,0.21,Education
2014 MAR,2014-03-15,WUNE,0.3,RestaurantsHotels
2014 MAR,2014-03-15,WUNG,0.09,Misc
2014 MAY,2014-05-15,WUMA,-0.08,Food
2014 MAY,2014-05-15,WUMB,0.21,AlcoholTobacco
2014 MAY,2014-05-15,WUMC,0.01,ClothingFootwear
2014 MAY,2014-05-15,WUMD,0.44,HousingHouseService
2014 MAY,2014-05-15,WUMP,0.06,FurnitureHousehold
2014 MAY,2014-05-15,WUMQ,0.07,Health
2014 MAY,2014-05-15,WUMW,0.07,Transport
2014 MAY,2014-05-15,WUMX,0.03,Communication
2014 MAY,2014-05-15,WUNC,0.17,RecreationCulture
2014 MAY,2014-05-15,WUND,0.21,Education
2014 MAY,2014-05-15,WUNE,0.27,RestaurantsHotels
2014 MAY,2014-05-15,WUNG,0.03,Misc
2014 NOV,2014-11-15,WUMA,-0.19,Food
2014 NOV,2014-11-15,WUMB,0.18,AlcoholTobacco
2014 NOV,2014-11-15,WUMC,0.01,ClothingFootwear
2014 NOV,2014-11-15,WUMD,0.44,HousingHouseService
2014 NOV,2014-11-15,WUMP,0.02,FurnitureHousehold
2014 NOV,2014-11-15,WUMQ,0.05,Health
2014 NOV,2014-11-15,WUMW,-0.03,Transport
2014 NOV,2014-11-15,WUMX,0.02,Communication
2014 NOV,2014-11-15,WUNC,0.05,RecreationCulture
2014 NOV,2014-11-15,WUND,0.22,Education
2014 NOV,2014-11-15,WUNE,0.28,RestaurantsHotels
2014 NOV,2014-11-15,WUNG,-0.07,Misc
2014 OCT,2014-10-15,WUMA,-0.16,Food
2014 OCT,2014-10-15,WUMB,0.24,AlcoholTobacco
2014 OCT,2014-10-15,WUMC,0.01,ClothingFootwear
2014 OCT,2014-10-15,WUMD,0.43,HousingHouseService
2014 OCT,2014-10-15,WUMP,0.01,FurnitureHousehold
2014 OCT,2014-10-15,WUMQ,0.05,Health
2014 OCT,2014-10-15,WUMW,0.07,Transport
2014 OCT,2014-10-15,WUMX,0.02,Communication
2014 OCT,2014-10-15,WUNC,0.15,RecreationCulture
2014 OCT,2014-10-15,WUND,0.22,Education
2014 OCT,2014-10-15,WUNE,0.3,RestaurantsHotels
2014 OCT,2014-10-15,WUNG,-0.03,Misc
2014 SEP,2014-09-15,WUMA,-0.15,Food
2014 SEP,2014-09-15,WUMB,0.22,AlcoholTobacco
2014 SEP,2014-09-15,WUMC,0.03,ClothingFootwear
2014 SEP,2014-09-15,WUMD,0.42,HousingHouseService
2014 SEP,2014-09-15,WUMP,0.05,FurnitureHousehold
2014 SEP,2014-09-15,WUMQ,0.06,Health
2014 SEP,2014-09-15,WUMW,0.02,Transport
2014 SEP,2014-09-15,WUMX,0.03,Communication
2014 SEP,2014-09-15,WUNC,0.11,RecreationCulture
2014 SEP,2014-09-15,WUND,0.21,Education
2014 SEP,2014-09-15,WUNE,0.28,RestaurantsHotels
2014 SEP,2014-09-15,WUNG,-0.04,Misc
2015 APR,2015-04-15,WUMA,-0.32,Food
2015 APR,2015-04-15,WUMB,0.13,AlcoholTobacco
2015 APR,2015-04-15,WUMC,-0.02,ClothingFootwear
2015 APR,2015-04-15,WUMD,0.06,HousingHouseService
2015 APR,2015-04-15,WUMP,-0.03,FurnitureHousehold
2015 APR,2015-04-15,WUMQ,0.05,Health
2015 APR,2015-04-15,WUMW,-0.43,Transport
2015 APR,2015-04-15,WUMX,0.03,Communication
2015 APR,2015-04-15,WUNC,-0.06,RecreationCulture
2015 APR,2015-04-15,WUND,0.22,Education
2015 APR,2015-04-15,WUNE,0.24,RestaurantsHotels
2015 APR,2015-04-15,WUNG,0.0,Misc
2015 AUG,2015-08-15,WUMA,-0.27,Food
2015 AUG,2015-08-15,WUMB,0.09,AlcoholTobacco
2015 AUG,2015-08-15,WUMC,0.06,ClothingFootwear
2015 AUG,2015-08-15,WUMD,0.05,HousingHouseService
2015 AUG,2015-08-15,WUMP,0.03,FurnitureHousehold
2015 AUG,2015-08-15,WUMQ,0.04,Health
2015 AUG,2015-08-15,WUMW,-0.41,Transport
2015 AUG,2015-08-15,WUMX,0.04,Communication
2015 AUG,2015-08-15,WUNC,-0.13,RecreationCulture
2015 AUG,2015-08-15,WUND,0.22,Education
2015 AUG,2015-08-15,WUNE,0.22,RestaurantsHotels
2015 AUG,2015-08-15,WUNG,0.08,Misc
2015 DEC,2015-12-15,WUMA,-0.32,Food
2015 DEC,2015-12-15,WUMB,0.01,AlcoholTobacco
2015 DEC,2015-12-15,WUMC,-0.01,ClothingFootwear
2015 DEC,2015-12-15,WUMD,0.04,HousingHouseService
2015 DEC,2015-12-15,WUMP,-0.01,FurnitureHousehold
2015 DEC,2015-12-15,WUMQ,0.04,Health
2015 DEC,2015-12-15,WUMW,-0.02,Transport
2015 DEC,2015-12-15,WUMX,0.08,Communication
2015 DEC,2015-12-15,WUNC,-0.04,RecreationCulture
2015 DEC,2015-12-15,WUND,0.12,Education
2015 DEC,2015-12-15,WUNE,0.21,RestaurantsHotels
2015 DEC,2015-12-15,WUNG,0.1,Misc
2015 FEB,2015-02-15,WUMA,-0.37,Food
2015 FEB,2015-02-15,WUMB,0.17,AlcoholTobacco
2015 FEB,2015-02-15,WUMC,0.14,ClothingFootwear
2015 FEB,2015-02-15,WUMD,0.12,HousingHouseService
2015 FEB,2015-02-15,WUMP,-0.01,FurnitureHousehold
2015 FEB,2015-02-15,WUMQ,0.05,Health
2015 FEB,2015-02-15,WUMW,-0.41,Transport
2015 FEB,2015-02-15,WUMX,0.03,Communication
2015 FEB,2015-02-15,WUNC,-0.11,RecreationCulture
2015 FEB,2015-02-15,WUND,0.22,Education
2015 FEB,2015-02-15,WUNE,0.26,RestaurantsHotels
2015 FEB,2015-02-15,WUNG,-0.04,Misc
2015 JAN,2015-01-15,WUMA,-0.29,Food
2015 JAN,2015-01-15,WUMB,0.15,AlcoholTobacco
2015 JAN,2015-01-15,WUMC,0.12,ClothingFootwear
2015 JAN,2015-01-15,WUMD,0.13,HousingHouseService
2015 JAN,2015-01-15,WUMP,0.05,FurnitureHousehold
2015 JAN,2015-01-15,WUMQ,0.05,Health
2015 JAN,2015-01-15,WUMW,-0.42,Transport
2015 JAN,2015-01-15,WUMX,0.01,Communication
2015 JAN,2015-01-15,WUNC,0.02,RecreationCulture
2015 JAN,2015-01-15,WUND,0.22,Education
2015 JAN,2015-01-15,WUNE,0.28,RestaurantsHotels
2015 JAN,2015-01-15,WUNG,-0.04,Misc
2015 JUL,2015-07-15,WUMA,-0.3,Food
2015 JUL,2015-07-15,WUMB,0.09,AlcoholTobacco
2015 JUL,2015-07-15,WUMC,0.14,ClothingFootwear
2015 JUL,2015-07-15,WUMD,0.05,HousingHouseService
2015 JUL,2015-07-15,WUMP,-0.01,FurnitureHousehold
2015 JUL,2015-07-15,WUMQ,0.06,Health
2015 JUL,2015-07-15,WUMW,-0.3,Transport
2015 JUL,2015-07-15,WUMX,0.04,Communication
2015 JUL,2015-07-15,WUNC,-0.09,RecreationCulture
2015 JUL,2015-07-15,WUND,0.22,Education
2015 JUL,2015-07-15,WUNE,0.19,RestaurantsHotels
2015 JUL,2015-07-15,WUNG,0.06,Misc
2015 JUN,2015-06-15,WUMA,-0.24,Food
2015 JUN,2015-06-15,WUMB,0.1,AlcoholTobacco
2015 JUN,2015-06-15,WUMC,-0.05,ClothingFootwear
2015 JUN,2015-06-15,WUMD,0.05,HousingHouseService
2015 JUN,2015-06-15,WUMP,-0.02,FurnitureHousehold
2015 JUN,2015-06-15,WUMQ,0.04,Health
2015 JUN,2015-06-15,WUMW,-0.28,Transport
2015 JUN,2015-06-15,WUMX,0.03,Communication
2015 JUN,2015-06-15,WUNC,-0.15,RecreationCulture
2015 JUN,2015-06-15,WUND,0.22,Education
2015 JUN,2015-06-15,WUNE,0.23,RestaurantsHotels
2015 JUN,2015-06-15,WUNG,0.01,Misc
2015 MAR,2015-03-15,WUMA,-0.33,Food
2015 MAR,2015-03-15,WUMB,0.15,AlcoholTobacco
2015 MAR,2015-03-15,WUMC,0.0,ClothingFootwear
2015 MAR,2015-03-15,WUMD,0.09,HousingHouseService
2015 MAR,2015-03-15,WUMP,-0.01,FurnitureHousehold
2015 MAR,2015-03-15,WUMQ,0.05,Health
2015 MAR,2015-03-15,WUMW,-0.29,Transport
2015 MAR,2015-03-15,WUMX,0.03,Communication
2015 MAR,2015-03-15,WUNC,-0.1,RecreationCulture
2015 MAR,2015-03-15,WUND,0.22,Education
2015 MAR,2015-03-15,WUNE,0.23,RestaurantsHotels
2015 MAR,2015-03-15,WUNG,-0.04,Misc
2015 MAY,2015-05-15,WUMA,-0.2,Food
2015 MAY,2015-05-15,WUMB,0.09,AlcoholTobacco
2015 MAY,2015-05-15,WUMC,0.03,ClothingFootwear
2015 MAY,2015-05-15,WUMD,0.06,HousingHouseService
2015 MAY,2015-05-15,WUMP,-0.02,FurnitureHousehold
2015 MAY,2015-05-15,WUMQ,0.06,Health
2015 MAY,2015-05-15,WUMW,-0.23,Transport
2015 MAY,2015-05-15,WUMX,0.04,Communication
2015 MAY,2015-05-15,WUNC,-0.14,RecreationCulture
2015 MAY,2015-05-15,WUND,0.22,Education
2015 MAY,2015-05-15,WUNE,0.23,RestaurantsHotels
2015 MAY,2015-05-15,WUNG,-0.01,Misc
2015 NOV,2015-11-15,WUMA,-0.27,Food
2015 NOV,2015-11-15,WUMB,0.06,AlcoholTobacco
2015 NOV,2015-11-15,WUMC,0.0,ClothingFootwear
2015 NOV,2015-11-15,WUMD,0.03,HousingHouseService
2015 NOV,2015-11-15,WUMP,0.03,FurnitureHousehold
2015 NOV,2015-11-15,WUMQ,0.04,Health
2015 NOV,2015-11-15,WUMW,-0.31,Transport
2015 NOV,2015-11-15,WUMX,0.09,Communication
2015 NOV,2015-11-15,WUNC,-0.02,RecreationCulture
2015 NOV,2015-11-15,WUND,0.12,Education
2015 NOV,2015-11-15,WUNE,0.22,RestaurantsHotels
2015 NOV,2015-11-15,WUNG,0.12,Misc
2015 OCT,2015-10-15,WUMA,-0.3,Food
2015 OCT,2015-10-15,WUMB,0.01,AlcoholTobacco
2015 OCT,2015-10-15,WUMC,0.07,ClothingFootwear
2015 OCT,2015-10-15,WUMD,0.03,HousingHouseService
2015 OCT,2015-10-15,WUMP,0.04,FurnitureHousehold
2015 OCT,2015-10-15,WUMQ,0.04,Health
2015 OCT,2015-10-15,WUMW,-0.39,Transport
2015 OCT,2015-10-15,WUMX,0.06,Communication
2015 OCT,2015-10-15,WUNC,-0.05,RecreationCulture
2015 OCT,2015-10-15,WUND,0.12,Education
2015 OCT,2015-10-15,WUNE,0.19,RestaurantsHotels
2015 OCT,2015-10-15,WUNG,0.07,Misc
2015 SEP,2015-09-15,WUMA,-0.25,Food
2015 SEP,2015-09-15,WUMB,0.06,AlcoholTobacco
2015 SEP,2015-09-15,WUMC,-0.03,ClothingFootwear
2015 SEP,2015-09-15,WUMD,0.02,HousingHouseService
2015 SEP,2015-09-15,WUMP,0.04,FurnitureHousehold
2015 SEP,2015-09-15,WUMQ,0.05,Health
2015 SEP,2015-09-15,WUMW,-0.41,Transport
2015 SEP,2015-09-15,WUMX,0.04,Communication
2015 SEP,2015-09-15,WUNC,-0.11,RecreationCulture
2015 SEP,2015-09-15,WUND,0.2,Education
2015 SEP,2015-09-15,WUNE,0.22,RestaurantsHotels
2015 SEP,2015-09-15,WUNG,0.05,Misc
2016 APR,2016-04-15,WUMA,-0.27,Food
2016 APR,2016-04-15,WUMB,0.06,AlcoholTobacco
2016 APR,2016-04-15,WUMC,0.03,ClothingFootwear
2016 APR,2016-04-15,WUMD,-0.01,HousingHouseService
2016 APR,2016-04-15,WUMP,0.02,FurnitureHousehold
2016 APR,2016-04-15,WUMQ,0.06,Health
2016 APR,2016-04-15,WUMW,-0.2,Transport
2016 APR,2016-04-15,WUMX,0.05,Communication
2016 APR,2016-04-15,WUNC,0.06,RecreationCulture
2016 APR,2016-04-15,WUND,0.12,Education
2016 APR,2016-04-15,WUNE,0.28,RestaurantsHotels
2016 APR,2016-04-15,WUNG,0.09,Misc
2016 AUG,2016-08-15,WUMA,-0.23,Food
2016 AUG,2016-08-15,WUMB,0.06,AlcoholTobacco
2016 AUG,2016-08-15,WUMC,-0.08,ClothingFootwear
2016 AUG,2016-08-15,WUMD,-0.01,HousingHouseService
2016 AUG,2016-08-15,WUMP,-0.06,FurnitureHousehold
2016 AUG,2016-08-15,WUMQ,0.06,Health
2016 AUG,2016-08-15,WUMW,0.18,Transport
2016 AUG,2016-08-15,WUMX,0.13,Communication
2016 AUG,2016-08-15,WUNC,0.1,RecreationCulture
2016 AUG,2016-08-15,WUND,0.12,Education
2016 AUG,2016-08-15,WUNE,0.29,RestaurantsHotels
2016 AUG,2016-08-15,WUNG,0.08,Misc
2016 DEC,2016-12-15,WUMA,-0.11,Food
2016 DEC,2016-12-15,WUMB,0.1,AlcoholTobacco
2016 DEC,2016-12-15,WUMC,0.09,ClothingFootwear
2016 DEC,2016-12-15,WUMD,0.05,HousingHouseService
2016 DEC,2016-12-15,WUMP,0.04,FurnitureHousehold
2016 DEC,2016-12-15,WUMQ,0.07,Health
2016 DEC,2016-12-15,WUMW,0.58,Transport
2016 DEC,2016-12-15,WUMX,0.06,Communication
2016 DEC,2016-12-15,WUNC,0.13,RecreationCulture
2016 DEC,2016-12-15,WUND,0.11,Education
2016 DEC,2016-12-15,WUNE,0.35,RestaurantsHotels
2016 DEC,2016-12-15,WUNG,0.1,Misc
2016 FEB,2016-02-15,WUMA,-0.25,Food
2016 FEB,2016-02-15,WUMB,0.05,AlcoholTobacco
2016 FEB,2016-02-15,WUMC,0.03,ClothingFootwear
2016 FEB,2016-02-15,WUMD,0.04,HousingHouseService
2016 FEB,2016-02-15,WUMP,0.02,FurnitureHousehold
2016 FEB,2016-02-15,WUMQ,0.06,Health
2016 FEB,2016-02-15,WUMW,-0.16,Transport
2016 FEB,2016-02-15,WUMX,0.07,Communication
2016 FEB,2016-02-15,WUNC,-0.02,RecreationCulture
2016 FEB,2016-02-15,WUND,0.12,Education
2016 FEB,2016-02-15,WUNE,0.22,RestaurantsHotels
2016 FEB,2016-02-15,WUNG,0.11,Misc
2016 JAN,2016-01-15,WUMA,-0.29,Food
2016 JAN,2016-01-15,WUMB,0.06,AlcoholTobacco
2016 JAN,2016-01-15,WUMC,0.03,ClothingFootwear
2016 JAN,2016-01-15,WUMD,0.05,HousingHouseService
2016 JAN,2016-01-15,WUMP,0.0,FurnitureHousehold
2016 JAN,2016-01-15,WUMQ,0.06,Health
2016 JAN,2016-01-15,WUMW,-0.11,Transport
2016 JAN,2016-01-15,WUMX,0.07,Communication
2016 JAN,2016-01-15,WUNC,-0.01,RecreationCulture
2016 JAN,2016-01-15,WUND,0.12,Education
2016 JAN,2016-01-15,WUNE,0.19,RestaurantsHotels
2016 JAN,2016-01-15,WUNG,0.13,Misc
2016 JUL,2016-07-15,WUMA,-0.27,Food
2016 JUL,2016-07-15,WUMB,0.08,AlcoholTobacco
2016 JUL,2016-07-15,WUMC,-0.05,ClothingFootwear
2016 JUL,2016-07-15,WUMD,-0.01,HousingHouseService
2016 JUL,2016-07-15,WUMP,-0.04,FurnitureHousehold
2016 JUL,2016-07-15,WUMQ,0.05,Health
2016 JUL,2016-07-15,WUMW,0.06,Transport
2016 JUL,2016-07-15,WUMX,0.11,Communication
2016 JUL,2016-07-15,WUNC,0.09,RecreationCulture
2016 JUL,2016-07-15,WUND,0.12,Education
2016 JUL,2016-07-15,WUNE,0.33,RestaurantsHotels
2016 JUL,2016-07-15,WUNG,0.09,Misc
2016 JUN,2016-06-15,WUMA,-0.31,Food
2016 JUN,2016-06-15,WUMB,0.02,AlcoholTobacco
2016 JUN,2016-06-15,WUMC,-0.04,ClothingFootwear
2016 JUN,2016-06-15,WUMD,0.02,HousingHouseService
2016 JUN,2016-06-15,WUMP,-0.03,FurnitureHousehold
2016 JUN,2016-06-15,WUMQ,0.08,Health
2016 JUN,2016-06-15,WUMW,-0.02,Transport
2016 JUN,2016-06-15,WUMX,0.11,Communication
2016 JUN,2016-06-15,WUNC,0.12,RecreationCulture
2016 JUN,2016-06-15,WUND,0.12,Education
2016 JUN,2016-06-15,WUNE,0.29,RestaurantsHotels
2016 JUN,2016-06-15,WUNG,0.1,Misc
2016 MAR,2016-03-15,WUMA,-0.29,Food
2016 MAR,2016-03-15,WUMB,0.04,AlcoholTobacco
2016 MAR,2016-03-15,WUMC,0.1,ClothingFootwear
2016 MAR,2016-03-15,WUMD,0.06,HousingHouseService
2016 MAR,2016-03-15,WUMP,0.04,FurnitureHousehold
2016 MAR,2016-03-15,WUMQ,0.05,Health
2016 MAR,2016-03-15,WUMW,-0.02,Transport
2016 MAR,2016-03-15,WUMX,0.04,Communication
2016 MAR,2016-03-15,WUNC,-0.03,RecreationCulture
2016 MAR,2016-03-15,WUND,0.12,Education
2016 MAR,2016-03-15,WUNE,0.26,RestaurantsHotels
2016 MAR,2016-03-15,WUNG,0.09,Misc
2016 MAY,2016-05-15,WUMA,-0.3,Food
2016 MAY,2016-05-15,WUMB,0.04,AlcoholTobacco
2016 MAY,2016-05-15,WUMC,-0.03,ClothingFootwear
2016 MAY,2016-05-15,WUMD,0.0,HousingHouseService
2016 MAY,2016-05-15,WUMP,0.01,FurnitureHousehold
2016 MAY,2016-05-15,WUMQ,0.06,Health
2016 MAY,2016-05-15,WUMW,-0.15,Transport
2016 MAY,2016-05-15,WUMX,0.09,Communication
2016 MAY,2016-05-15,WUNC,0.02,RecreationCulture
2016 MAY,2016-05-15,WUND,0.12,Education
2016 MAY,2016-05-15,WUNE,0.32,RestaurantsHotels
2016 MAY,2016-05-15,WUNG,0.12,Misc
2016 NOV,2016-11-15,WUMA,-0.21,Food
2016 NOV,2016-11-15,WUMB,0.07,AlcoholTobacco
2016 NOV,2016-11-15,WUMC,0.07,ClothingFootwear
2016 NOV,2016-11-15,WUMD,0.03,HousingHouseService
2016 NOV,2016-11-15,WUMP,0.05,FurnitureHousehold
2016 NOV,2016-11-15,WUMQ,0.06,Health
2016 NOV,2016-11-15,WUMW,0.38,Transport
2016 NOV,2016-11-15,WUMX,0.08,Communication
2016 NOV,2016-11-15,WUNC,0.1,RecreationCulture
2016 NOV,2016-11-15,WUND,0.11,Education
2016 NOV,2016-11-15,WUNE,0.32,RestaurantsHotels
2016 NOV,2016-11-15,WUNG,0.1,Misc
2016 OCT,2016-10-15,WUMA,-0.24,Food
2016 OCT,2016-10-15,WUMB,0.09,AlcoholTobacco
2016 OCT,2016-10-15,WUMC,-0.04,ClothingFootwear
2016 OCT,2016-10-15,WUMD,0.04,HousingHouseService
2016 OCT,2016-10-15,WUMP,0.01,FurnitureHousehold
2016 OCT,2016-10-15,WUMQ,0.06,Health
2016 OCT,2016-10-15,WUMW,0.35,Transport
2016 OCT,2016-10-15,WUMX,0.1,Communication
2016 OCT,2016-10-15,WUNC,0.03,RecreationCulture
2016 OCT,2016-10-15,WUND,0.11,Education
2016 OCT,2016-10-15,WUNE,0.32,RestaurantsHotels
2016 OCT,2016-10-15,WUNG,0.11,Misc
2016 SEP,2016-09-15,WUMA,-0.24,Food
2016 SEP,2016-09-15,WUMB,0.07,AlcoholTobacco
2016 SEP,2016-09-15,WUMC,0.08,ClothingFootwear
2016 SEP,2016-09-15,WUMD,0.03,HousingHouseService
2016 SEP,2016-09-15,WUMP,-0.08,FurnitureHousehold
2016 SEP,2016-09-15,WUMQ,0.07,Health
2016 SEP,2016-09-15,WUMW,0.19,Transport
2016 SEP,2016-09-15,WUMX,0.11,Communication
2016 SEP,2016-09-15,WUNC,0.11,RecreationCulture
2016 SEP,2016-09-15,WUND,0.15,Education
2016 SEP,2016-09-15,WUNE,0.36,RestaurantsHotels
2016 SEP,2016-09-15,WUNG,0.12,Misc
2017 APR,2017-04-15,WUMA,0.16,Food
2017 APR,2017-04-15,WUMB,0.19,AlcoholTobacco
