code,municipality,department,tables,total_tables,voters,total_voters,votes_by_candidate,votes_blank,vote_null,votes_unmarked,iván duque,gustavo petro,dane
27007,Albania,Santander,12,12,1658,3314,1593,43,17,5,1177,416,68020
27010,Aratoca,Santander,18,18,3413,6604,3215,145,45,8,2307,908,68051
27013,Barbosa,Santander,67,67,13953,24767,13140,582,220,11,6822,6318,68077
27016,Barichara,Santander,18,18,4014,6530,3779,200,32,3,2867,912,68079
27019,Barrancabermeja,Santander,465,465,98847,168901,93778,3178,1789,102,33195,60583,68081
27022,Betulia,Santander,13,13,2373,4300,2239,95,36,3,1675,564,68092
27025,Bolivar,Santander,29,29,4229,8215,4027,115,72,15,2784,1243,68101
27001,Bucaramanga,Santander,1327,1327,295397,494283,275854,15733,3567,243,168312,107542,68001
27028,Cabrera,Santander,5,5,942,1660,916,22,2,2,819,97,68121
27031,California,Santander,5,5,1173,1688,1114,41,16,2,1000,114,68132
27034,Capitanejo,Santander,13,13,2514,4816,2413,64,33,4,2088,325,68147
27037,Carcasi,Santander,15,15,2070,3591,1959,60,42,9,1675,284,68152
27040,Cepita,Santander,10,10,1196,1843,1153,31,8,4,983,170,68160
27043,Cerrito,Santander,13,13,2872,4825,2689,125,51,7,2299,390,68162
27061,Charala,Santander,27,27,5371,9649,5082,202,72,15,3439,1643,68167
27064,Charta,Santander,12,12,2205,3378,2144,43,16,2,1931,213,68169
27067,Chima,Santander,7,7,1276,2424,1171,69,26,10,922,249,68176
27070,Chipata,Santander,12,12,1819,4399,1711,65,36,7,1072,639,68179
27045,Cimitarra,Santander,82,82,13757,28148,12752,484,326,195,8566,4186,68190
27046,Concepcion,Santander,17,17,2742,4911,2562,128,41,11,2040,522,68207
27049,Confines,Santander,7,7,1583,2494,1534,38,9,2,1329,205,68209
27052,Contratacion,Santander,9,9,1687,2875,1566,88,26,7,1207,359,68211
27055,Coromoro,Santander,13,13,2597,4158,2486,68,33,10,2078,408,68217
27058,Curiti,Santander,27,27,5583,8820,5288,214,67,14,3822,1466,68229
27071,El Carmen,Santander,34,34,6236,10891,5939,196,89,12,5331,608,68245
27073,El Guacamayo,Santander,5,5,887,1613,830,46,9,2,717,113,68245
27075,El Peñon,Santander,15,15,1802,3604,1707,58,32,5,1228,479,68250
27074,El Playon,Santander,39,39,6295,11707,6006,174,100,15,5026,980,68255
27076,Encino,Santander,7,7,1162,2131,1116,34,8,4,930,186,68264
27079,Enciso,Santander,14,14,1810,3210,1711,72,25,2,1394,317,68266
27080,Florian,Santander,17,17,2461,5330,2376,57,22,6,1474,902,68271
27082,Floridablanca,Santander,517,517,125468,191619,117413,6348,1618,89,74245,43168,68276
27085,Galan,Santander,12,12,1514,2498,1465,36,8,5,1278,187,68296
27088,Gambita,Santander,10,10,1832,3225,1760,47,14,11,1468,292,68298
27091,Giron,Santander,314,314,69611,114158,65103,3401,1042,65,41926,23177,68307
27094,Guaca,Santander,20,20,3119,5258,2985,86,41,7,2543,442,68318
27097,Guadalupe,Santander,14,14,2619,4235,2510,75,31,3,2129,381,68320
27100,Guapota,Santander,6,6,1136,1853,1076,36,22,2,924,152,68322
27103,Guavata,Santander,12,12,2210,4426,2108,63,34,5,1198,910,68324
27106,Guepsa,Santander,11,11,2152,4181,2022,91,31,8,1107,915,68327
27109,Hato,Santander,5,5,1032,1817,944,39,40,9,602,342,68344
27112,Jesus Maria,Santander,10,10,1707,3386,1640,35,27,5,1001,639,68368
27115,Jordan,Santander,5,5,789,1203,771,13,4,1,702,69,68370
27119,La Belleza,Santander,16,16,3053,5501,2952,80,18,3,2465,487,68377
27118,La Paz,Santander,13,13,2041,4060,1907,95,26,13,1585,322,68397
27120,Landazuri,Santander,29,29,4676,9634,4370,171,117,18,3021,1349,68385
27121,Lebrija,Santander,88,88,19453,31131,18454,706,275,18,14806,3648,68406
27124,Los Santos,Santander,25,25,5617,8874,5230,256,109,22,4332,898,68418
27127,Macaravita,Santander,6,6,1146,2224,1110,26,8,2,980,130,68425
27130,Malaga,Santander,46,46,9371,15601,8770,429,159,13,6379,2391,68432
27133,Matanza,Santander,16,16,3054,4955,2938,76,34,6,2494,444,68444
27136,Mogotes,Santander,24,24,4232,7555,3932,183,102,15,3173,759,68464
27139,Molagavita,Santander,16,16,2143,3663,2054,65,21,3,1869,185,68468
27142,Ocamonte,Santander,10,10,2291,3826,2215,55,20,1,1890,325,68498
27145,Oiba,Santander,23,23,5130,8715,4857,194,70,9,3749,1108,68500
27148,Onzaga,Santander,13,13,1919,3662,1813,57,34,15,1535,278,68502
27151,Palmar,Santander,5,5,831,1440,799,19,13,0,551,248,68522
27154,Palmas Del Socorro,Santander,7,7,1464,2453,1410,40,12,2,1185,225,68524
27157,Paramo,Santander,10,10,2330,3351,2212,95,19,4,1848,364,68533
27160,Piedecuesta,Santander,299,299,69710,107636,65244,3159,1240,67,41813,23431,68547
27163,Pinchote,Santander,9,9,2129,3333,2015,101,13,0,1417,598,68549
27166,Puente Nacional,Santander,40,40,6800,12660,6502,200,89,9,3677,2825,68572
27167,Puerto Parra,Santander,17,17,3044,5738,2942,53,43,6,2047,895,68573
27169,Puerto Wilches,Santander,70,70,12433,23040,11921,308,188,16,6298,5623,68575
27172,Rionegro,Santander,70,70,12282,22282,11675,371,208,28,9291,2384,68615
27174,Sabana De Torres,Santander,58,58,11527,21386,10864,383,263,17,7300,3564,68655
27175,San Andres,Santander,26,26,3774,6790,3574,132,57,11,2833,741,68669
27178,San Benito,Santander,9,9,1401,3121,1345,42,12,2,1060,285,68673
27181,San Gil,Santander,117,117,25246,41245,23578,1295,355,18,14024,9554,68679
27184,San Joaquin,Santander,6,6,1218,2230,1157,36,18,7,981,176,68682
27187,San Jose De Miranda,Santander,14,14,2550,4083,2462,64,18,6,2151,311,68684
27190,San Miguel,Santander,10,10,1238,2171,1199,25,12,2,995,204,68686
27193,San Vicente De Chucuri,Santander,72,72,12783,24310,11928,477,200,178,8673,3255,68689
27195,Santa Barbara,Santander,7,7,1339,2061,1293,32,11,3,860,433,68705
27194,Santa Helena Del Opon,Santander,10,10,1586,3093,1470,86,26,4,1223,247,68720
27196,Simacota,Santander,18,18,3379,5972,3159,145,65,10,2222,937,68745
27199,Socorro,Santander,65,65,14498,23946,13674,628,185,11,9696,3978,68755
27202,Suaita,Santander,25,25,4261,8244,3955,187,107,12,2955,1000,68770
27205,Sucre,Santander,21,21,2874,5667,2747,87,32,8,2199,548,68773
27208,Surata,Santander,11,11,2014,3182,1931,58,21,4,1469,462,68780
27211,Tona,Santander,16,16,3079,5154,2917,115,45,2,2417,500,68820
27217,Valle De San Jose,Santander,14,14,3032,4746,2888,109,30,5,2111,777,68855
27220,Velez,Santander,46,46,8789,16125,8160,435,168,26,4643,3517,68861
27219,Vetas,Santander,4,4,1031,1443,996,23,12,0,927,69,68867
27221,Villanueva,Santander,17,17,3969,6446,3735,189,34,11,3033,702,68872
27223,Zapatoca,Santander,21,21,4321,7494,4129,158,31,3,3230,899,68895
28010,Buenavista,Sucre,26,26,4679,9865,4571,75,23,10,2229,2342,70110
28020,Caimito,Sucre,29,29,4894,9281,4827,36,18,13,1611,3216,70124
28045,Chalan,Sucre,13,13,2436,4554,2412,14,8,2,1485,927,70230
28030,Coloso (ricaurte),Sucre,21,21,4115,7249,4044,38,20,13,2203,1841,70204
28040,Corozal,Sucre,122,122,26883,46732,26292,417,157,17,11687,14605,70215
28041,Coveñas,Sucre,33,33,6178,11979,6040,76,53,9,3210,2830,70221
28042,El Roble,Sucre,27,27,4826,8219,4774,27,19,6,1807,2967,70233
28048,Galeras (nueva Granada),Sucre,46,46,8850,16567,8607,151,67,25,6164,2443,70235
28049,Guaranda,Sucre,40,40,6204,13259,6117,44,37,6,5026,1091,70265
28050,La Union,Sucre,28,28,5091,9643,4992,51,32,16,1789,3203,70400
28055,Los Palmitos,Sucre,52,52,10956,18250,10816,91,39,10,3591,7225,70418
28060,Majagual,Sucre,82,82,14239,26747,14023,143,57,16,11051,2972,70429
28080,Morroa,Sucre,40,40,7785,13401,7641,78,54,12,3344,4297,70473
28100,Ovejas,Sucre,61,61,11287,20740,11135,92,37,23,5040,6095,70508
28120,Palmito,Sucre,30,30,5773,10139,5688,41,28,16,2661,3027,70523
28160,Sampues,Sucre,97,97,18560,32143,18117,238,164,41,8556,9561,70670
28180,San Benito Abad,Sucre,59,59,9259,19064,9155,49,44,11,5192,3963,70678
28190,San Juan De Betulia (betulia),Sucre,34,34,6582,11514,6485,61,32,4,2758,3727,70702
28200,San Marcos,Sucre,124,124,20099,43806,19631,264,161,43,10781,8850,70708
28220,San Onofre,Sucre,126,126,17516,42349,17200,136,135,45,7798,9402,70713
28240,San Pedro,Sucre,44,44,8658,16387,8483,108,49,18,4209,4274,70717
28260,Since,Sucre,75,75,13618,26060,13244,236,119,19,6940,6304,70742
28001,Sincelejo,Sucre,519,519,108116,199012,105173,1980,869,94,45607,59566,70001
28280,Sucre,Sucre,70,70,9986,20711,9860,86,24,16,7201,2659,70771
28300,Tolu,Sucre,64,64,11206,23358,10968,131,93,14,4116,6852,70820
28320,Toluviejo,Sucre,56,56,10166,18838,9961,134,53,18,5266,4695,70823
29004,Alpujarra,Tolima,13,13,2154,3632,2096,33,21,4,1820,276,73024
29007,Alvarado,Tolima,26,26,3991,8492,3801,108,65,17,2509,1292,73026
29010,Ambalema,Tolima,21,21,3183,6792,2996,102,80,5,1751,1245,73030
29013,Anzoategui,Tolima,22,22,3880,7761,3762,76,30,12,3117,645,73043
29016,Armero (guayabal),Tolima,28,28,4914,10041,4711,107,90,6,2708,2003,73055
29019,Ataco,Tolima,49,49,7702,14776,7549,95,47,11,6640,909,73067
29022,Cajamarca,Tolima,44,44,8488,16346,8032,267,161,28,5807,2225,73124
29025,Carmen De Apicala,Tolima,23,23,5398,8825,5167,156,69,6,3954,1213,73148
29028,Casabianca,Tolima,15,15,2898,5181,2778,79,29,12,2348,430,73152
29040,Chaparral,Tolima,95,95,18142,38279,17327,506,273,36,13089,4238,73168
29031,Coello,Tolima,24,24,4003,8063,3759,173,58,13,2106,1653,73200
29034,Coyaima,Tolima,47,47,8295,17035,8060,87,95,53,4398,3662,73217
29037,Cunday,Tolima,23,23,3896,7005,3819,39,28,10,3180,639,73226
29043,Dolores,Tolima,22,22,3667,6748,3571,74,18,4,2933,638,73236
29046,Espinal,Tolima,156,156,34281,59094,32110,1318,796,57,22275,9835,73268
29049,Falan,Tolima,16,16,3030,5828,2889,79,46,16,1922,967,73270
29052,Flandes,Tolima,47,47,10009,17696,9491,275,225,18,6680,2811,73275
29055,Fresno,Tolima,73,73,13326,26227,12601,452,236,37,10324,2277,73283
29058,Guamo,Tolima,73,73,13580,25524,13021,319,216,24,10232,2789,73319
29061,Herveo,Tolima,19,19,2960,5801,2811,82,57,10,2346,465,73347
29064,Honda,Tolima,54,54,11503,22774,10714,473,296,20,6709,4005,73349
29001,Ibague,Tolima,1056,1056,248453,405893,231521,12338,4389,205,147723,83798,73001
29067,Icononzo,Tolima,25,25,4508,8747,4324,116,57,11,2500,1824,73352
29070,Lerida,Tolima,43,43,7720,15216,7338,230,141,11,4169,3169,73408
29073,Libano,Tolima,81,81,16511,32618,15699,476,301,35,9518,6181,73411
29076,Mariquita,Tolima,79,79,15060,28983,13923,703,392,42,9257,4666,73443
29079,Melgar,Tolima,77,77,16307,28370,15501,545,250,11,12347,3154,73449
29080,Murillo,Tolima,11,11,1771,3736,1679,47,41,4,1258,421,73461
29082,Natagaima,Tolima,42,42,7184,15170,6898,189,81,16,3768,3130,73483
29085,Ortega,Tolima,70,70,12185,23436,11752,196,181,56,8195,3557,73504
29087,Palocabildo,Tolima,20,20,3980,7632,3823,104,43,10,2882,941,73520
29088,Piedras,Tolima,17,17,2981,5783,2786,110,74,11,1449,1337,73547
29089,Planadas,Tolima,56,56,9301,20156,8797,275,203,26,6532,2265,73555
29091,Prado,Tolima,24,24,4196,7870,4075,82,33,6,3180,895,73563
29094,Purificacion,Tolima,57,57,10739,20169,10227,291,195,26,5635,4592,73585
29097,Rioblanco,Tolima,46,46,6932,15831,6653,161,93,25,5503,1150,73616
29100,Roncesvalles,Tolima,12,12,2047,4241,1941,73,27,6,1602,339,73622
29103,Rovira,Tolima,60,60,9183,19484,8825,210,129,19,7406,1419,73624
29105,Saldaña,Tolima,34,34,6468,12628,6129,198,129,12,4337,1792,73671
29106,San Antonio,Tolima,28,28,5502,10091,5353,98,46,5,4726,627,73675
29109,San Luis,Tolima,33,33,6646,11257,6416,127,87,16,5262,1154,73678
29112,Santa Isabel,Tolima,19,19,2867,5851,2788,47,27,5,2376,412,73686
29115,Suarez,Tolima,13,13,2384,4475,2306,40,33,5,1838,468,73770
29118,Valle De San Juan,Tolima,15,15,2808,4898,2730,52,19,7,2398,332,73854
29121,Venadillo,Tolima,34,34,6075,11811,5828,141,96,10,3947,1881,73861
29124,Villahermosa,Tolima,24,24,3628,6987,3520,67,33,8,2989,531,73870
29127,Villarrica,Tolima,16,16,2584,5043,2524,41,10,9,2121,403,73873
31004,Alcala,Valle,32,32,5317,11534,4984,189,128,16,3430,1554,76020
31007,Andalucia,Valle,54,54,9556,19464,8956,377,195,28,4061,4895,76036
31010,Ansermanuevo,Valle,61,61,8293,19173,7860,251,127,55,6521,1339,76041
31013,Argelia,Valle,20,20,2753,6269,2625,92,31,5,2208,417,76054
31016,Bolivar,Valle,43,43,6876,13339,6562,196,105,13,4876,1686,76100
31019,Buenaventura,Valle,602,602,89194,222511,85322,1749,1884,239,23166,62156,76109
31022,Buga,Valle,276,276,55963,102243,51723,2874,1292,74,22870,28853,76111
31025,Bugalagrande,Valle,61,61,10250,19444,9724,284,228,14,3812,5912,76113
31028,Caicedonia,Valle,80,80,13808,27749,12985,507,282,34,9735,3250,76122
31001,Cali,Valle,4286,4286,853488,1679894,799243,41869,11510,866,352766,446477,76001
31040,Calima (darien),Valle,48,48,6686,14169,6249,266,154,17,3610,2639,76126
31031,Candelaria,Valle,186,186,35946,71375,33389,1493,993,71,11036,22353,76130
31034,Cartago,Valle,301,301,55964,113031,51729,2893,1080,262,34528,17201,76147
31037,Dagua,Valle,107,107,16372,35492,15529,517,279,47,10429,5100,76233
31043,El Aguila,Valle,32,32,4039,7872,3824,118,82,15,3278,546,76243
31046,El Cairo,Valle,22,22,2974,6654,2789,77,24,84,2325,464,76246
31049,El Cerrito,Valle,139,139,27049,52880,25427,1013,568,41,8416,17011,76248
31052,El Dovio,Valle,34,34,4765,9809,4532,145,74,14,3313,1219,76250
31055,Florida,Valle,137,137,26039,50826,24589,879,525,46,7199,17390,76275
31058,Ginebra,Valle,49,49,9361,16984,8754,379,207,21,4728,4026,76306
31061,Guacari,Valle,79,79,14931,27979,14116,451,337,27,5194,8922,76318
31064,Jamundi,Valle,272,272,51398,103414,48099,2317,915,67,19586,28513,76364
31067,La Cumbre,Valle,38,38,6296,13134,5967,218,102,9,3711,2256,76377
31070,La Union,Valle,77,77,15475,26664,14424,713,319,19,11363,3061,76400
31073,La Victoria,Valle,34,34,5952,11645,5621,219,103,9,4276,1345,76403
31076,Obando,Valle,33,33,5313,11027,4996,167,131,19,2753,2243,76497
31079,Palmira,Valle,720,720,135231,265630,125536,6852,2639,204,51138,74398,76520
31082,Pradera,Valle,117,117,20221,40248,18937,761,488,35,6665,12272,76563
31085,Restrepo,Valle,49,49,6562,15335,6116,273,156,17,4065,2051,76606
31088,Riofrio,Valle,45,45,7740,15730,7219,305,195,21,4673,2546,76616
31091,Roldanillo,Valle,92,92,16165,28848,15110,732,298,25,10046,5064,76622
31094,San Pedro,Valle,47,47,7288,14788,6777,318,184,9,3625,3152,76670
31097,Sevilla,Valle,104,104,17568,37297,16256,810,433,69,10702,5554,76736
31100,Toro,Valle,40,40,5930,12674,5646,174,96,14,4479,1167,76823
31103,Trujillo,Valle,49,49,8076,15806,7669,257,129,21,5760,1909,76828
31106,Tulua,Valle,428,428,85675,161358,79262,4355,1931,127,43623,35639,76834
31109,Ulloa,Valle,16,16,2103,4612,1975,76,47,5,1367,608,76845
31112,Versalles,Valle,31,31,3787,7895,3617,107,58,5,2985,632,76863
31115,Vijes,Valle,32,32,5348,10596,5120,122,97,9,2773,2347,76869
31118,Yotoco,Valle,45,45,6830,14544,6323,317,171,19,3214,3109,76890
31121,Yumbo,Valle,266,266,51429,99517,48534,1860,967,68,15805,32729,76892
31124,Zarzal,Valle,103,103,19136,37163,17993,676,428,39,6709,11284,76895
68013,Buenos Aires (pacoa),Vaupes,4,4,167,1129,165,1,1,0,73,92,97511
68004,Caruru,Vaupes,5,5,670,1674,658,6,6,0,252,406,97161
68001,Mitu,Vaupes,47,47,6520,16148,6345,118,47,10,2447,3898,97001
68010,Morichal (papunagua),Vaupes,1,1,28,103,28,0,0,0,8,20,97777
68017,Taraira,Vaupes,5,5,356,1466,352,4,0,0,155,197,97666
68022,Yavarate,Vaupes,4,4,314,1017,307,5,2,0,161,146,97889
72006,Cumaribo,Vichada,58,58,4685,19585,4520,102,50,13,1467,3053,99773
72008,La Primavera,Vichada,23,23,3329,7116,3229,79,16,5,2768,461,99524
72001,Puerto Carreño,Vichada,53,53,6604,18553,6301,217,73,13,4721,1580,99001
72002,Santa Rosalia,Vichada,10,10,1462,3197,1426,33,3,0,1216,210,99624
