sentences,axes,axes2,ptypes,dnames,vids,scores,scores2
Could you create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis?,Colloquial-Standard,Implicit-Explicit,command,cars,bar,3,2
Please create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,4,2
I require you to create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,5,2
A bar chart would work. 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,1,3
What about a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis?,Colloquial-Standard,Implicit-Explicit,command,cars,bar,2,3
Can you create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis?,Colloquial-Standard,Implicit-Explicit,command,cars,bar,3,3
Please create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,4,3
I request you to create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,5,3
Consider creating a bar chart. 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,1,4
How about creating a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis?,Colloquial-Standard,Implicit-Explicit,command,cars,bar,2,4
Could you please create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis?,Colloquial-Standard,Implicit-Explicit,command,cars,bar,3,4
Please create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,4,4
I instruct you to create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,5,4
It would be beneficial to create a bar chart. 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,1,5
Have you considered creating a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis?,Colloquial-Standard,Implicit-Explicit,command,cars,bar,2,5
Could you kindly create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis?,Colloquial-Standard,Implicit-Explicit,command,cars,bar,3,5
Please create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,4,5
I mandate you to create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Colloquial-Standard,Implicit-Explicit,command,cars,bar,5,5
"Make a picture with bars showing how many cylinders cars have and how many miles they can go on a gallon of gas, on average.",Non-technical-Technical,Subjective-Objective,command,cars,bar,1,1
Draw a bar picture showing the average miles a car can go on a gallon of gas for each number of cylinders.,Non-technical-Technical,Subjective-Objective,command,cars,bar,2,1
Make a bar graph showing the average miles per gallon for each number of cylinders.,Non-technical-Technical,Subjective-Objective,command,cars,bar,3,1
Construct a bar graph with the number of cylinders and the average miles per gallon.,Non-technical-Technical,Subjective-Objective,command,cars,bar,4,1
Plot a bar graph with the number of cylinders on the horizontal axis and the average miles per gallon on the vertical axis.,Non-technical-Technical,Subjective-Objective,command,cars,bar,5,1
I think you should make a bar chart showing the average miles per gallon for each number of cylinders.,Non-technical-Technical,Subjective-Objective,command,cars,bar,1,2
You could create a bar chart with the number of cylinders and the average miles per gallon.,Non-technical-Technical,Subjective-Objective,command,cars,bar,2,2
Create a bar chart showing the average miles per gallon for each number of cylinders.,Non-technical-Technical,Subjective-Objective,command,cars,bar,3,2
It is necessary to create a bar chart with the number of cylinders and the average miles per gallon.,Non-technical-Technical,Subjective-Objective,command,cars,bar,4,2
Generate a bar chart with the number of cylinders on the x-axis and the average miles per gallon on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,bar,5,2
I feel like a bar chart with the number of cylinders and the average miles per gallon would be helpful.,Non-technical-Technical,Subjective-Objective,command,cars,bar,1,3
It seems to me that a bar chart with the number of cylinders and the average miles per gallon would be useful.,Non-technical-Technical,Subjective-Objective,command,cars,bar,2,3
A bar chart with the number of cylinders and the average miles per gallon would be beneficial.,Non-technical-Technical,Subjective-Objective,command,cars,bar,3,3
It is advisable to create a bar chart with the number of cylinders and the average miles per gallon.,Non-technical-Technical,Subjective-Objective,command,cars,bar,4,3
Construct a bar chart with the number of cylinders on the x-axis and the average miles per gallon on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,bar,5,3
I believe a bar chart illustrating the number of cylinders versus the average miles per gallon would be most effective.,Non-technical-Technical,Subjective-Objective,command,cars,bar,1,4
A bar chart with the number of cylinders and the average miles per gallon would be a good representation.,Non-technical-Technical,Subjective-Objective,command,cars,bar,2,4
It is recommended to create a bar chart with the number of cylinders and the average miles per gallon.,Non-technical-Technical,Subjective-Objective,command,cars,bar,3,4
Generate a bar chart with the number of cylinders on the x-axis and the average miles per gallon on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,bar,4,4
Construct a bar chart with the number of cylinders on the x-axis and the average miles per gallon on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,bar,5,4
I propose the construction of a bar chart with the variable 'Number of Cylinders' on the x-axis and the mean 'Miles Per Gallon' on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,bar,1,5
A bar chart with 'Number of Cylinders' on the x-axis and the mean 'Miles Per Gallon' on the y-axis would be a suitable representation.,Non-technical-Technical,Subjective-Objective,command,cars,bar,2,5
It is suggested to construct a bar chart with 'Number of Cylinders' on the x-axis and the mean 'Miles Per Gallon' on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,bar,3,5
Generate a bar chart with 'Number of Cylinders' on the x-axis and the mean 'Miles Per Gallon' on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,bar,4,5
Construct a bar chart with 'Number of Cylinders' on the x-axis and the mean 'Miles Per Gallon' on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,bar,5,5
Make a picture with the number of circles on one side and the average distance you can go on a gallon of gas on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,1,1
Can you draw a picture with the number of circles on one side and the average distance you can go on a gallon of gas on the other side?,Non-technical-Technical,Implicit-Explicit,command,cars,bar,2,1
You should make a picture with the number of circles on one side and the average distance you can go on a gallon of gas on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,3,1
Please make a picture with the number of circles on one side and the average distance you can go on a gallon of gas on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,4,1
I need you to make a picture with the number of circles on one side and the average distance you can go on a gallon of gas on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,5,1
Make a simple graph with the number of cylinders on one side and the average miles per gallon on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,1,2
Can you make a simple graph with the number of cylinders on one side and the average miles per gallon on the other side?,Non-technical-Technical,Implicit-Explicit,command,cars,bar,2,2
You should make a simple graph with the number of cylinders on one side and the average miles per gallon on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,3,2
Please make a simple graph with the number of cylinders on one side and the average miles per gallon on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,4,2
I need you to make a simple graph with the number of cylinders on one side and the average miles per gallon on the other side.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,5,2
Construct a bar chart with the number of cylinders on the horizontal axis and the average miles per gallon on the vertical axis.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,1,3
Could you construct a bar chart with the number of cylinders on the horizontal axis and the average miles per gallon on the vertical axis?,Non-technical-Technical,Implicit-Explicit,command,cars,bar,2,3
You should construct a bar chart with the number of cylinders on the horizontal axis and the average miles per gallon on the vertical axis.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,3,3
Please construct a bar chart with the number of cylinders on the horizontal axis and the average miles per gallon on the vertical axis.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,4,3
I need you to construct a bar chart with the number of cylinders on the horizontal axis and the average miles per gallon on the vertical axis.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,5,3
Generate a bar graph with 'Number of Cylinders' as the x-coordinate and the mean 'Miles Per Gallon' as the y-coordinate.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,1,4
Could you generate a bar graph with 'Number of Cylinders' as the x-coordinate and the mean 'Miles Per Gallon' as the y-coordinate?,Non-technical-Technical,Implicit-Explicit,command,cars,bar,2,4
You should generate a bar graph with 'Number of Cylinders' as the x-coordinate and the mean 'Miles Per Gallon' as the y-coordinate.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,3,4
Please generate a bar graph with 'Number of Cylinders' as the x-coordinate and the mean 'Miles Per Gallon' as the y-coordinate.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,4,4
I need you to generate a bar graph with 'Number of Cylinders' as the x-coordinate and the mean 'Miles Per Gallon' as the y-coordinate.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,5,4
Fabricate a bar diagram with 'Number of Cylinders' on the abscissa and the arithmetic mean 'Miles Per Gallon' on the ordinate.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,1,5
Could you fabricate a bar diagram with 'Number of Cylinders' on the abscissa and the arithmetic mean 'Miles Per Gallon' on the ordinate?,Non-technical-Technical,Implicit-Explicit,command,cars,bar,2,5
You should fabricate a bar diagram with 'Number of Cylinders' on the abscissa and the arithmetic mean 'Miles Per Gallon' on the ordinate.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,3,5
Please fabricate a bar diagram with 'Number of Cylinders' on the abscissa and the arithmetic mean 'Miles Per Gallon' on the ordinate.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,4,5
I need you to fabricate a bar diagram with 'Number of Cylinders' on the abscissa and the arithmetic mean 'Miles Per Gallon' on the ordinate.,Non-technical-Technical,Implicit-Explicit,command,cars,bar,5,5
"I think it would be cool if you could make a chart, you know, with the cylinders and miles per gallon and stuff.",Subjective-Objective,Implicit-Explicit,command,cars,bar,1,1
"Maybe you could consider making a chart? Like, with cylinders and miles per gallon?",Subjective-Objective,Implicit-Explicit,command,cars,bar,2,1
"I feel like a bar chart would be good, with cylinders on one axis and miles per gallon on the other.",Subjective-Objective,Implicit-Explicit,command,cars,bar,3,1
"I believe a bar chart would be best, with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.",Subjective-Objective,Implicit-Explicit,command,cars,bar,4,1
"In my opinion, a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis would be most effective.",Subjective-Objective,Implicit-Explicit,command,cars,bar,5,1
"You might want to try a chart, with cylinders and miles per gallon.",Subjective-Objective,Implicit-Explicit,command,cars,bar,1,2
How about a chart? You could use cylinders and miles per gallon.,Subjective-Objective,Implicit-Explicit,command,cars,bar,2,2
"It could be beneficial to create a bar chart, with cylinders on one axis and miles per gallon on the other.",Subjective-Objective,Implicit-Explicit,command,cars,bar,3,2
"It would be advisable to create a bar chart, with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.",Subjective-Objective,Implicit-Explicit,command,cars,bar,4,2
It is recommended to create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Subjective-Objective,Implicit-Explicit,command,cars,bar,5,2
"A chart could work, with cylinders and miles per gallon.",Subjective-Objective,Implicit-Explicit,command,cars,bar,1,3
What about a chart? With cylinders and miles per gallon?,Subjective-Objective,Implicit-Explicit,command,cars,bar,2,3
"A bar chart could be useful, with cylinders on one axis and miles per gallon on the other.",Subjective-Objective,Implicit-Explicit,command,cars,bar,3,3
"A bar chart would be suitable, with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.",Subjective-Objective,Implicit-Explicit,command,cars,bar,4,3
A bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis would be appropriate.,Subjective-Objective,Implicit-Explicit,command,cars,bar,5,3
"Chart, cylinders, miles per gallon.",Subjective-Objective,Implicit-Explicit,command,cars,bar,1,4
A chart? Cylinders and miles per gallon.,Subjective-Objective,Implicit-Explicit,command,cars,bar,2,4
"A bar chart, cylinders on one axis, miles per gallon on the other.",Subjective-Objective,Implicit-Explicit,command,cars,bar,3,4
"A bar chart is needed, with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.",Subjective-Objective,Implicit-Explicit,command,cars,bar,4,4
Create a bar chart with 'Number of Cylinders' on the x-axis and the average 'Miles Per Gallon' on the y-axis.,Subjective-Objective,Implicit-Explicit,command,cars,bar,5,4
Chart. Cylinders. Miles per gallon.,Subjective-Objective,Implicit-Explicit,command,cars,bar,1,5
"Chart? Cylinders, miles per gallon.",Subjective-Objective,Implicit-Explicit,command,cars,bar,2,5
"Bar chart. Cylinders on one axis, miles per gallon on the other.",Subjective-Objective,Implicit-Explicit,command,cars,bar,3,5
"Bar chart required. 'Number of Cylinders' on x-axis, average 'Miles Per Gallon' on y-axis.",Subjective-Objective,Implicit-Explicit,command,cars,bar,4,5
Create bar chart. 'Number of Cylinders' x-axis. Average 'Miles Per Gallon' y-axis.,Subjective-Objective,Implicit-Explicit,command,cars,bar,5,5
"It's a bar graph showing how many cylinders cars have and how many miles they can go on a gallon of gas, on average.",Colloquial-Standard,Non-technical-Technical,query,cars,bar,1,1
It's a bar graph showing the average miles per gallon for cars with different numbers of cylinders.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,2,1
It's a bar chart illustrating the correlation between the number of cylinders in a vehicle and its average fuel efficiency.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,3,1
It's a bar chart that represents the average fuel economy in relation to the number of cylinders in a vehicle.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,4,1
It's a bar chart depicting the average fuel consumption rate in miles per gallon for vehicles with varying cylinder counts.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,5,1
"This is a bar chart showing the average miles a car can travel per gallon, grouped by the number of cylinders.",Colloquial-Standard,Non-technical-Technical,query,cars,bar,1,2
This is a bar chart showing the average fuel efficiency for cars with different numbers of cylinders.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,2,2
This is a bar chart that illustrates the relationship between a vehicle's number of cylinders and its average miles per gallon.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,3,2
This is a bar chart that represents the average fuel economy in relation to the number of cylinders in a vehicle.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,4,2
This is a bar chart that depicts the average fuel consumption rate in miles per gallon for vehicles with varying cylinder counts.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,5,2
The bar chart presents the average miles per gallon for cars with different numbers of cylinders.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,1,3
The bar chart presents the average fuel efficiency for cars with different numbers of cylinders.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,2,3
The bar chart illustrates the correlation between the number of cylinders in a vehicle and its average fuel efficiency.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,3,3
The bar chart represents the average fuel economy in relation to the number of cylinders in a vehicle.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,4,3
The bar chart depicts the average fuel consumption rate in miles per gallon for vehicles with varying cylinder counts.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,5,3
"The bar graph delineates the average miles per gallon for cars, categorized by the number of cylinders.",Colloquial-Standard,Non-technical-Technical,query,cars,bar,1,4
"The bar graph delineates the average fuel efficiency for cars, categorized by the number of cylinders.",Colloquial-Standard,Non-technical-Technical,query,cars,bar,2,4
The bar graph illustrates the correlation between the number of cylinders in a vehicle and its average fuel efficiency.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,3,4
The bar graph represents the average fuel economy in relation to the number of cylinders in a vehicle.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,4,4
The bar graph depicts the average fuel consumption rate in miles per gallon for vehicles with varying cylinder counts.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,5,4
"The bar chart delineates the average miles per gallon for automobiles, categorized by the number of cylinders.",Colloquial-Standard,Non-technical-Technical,query,cars,bar,1,5
"The bar chart delineates the average fuel efficiency for automobiles, categorized by the number of cylinders.",Colloquial-Standard,Non-technical-Technical,query,cars,bar,2,5
The bar chart illustrates the correlation between the number of cylinders in an automobile and its average fuel efficiency.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,3,5
The bar chart represents the average fuel economy in relation to the number of cylinders in an automobile.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,4,5
The bar chart depicts the average fuel consumption rate in miles per gallon for automobiles with varying cylinder counts.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,5,5
"""So, we got this bar graph thingy, right? It's about how many cylinders there are and the average miles per gallon. Just my two cents, but it's pretty interesting.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,1,1
"""You know, this bar chart here, it's showing the number of cylinders and the average miles per gallon. I reckon it's pretty neat.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,2,1
"""This bar chart here, it's about the number of cylinders and the average miles per gallon. That's what it is.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,3,1
"""This bar chart, it's presenting the number of cylinders and the average miles per gallon. It's factual.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,4,1
"""The bar chart here, it objectively displays the number of cylinders and the average miles per gallon.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,5,1
"""This bar chart, it's about the number of cylinders and the average miles per gallon. I think it's pretty cool.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,1,2
"""This bar chart, it's showing the number of cylinders and the average miles per gallon. Seems pretty interesting to me.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,2,2
"""This bar chart, it's about the number of cylinders and the average miles per gallon. That's the information it provides.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,3,2
"""This bar chart, it's presenting the number of cylinders and the average miles per gallon. It's quite factual.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,4,2
"""The bar chart here, it objectively displays the number of cylinders and the average miles per gallon.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,5,2
"""This bar chart, it's about the number of cylinders and the average miles per gallon. I personally find it interesting.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,1,3
"""This bar chart, it's showing the number of cylinders and the average miles per gallon. In my opinion, it's quite informative.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,2,3
"""This bar chart, it's about the number of cylinders and the average miles per gallon. That's the information it provides.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,3,3
"""This bar chart, it's presenting the number of cylinders and the average miles per gallon. It's quite factual.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,4,3
"""The bar chart here, it objectively displays the number of cylinders and the average miles per gallon.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,5,3
"""This bar chart, it's about the number of cylinders and the average miles per gallon. I find it quite intriguing.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,1,4
"""This bar chart, it's showing the number of cylinders and the average miles per gallon. I believe it's quite informative.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,2,4
"""This bar chart, it's about the number of cylinders and the average miles per gallon. That's the information it provides.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,3,4
"""This bar chart, it's presenting the number of cylinders and the average miles per gallon. It's quite factual.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,4,4
"""The bar chart here, it objectively displays the number of cylinders and the average miles per gallon.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,5,4
"""This bar chart, it's about the number of cylinders and the average miles per gallon. I find it quite fascinating.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,1,5
"""This bar chart, it's showing the number of cylinders and the average miles per gallon. I believe it's quite informative.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,2,5
"""This bar chart, it's about the number of cylinders and the average miles per gallon. That's the information it provides.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,3,5
"""This bar chart, it's presenting the number of cylinders and the average miles per gallon. It's quite factual.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,4,5
"""The bar chart here, it objectively displays the number of cylinders and the average miles per gallon.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,5,5
"""You know, that graph thingy with the cylinders and the miles per gallon average.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,1,1
"""That bar thing, right? With the cylinder numbers and average miles per gallon.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,2,1
"""It's a bar chart, showing the average miles per gallon for different numbers of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,3,1
"""This is a bar chart, it's showing the average miles per gallon for each number of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,4,1
"""This bar chart represents the average miles per gallon for each number of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,5,1
"""You see that chart with the cylinder numbers and the miles per gallon average?""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,1,2
"""That's a chart, right? Showing the cylinder numbers and average miles per gallon.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,2,2
"""This is a bar chart, it's about the average miles per gallon for different numbers of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,3,2
"""This bar chart is showing the average miles per gallon for each number of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,4,2
"""This bar chart illustrates the average miles per gallon for each number of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,5,2
"""You see the chart with the cylinder count and the average miles per gallon?""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,1,3
"""That's a chart, isn't it? Showing the cylinder count and average miles per gallon.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,2,3
"""This is a bar chart, it's about the average miles per gallon for different cylinder counts.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,3,3
"""This bar chart is showing the average miles per gallon for each cylinder count.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,4,3
"""This bar chart depicts the average miles per gallon for each cylinder count.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,5,3
"""Do you see the chart with the number of cylinders and the average miles per gallon?""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,1,4
"""That's a chart, correct? Displaying the number of cylinders and average miles per gallon.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,2,4
"""This is a bar chart, it's about the average miles per gallon for different numbers of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,3,4
"""This bar chart is showing the average miles per gallon for each number of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,4,4
"""This bar chart demonstrates the average miles per gallon for each number of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,5,4
"""Do you observe the chart with the number of cylinders and the average miles per gallon?""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,1,5
"""That's a chart, correct? It displays the number of cylinders and average miles per gallon.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,2,5
"""This is a bar chart, it's about the average miles per gallon for different numbers of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,3,5
"""This bar chart is showing the average miles per gallon for each number of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,4,5
"""This bar chart precisely illustrates the average miles per gallon for each number of cylinders.""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,5,5
"""This graph shows how many miles a car can go on a gallon of gas, depending on how many cylinders it has. I think it's pretty interesting.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,1,1
"""This graph is about how many miles a car can go on a gallon of gas, depending on how many cylinders it has.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,2,1
"""This graph represents the average miles a car can travel per gallon of gas, based on the number of cylinders.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,3,1
"""This graph provides data on the average miles per gallon for cars with different numbers of cylinders.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,4,1
"""This is a graphical representation of the average miles per gallon in relation to the number of cylinders in a vehicle.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,5,1
"""This bar chart, I believe, shows the average miles per gallon for cars with different numbers of cylinders.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,1,2
"""This bar chart shows the average miles per gallon for cars with different numbers of cylinders.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,2,2
"""This bar chart represents the average miles per gallon for cars with varying numbers of cylinders.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,3,2
"""This bar chart provides data on the average miles per gallon for cars with different numbers of cylinders.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,4,2
"""This bar chart is a graphical representation of the average miles per gallon in relation to the number of cylinders in a vehicle.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,5,2
"""This bar chart, in my opinion, illustrates the correlation between the number of cylinders and the average miles per gallon.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,1,3
"""This bar chart illustrates the correlation between the number of cylinders and the average miles per gallon.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,2,3
"""This bar chart represents the correlation between the number of cylinders and the average miles per gallon.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,3,3
"""This bar chart provides data on the correlation between the number of cylinders and the average miles per gallon.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,4,3
"""This bar chart is a graphical representation of the correlation between the number of cylinders and the average miles per gallon.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,5,3
"""This bar chart, I believe, depicts the relationship between the number of cylinders in a vehicle and its average fuel efficiency.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,1,4
"""This bar chart depicts the relationship between the number of cylinders in a vehicle and its average fuel efficiency.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,2,4
"""This bar chart represents the relationship between the number of cylinders in a vehicle and its average fuel efficiency.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,3,4
"""This bar chart provides data on the relationship between the number of cylinders in a vehicle and its average fuel efficiency.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,4,4
"""This bar chart is a graphical representation of the relationship between the number of cylinders in a vehicle and its average fuel efficiency.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,5,4
"""This bar chart, I believe, quantifies the correlation between the number of cylinders in an automobile and its average fuel economy.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,1,5
"""This bar chart quantifies the correlation between the number of cylinders in an automobile and its average fuel economy.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,2,5
"""This bar chart represents the correlation between the number of cylinders in an automobile and its average fuel economy.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,3,5
"""This bar chart provides data on the correlation between the number of cylinders in an automobile and its average fuel economy.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,4,5
"""This bar chart is a graphical representation of the correlation between the number of cylinders in an automobile and its average fuel economy.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,5,5
"It's a simple graph showing how many miles a car can go on a gallon of gas, depending on how many cylinders it has.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,1,1
It's a graph about car efficiency and engine size.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,2,1
"This is a graph showing the average miles a car can travel per gallon of gas, based on the number of cylinders in the engine.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,3,1
This graph shows the average miles per gallon for cars with different numbers of cylinders.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,4,1
"This bar chart represents the average miles per gallon for cars, categorized by the number of cylinders.",Non-technical-Technical,Implicit-Explicit,query,cars,bar,5,1
