commands,axes,ptypes,dnames,vids,scores
"The bar chart appears to represent the average acceleration of the car, possibly influenced by the number of cylinders. The car's origin may also be relevant.",Subjective-Objective,query,cars,groupedBar,3
What's the usual speed-up of cars depending on where they're from and how many cylinders they got?,Colloquial-Standard,question,cars,groupedBar,1
What's the typical acceleration of cars based on where they're made and the number of cylinders they have?,Colloquial-Standard,question,cars,groupedBar,2
"It seems to me that the average acceleration of cars might vary depending on their origin and number of cylinders, wouldn't you agree?",Subjective-Objective,question,cars,groupedBar,3
"I think you should make a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, and it would look really cool if you color-coded it by 'Origin'.",Subjective-Objective,command,cars,stackedBar,1
"Draw a bar graph where 'Cylinders' is on the bottom line and the number of records is on the side line, and use different colors to show each 'Origin'.",Non-technical-Technical,command,cars,stackedBar,2
"A bar chart can be created with 'Cylinders' on the x-axis and the count of records on the y-axis, and it can be color-coded by 'Origin'.",Subjective-Objective,command,cars,stackedBar,4
Let's make a bar chart showing 'Cylinders' and the count of records. We could use different colors for each 'Origin'.,Implicit-Explicit,command,cars,stackedBar,3
"I suggest you create a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, and it might be helpful to color-code it by 'Origin'.",Subjective-Objective,command,cars,stackedBar,2
"You could create a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, possibly color-coded by 'Origin'.",Subjective-Objective,command,cars,stackedBar,3
"You know, it might be interesting to see how 'Cylinders' and the count of records relate. Maybe use colors to show 'Origin'?",Implicit-Explicit,command,cars,stackedBar,1
Please make a bar chart. 'Cylinders' should be on the x-axis and the count of records on the y-axis. Use colors to represent different 'Origins'.,Implicit-Explicit,command,cars,stackedBar,4
"Develop a bar chart with 'Cylinders' as the x-axis and the count of records as the y-axis, and apply color-coding according to 'Origin'.",Colloquial-Standard,command,cars,stackedBar,4
"Construct a bar chart with 'Cylinders' on the x-axis and the tally of records on the y-axis, and differentiate by color based on 'Origin'.",Colloquial-Standard,command,cars,stackedBar,3
"Create a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, color-coded by 'Origin'.",Subjective-Objective,command,cars,stackedBar,5
"Make a bar graph with 'Cylinders' on the bottom line and the number of records on the side line, and color it by 'Origin'.",Colloquial-Standard,command,cars,stackedBar,1
"Generate a bar chart with 'Cylinders' represented on the x-axis and the quantity of records on the y-axis, with each 'Origin' distinguished by a unique color.",Colloquial-Standard,command,cars,stackedBar,5
"Render a bar chart with 'Cylinders' as the independent variable on the x-axis and the count of records as the dependent variable on the y-axis, with each 'Origin' delineated by a unique color scheme.",Non-technical-Technical,command,cars,stackedBar,5
I need a bar chart. The x-axis should be 'Cylinders' and the y-axis should be the count of records. Each 'Origin' should be represented by a different color.,Implicit-Explicit,command,cars,stackedBar,5
"We have a bar chart here, it represents 'Cylinders' by the count of records, and the color indicates 'Origin'.",Colloquial-Standard,query,cars,stackedBar,3
"The bar chart of 'Cylinders' displays the count of records, with color differentiation for 'Origin'.",Subjective-Objective,query,cars,stackedBar,5
"The bar chart of 'Cylinders' provides a clear representation of the count of records, with the color indicating 'Origin'.",Subjective-Objective,query,cars,stackedBar,4
"In my opinion, the bar chart of 'Cylinders' is quite informative, particularly when you consider the count of records and the color for 'Origin'.",Subjective-Objective,query,cars,stackedBar,2
"A visual representation of 'Cylinders' quantity, with color differentiation for their 'Origin'.",Non-technical-Technical,query,cars,stackedBar,3
This is a bar chart that clearly shows the count of records for 'Cylinders'. Each 'Origin' is represented by a different color on the chart.,Implicit-Explicit,query,cars,stackedBar,5
"A graph showing the number of 'Cylinders', with different colors representing their 'Origin'.",Non-technical-Technical,query,cars,stackedBar,2
"I think the bar chart of 'Cylinders' is really interesting, especially when you look at the count of records and the color for 'Origin'.",Subjective-Objective,query,cars,stackedBar,1
"Could you please inform me of the quantity of records for each category of 'Cylinders', differentiated by 'Origin'?",Colloquial-Standard,question,cars,stackedBar,5
"I think it would be interesting to see the count of records for each 'Cylinders' category, and how they are distinguished by 'Origin'.",Subjective-Objective,question,cars,stackedBar,2
"I'm really curious to know the number of records for each 'Cylinders' category, and how they vary by 'Origin'. It's fascinating, isn't it?",Subjective-Objective,question,cars,stackedBar,1
"What's the count of each type of 'Cylinders', and how are they grouped by 'Origin'?",Non-technical-Technical,question,cars,stackedBar,3
"I suggest you create a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and it might be interesting to color the points based on ""Origin"".",Subjective-Objective,command,cars,scatterColor,2
"You could create a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and consider coloring the points based on ""Origin"".",Subjective-Objective,command,cars,scatterColor,3
"Make a dot picture with ""how much it moves"" on the side-to-side line and ""how far it goes on a gallon"" on the up-and-down line, and use different colors for the dots depending on ""where it comes from"".",Non-technical-Technical,command,cars,scatterColor,1
"Make a dot chart with ""Displacement"" on the horizontal line and ""MPG"" on the vertical line, and color the dots based on where they come from.",Colloquial-Standard,command,cars,scatterColor,2
"I need you to create a point chart. The x-axis should be labeled ""Displacement"", the y-axis should be labeled ""MPG"", and the points on the chart should be colored based on their ""Origin"".",Implicit-Explicit,command,cars,scatterColor,5
"Maybe we could have a chart, with ""Displacement"" somewhere on the horizontal line, ""MPG"" somewhere on the vertical, and ""Origin"" influencing the color of the points?",Implicit-Explicit,command,cars,scatterColor,2
"Plot a graph with ""Displacement"" on the x-axis and ""Miles Per Gallon (MPG)"" on the y-axis, and differentiate the data points by coloring them according to their ""Origin"".",Non-technical-Technical,command,cars,scatterColor,4
"Construct a graph with ""Displacement"" on the horizontal axis and ""Miles Per Gallon"" on the vertical axis, and color the dots based on the ""Origin"" of the car.",Non-technical-Technical,command,cars,scatterColor,3
"I think you should make a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and it would be really cool if you colored the points based on ""Origin"".",Subjective-Objective,command,cars,scatterColor,1
"Make a graph with ""movement"" on the horizontal line and ""miles per gallon"" on the vertical line, and use different colors for the dots depending on ""where it's made"".",Non-technical-Technical,command,cars,scatterColor,2
"Please make a chart. ""Displacement"" should be on the x-axis, ""MPG"" on the y-axis, and the points should be colored according to ""Origin"".",Implicit-Explicit,command,cars,scatterColor,4
"Whip up a dot chart with ""Displacement"" on the side-to-side and ""MPG"" on the up-and-down, and slap some color on the dots based on where they're from.",Colloquial-Standard,command,cars,scatterColor,1
"Generate a scatter plot with ""Displacement"" as the independent variable on the x-axis and ""Miles Per Gallon (MPG)"" as the dependent variable on the y-axis, and apply a color gradient to the data points based on the categorical variable ""Origin"".",Non-technical-Technical,command,cars,scatterColor,5
"Construct a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and color the points according to their ""Origin"".",Colloquial-Standard,command,cars,scatterColor,3
"Create a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and color the points based on ""Origin"".",Subjective-Objective,command,cars,scatterColor,5
"Please create a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and color the points according to their ""Origin"".",Colloquial-Standard,command,cars,scatterColor,4
"How about a chart with ""Displacement"" and ""MPG"" as the main elements, and a touch of ""Origin"" for color?",Implicit-Explicit,command,cars,scatterColor,1
"A point chart can be created with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and the points could be colored based on ""Origin"".",Subjective-Objective,command,cars,scatterColor,4
"It would be appreciated if you could construct a point chart with ""Displacement"" represented on the x-axis and ""MPG"" on the y-axis, and color the points in accordance with their respective ""Origin"".",Colloquial-Standard,command,cars,scatterColor,5
"I think the point chart of ""Displacement"" vs ""MPG"", color-coded by ""Origin"" is a brilliant way to visualize the data.",Subjective-Objective,query,cars,scatterColor,1
"The chart delineates the correlation between ""Displacement"" and ""MPG"", with the variable ""Origin"" represented through color differentiation.",Colloquial-Standard,query,cars,scatterColor,5
"A graph showing the relationship between ""Displacement"" and ""MPG"", with different colors indicating their ""Origin"".",Non-technical-Technical,query,cars,scatterColor,2
"A scatter plot delineating the correlation between ""Displacement"" and ""MPG"", with color differentiation signifying ""Origin"".",Non-technical-Technical,query,cars,scatterColor,5
How does the gas mileage change with the size of the car's engine for cars from different places?,Non-technical-Technical,question,cars,scatterColor,1
"How does the ""miles per gallon"" change with ""engine size"" for different ""places it's made""?",Colloquial-Standard,question,cars,scatterColor,1
How does the miles per gallon change with the engine displacement for cars from different origins?,Non-technical-Technical,question,cars,scatterColor,3
"What's the relationship between ""MPG"" and ""Displacement"" across various ""Origins""?",Implicit-Explicit,question,cars,scatterColor,1
"How does the ""miles per gallon"" fluctuate with ""displacement"" for different ""origins""?",Colloquial-Standard,question,cars,scatterColor,3
"Could you create a point chart? Use 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Colloquial-Standard,command,cars,scatterFaceted,3
"You know that data we have on 'Origin', 'Weight', and 'Acceleration'? How about we visualize it? Maybe a point chart would do the trick.",Implicit-Explicit,command,cars,scatterFaceted,1
"Let's think about a point chart for our data. 'Origin' could be a good column, and maybe 'Weight' and 'Acceleration' could be our axes.",Implicit-Explicit,command,cars,scatterFaceted,2
"I request you to generate a point chart, assigning 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Colloquial-Standard,command,cars,scatterFaceted,5
"Make a point chart, with 'Origin' as the column, 'Weight' on the x-axis, and 'Acceleration' on the y-axis.",Colloquial-Standard,command,cars,scatterFaceted,2
"We should consider making a point chart. We could use 'Origin' as the column, and 'Weight' and 'Acceleration' as the axes.",Implicit-Explicit,command,cars,scatterFaceted,3
"Create a point chart. Use 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Implicit-Explicit,command,cars,scatterFaceted,5
"I think you should make a point chart where 'Origin' is the column, 'Weight' is the x-axis, and 'Acceleration' is the y-axis. It's the best way to visualize the data.",Subjective-Objective,command,cars,scatterFaceted,1
"Construct a point chart. Use 'Origin' as the column, 'Weight' as the horizontal axis, and 'Acceleration' as the vertical axis.",Non-technical-Technical,command,cars,scatterFaceted,4
"Construct a dot graph. Use 'Origin' as the column, 'Weight' as the side-to-side measurement, and 'Acceleration' as the up-and-down measurement.",Non-technical-Technical,command,cars,scatterFaceted,3
"Please construct a point chart, designating 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Colloquial-Standard,command,cars,scatterFaceted,4
"Make a dot graph using 'Where it's from' for the up and down, 'How heavy it is' for the left and right, and 'How fast it gets going' for the depth.",Non-technical-Technical,command,cars,scatterFaceted,1
"It seems to me that a point chart with 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis would be a suitable choice.",Subjective-Objective,command,cars,scatterFaceted,3
"A point chart with 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis would be an effective way to present the data.",Subjective-Objective,command,cars,scatterFaceted,4
"Generate a scatter plot with 'Origin' as the categorical variable, 'Weight' as the independent variable on the x-axis, and 'Acceleration' as the dependent variable on the y-axis.",Non-technical-Technical,command,cars,scatterFaceted,5
"I feel like it would be a good idea to create a point chart with 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Subjective-Objective,command,cars,scatterFaceted,2
"I suggest we create a point chart. Use 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Implicit-Explicit,command,cars,scatterFaceted,4
"Make a dot graph. Use 'Where it comes from' as the column, 'How much it weighs' as the side-to-side, and 'How quickly it speeds up' as the up-and-down.",Non-technical-Technical,command,cars,scatterFaceted,2
"Create a point chart with 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Subjective-Objective,command,cars,scatterFaceted,5
"Please refer to the chart, specifically the 'Origin' column, 'Weight' on the x-axis, and 'Acceleration' on the y-axis.",Colloquial-Standard,query,cars,scatterFaceted,4
"To me, the point chart with the 'Origin' column, 'Weight' on the x-axis, and 'Acceleration' on the y-axis seems a bit complex.",Subjective-Objective,query,cars,scatterFaceted,2
"The point chart is organized with the 'Origin' column, 'Weight' on the x-axis, and 'Acceleration' on the y-axis.",Subjective-Objective,query,cars,scatterFaceted,4
"The chart shows where things start, how heavy they are along the bottom, and how fast they speed up along the side.",Non-technical-Technical,query,cars,scatterFaceted,1
"The scatter plot delineates 'Origin' in a columnar format, 'Weight' on the abscissa, and 'Acceleration' on the ordinate.",Non-technical-Technical,query,cars,scatterFaceted,5
"Kindly direct your attention to the chart, particularly the 'Origin' column, 'Weight' represented on the x-axis, and 'Acceleration' on the y-axis.",Colloquial-Standard,query,cars,scatterFaceted,5
"The point chart includes an 'Origin' column, with 'Weight' plotted on the x-axis and 'Acceleration' on the y-axis.",Non-technical-Technical,query,cars,scatterFaceted,4
"Look at the chart, focus on where it all starts, and consider the weight and acceleration.",Implicit-Explicit,query,cars,scatterFaceted,1
"The chart has an 'Origin' column, with 'Weight' plotted on the x-axis and 'Acceleration' on the y-axis.",Implicit-Explicit,query,cars,scatterFaceted,4
"The point chart has the 'Origin' column, 'Weight' on the x-axis, and 'Acceleration' on the y-axis. It's neither too simple nor too complex.",Subjective-Objective,query,cars,scatterFaceted,3
"The point chart consists of an 'Origin' column, 'Weight' on the x-axis, and 'Acceleration' on the y-axis.",Subjective-Objective,query,cars,scatterFaceted,5
"Check out the chart, specifically the 'Origin' and how 'Weight' and 'Acceleration' are plotted.",Implicit-Explicit,query,cars,scatterFaceted,2
"What's the chart saying with 'Origin' in the column, 'Weight' on the x, and 'Acceleration' on the y?",Colloquial-Standard,question,cars,scatterFaceted,1
"I'm not sure, but it seems like the point chart with 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis might be trying to show a correlation between weight and acceleration.",Subjective-Objective,question,cars,scatterFaceted,2
"Plot a line chart with 'Year' as the x-axis and the mean value of 'Horsepower' as the y-axis, and differentiate 'Origin' by using different colors.",Non-technical-Technical,command,cars,multiLine,4
"Draw a line graph with 'Year' on the horizontal line and the average of 'AVG (Horsepower)' on the vertical line, and use different colors for 'Origin'.",Colloquial-Standard,command,cars,multiLine,2
You could create a line chart with 'Year' on the x-axis and the mean of 'AVG (Horsepower)' on the y-axis. Consider coloring it by 'Origin'.,Subjective-Objective,command,cars,multiLine,3
"Construct a line graph with 'Year' as the horizontal axis and the mean of 'AVG (Horsepower)' as the vertical axis, and differentiate 'Origin' by color.",Colloquial-Standard,command,cars,multiLine,3
"Construct a graph with 'Year' as the horizontal line and the average of 'Horsepower' as the vertical line, and use different colors to represent different 'Origins'.",Non-technical-Technical,command,cars,multiLine,3
"Please make a line chart. Use 'Year' for the x-axis and the mean of 'AVG (Horsepower)' for the y-axis. Also, color the chart by 'Origin'.",Implicit-Explicit,command,cars,multiLine,4
"Draw a graph with years along the bottom and the average horsepower up the side, and use different colors for each origin.",Non-technical-Technical,command,cars,multiLine,2
I suggest you create a line chart with 'Year' on the x-axis and the mean of 'AVG (Horsepower)' on the y-axis. It might be interesting if you colored it by 'Origin'.,Subjective-Objective,command,cars,multiLine,2
How about we visualize the average horsepower over the years? We could use a line chart and maybe add some color to show where the cars come from.,Implicit-Explicit,command,cars,multiLine,2
"I think you should make a line chart, and it would look really good if you put 'Year' on the x-axis and the average of 'AVG (Horsepower)' on the y-axis. And, in my opinion, it would be really cool if you colored it by 'Origin'.",Subjective-Objective,command,cars,multiLine,1
Construct a line chart. The x-axis should represent 'Year'. The y-axis should represent the mean of 'AVG (Horsepower)'. The color of the lines should indicate 'Origin'.,Implicit-Explicit,command,cars,multiLine,5
"Generate a line chart with 'Year' as the independent variable and the mean of 'AVG (Horsepower)' as the dependent variable, with the data points differentiated by the categorical variable 'Origin'.",Non-technical-Technical,command,cars,multiLine,5
"Create a line chart with 'Year' on the x-axis and the mean of 'AVG (Horsepower)' on the y-axis, colored by 'Origin'.",Subjective-Objective,command,cars,multiLine,5
"A line chart illustrating the mean horsepower of vehicles over a period of time, differentiated by color coding based on the country of origin.",Non-technical-Technical,query,cars,multiLine,4
"This is a line chart that represents the mean horsepower over the years, with the origin of the cars indicated by different colors.",Colloquial-Standard,query,cars,multiLine,4
"It's a graph, with years on one axis and average horsepower on the other. The colors tell you where the cars come from.",Implicit-Explicit,query,cars,multiLine,1
"A line chart depicting the temporal progression of the mean value of horsepower, with the variable 'Origin' represented through color differentiation.",Non-technical-Technical,query,cars,multiLine,5
The line chart explicitly displays the mean value of horsepower (AVG Horsepower) for each year on the x-axis. The color of each line corresponds to the origin of the car.,Implicit-Explicit,query,cars,multiLine,5
"This is a line chart depicting the mean value of horsepower over a series of years, differentiated by color according to the origin of the vehicles.",Colloquial-Standard,query,cars,multiLine,5
"It's a graph showing the average horsepower over the years, and it's color-coded by where the car's from.",Colloquial-Standard,query,cars,multiLine,1
How's the average horsepower changing over time for different places?,Colloquial-Standard,question,cars,multiLine,1
Can you tell me how the average horsepower changes over the years for different origins?,Implicit-Explicit,question,cars,multiLine,4
What is the trend in the average horsepower over the years for different origins?,Implicit-Explicit,question,cars,multiLine,3
It seems that the average horsepower of cars from different origins may have changed over the years. Can we check this?,Subjective-Objective,question,cars,multiLine,3
Examine the variation in the mean of 'AVG (Horsepower)' over the years for different origins.,Subjective-Objective,question,cars,multiLine,5
