sentences,axes,ptypes,dnames,vids,scores
"I think we should make a chart. Put ""Horsepower"" on the x-axis and ""Acceleration"" on the y-axis.",Implicit-Explicit,command,cars,scatter,4
"Please make a chart. ""Horsepower"" should be on the x-axis and ""Acceleration"" on the y-axis.",Implicit-Explicit,command,cars,scatter,5
"It's like, a graph with horsepower on the bottom line and acceleration going up the side.",Colloquial-Standard,query,cars,scatter,1
"It's a graph, right? Horsepower's on the horizontal and acceleration's on the vertical.",Colloquial-Standard,query,cars,scatter,2
This is a graph with horsepower on the x-axis and acceleration on the y-axis.,Colloquial-Standard,query,cars,scatter,3
"This represents a graph, with horsepower plotted along the x-axis and acceleration along the y-axis.",Colloquial-Standard,query,cars,scatter,4
This is a graphical representation where the x-axis denotes horsepower and the y-axis signifies acceleration.,Colloquial-Standard,query,cars,scatter,5
It's a graph with horsepower on the bottom line and acceleration on the side line.,Non-technical-Technical,query,cars,scatter,1
It's a simple graph where horsepower is on the horizontal line and acceleration is on the vertical line.,Non-technical-Technical,query,cars,scatter,2
It's a graph where the horizontal axis represents horsepower and the vertical axis represents acceleration.,Non-technical-Technical,query,cars,scatter,3
It's a graphical representation where the x-axis denotes horsepower and the y-axis denotes acceleration.,Non-technical-Technical,query,cars,scatter,4
It's a Cartesian coordinate system graph where the abscissa represents horsepower and the ordinate represents acceleration.,Non-technical-Technical,query,cars,scatter,5
"I think this chart is showing horsepower on the x-axis and acceleration on the y-axis, which is a pretty interesting way to look at it.",Subjective-Objective,query,cars,scatter,1
It seems to me that the chart is using horsepower as the x-axis and acceleration as the y-axis.,Subjective-Objective,query,cars,scatter,2
The chart appears to have horsepower on the x-axis and acceleration on the y-axis.,Subjective-Objective,query,cars,scatter,3
The chart has horsepower on the x-axis and acceleration on the y-axis.,Subjective-Objective,query,cars,scatter,4
The chart presents horsepower on the x-axis and acceleration on the y-axis.,Subjective-Objective,query,cars,scatter,5
"Think about a graph, with one thing on the horizontal and another on the vertical.",Implicit-Explicit,query,cars,scatter,1
"Imagine a chart, where one axis represents power and the other speed.",Implicit-Explicit,query,cars,scatter,2
"We're looking at a chart here, where the horizontal axis is horsepower and the vertical is acceleration.",Implicit-Explicit,query,cars,scatter,3
The chart in question has horsepower on the x-axis and acceleration on the y-axis.,Implicit-Explicit,query,cars,scatter,4
The chart clearly displays horsepower on the x-axis and acceleration on the y-axis.,Implicit-Explicit,query,cars,scatter,5
"How's the graph for ""Horsepower"" against ""Acceleration"" looking?",Colloquial-Standard,question,cars,scatter,1
"What's the graph of ""Horsepower"" versus ""Acceleration"" like?",Colloquial-Standard,question,cars,scatter,2
"Can you show me the graph of ""Horsepower"" versus ""Acceleration""?",Colloquial-Standard,question,cars,scatter,3
"Could you describe the graph representing ""Horsepower"" against ""Acceleration""?",Colloquial-Standard,question,cars,scatter,4
"Would you kindly illustrate the graphical representation of ""Horsepower"" in relation to ""Acceleration""?",Colloquial-Standard,question,cars,scatter,5
Can you show me what happens when we compare the power of the car to how fast it speeds up?,Non-technical-Technical,question,cars,scatter,1
Can you show me a simple graph comparing the car's power to its speed increase?,Non-technical-Technical,question,cars,scatter,2
Can you illustrate the relationship between a car's horsepower and its acceleration?,Non-technical-Technical,question,cars,scatter,3
Can you provide a graphical representation of the correlation between horsepower and acceleration?,Non-technical-Technical,question,cars,scatter,4
Can you generate a scatter plot illustrating the correlation coefficient between the variables of horsepower and acceleration?,Non-technical-Technical,question,cars,scatter,5
"I'm really curious to see what the point chart of ""Horsepower"" versus ""Acceleration"" looks like, I bet it's fascinating!",Subjective-Objective,question,cars,scatter,1
"I wonder what the point chart of ""Horsepower"" versus ""Acceleration"" looks like, it could be quite interesting.",Subjective-Objective,question,cars,scatter,2
"Can we take a look at the point chart of ""Horsepower"" versus ""Acceleration""?",Subjective-Objective,question,cars,scatter,3
"Could we examine the point chart of ""Horsepower"" versus ""Acceleration""?",Subjective-Objective,question,cars,scatter,4
"Please present the point chart of ""Horsepower"" versus ""Acceleration"".",Subjective-Objective,question,cars,scatter,5
"Any thoughts on the relationship between ""Horsepower"" and ""Acceleration""?",Implicit-Explicit,question,cars,scatter,1
"Can you give me an idea about the correlation between ""Horsepower"" and ""Acceleration""?",Implicit-Explicit,question,cars,scatter,2
"Could you describe the graph showing ""Horsepower"" against ""Acceleration""?",Implicit-Explicit,question,cars,scatter,3
"Can you show me the graph that plots ""Horsepower"" versus ""Acceleration""?",Implicit-Explicit,question,cars,scatter,4
"Please provide the graph that illustrates the relationship between ""Horsepower"" and ""Acceleration"".",Implicit-Explicit,question,cars,scatter,5
Whip up a line graph with 'Year' on the bottom line and the average of 'AVG (Weight)' on the side line.,Colloquial-Standard,command,cars,line,1
Make a line graph with 'Year' on the horizontal line and the average of 'AVG (Weight)' on the vertical line.,Colloquial-Standard,command,cars,line,2
Construct a line chart with 'Year' on the x-axis and the average of 'AVG (Weight)' on the y-axis.,Colloquial-Standard,command,cars,line,3
Generate a line chart with 'Year' as the x-axis and the mean of 'AVG (Weight)' as the y-axis.,Colloquial-Standard,command,cars,line,4
Fabricate a line chart with 'Year' designated as the x-axis and the mean of 'AVG (Weight)' designated as the y-axis.,Colloquial-Standard,command,cars,line,5
Make a simple graph with 'Year' going across the bottom and the average of 'Weight' going up the side.,Non-technical-Technical,command,cars,line,1
Draw a graph with 'Year' along the bottom and the average of 'Weight' going up.,Non-technical-Technical,command,cars,line,2
Construct a graph with 'Year' as the horizontal reference and the average of 'Weight' as the vertical reference.,Non-technical-Technical,command,cars,line,3
Plot a line graph with 'Year' as the independent variable and the mean of 'Weight' as the dependent variable.,Non-technical-Technical,command,cars,line,4
Generate a linear plot with 'Year' as the abscissa and the arithmetic mean of 'AVG (Weight)' as the ordinate.,Non-technical-Technical,command,cars,line,5
I think you should make a line chart with 'Year' on the x-axis and the average of 'AVG (Weight)' on the y-axis. It would look really good.,Subjective-Objective,command,cars,line,1
I suggest you create a line chart with 'Year' on the x-axis and the mean of 'AVG (Weight)' on the y-axis. It seems like a good idea.,Subjective-Objective,command,cars,line,2
Maybe you could create a line chart with 'Year' on the x-axis and the mean of 'AVG (Weight)' on the y-axis.,Subjective-Objective,command,cars,line,3
You should create a line chart with 'Year' on the x-axis and the mean of 'AVG (Weight)' on the y-axis.,Subjective-Objective,command,cars,line,4
Create a line chart with 'Year' on the x-axis and the mean of 'AVG (Weight)' on the y-axis.,Subjective-Objective,command,cars,line,5
"You know, it might be interesting to see how the average weight changes over the years.",Implicit-Explicit,command,cars,line,1
How about we visualize the average weight over the years?,Implicit-Explicit,command,cars,line,2
Can you show the average weight changes over the years in a line chart?,Implicit-Explicit,command,cars,line,3
Please make a line chart showing the average weight changes over the years.,Implicit-Explicit,command,cars,line,4
I need a line chart. The x-axis should be 'Year' and the y-axis should be the mean of 'AVG (Weight)'.,Implicit-Explicit,command,cars,line,5
"Graph thingy, Year, average of the average weight",Colloquial-Standard,query,cars,line,1
"Line graph, Year, average of average weight",Colloquial-Standard,query,cars,line,2
"Line chart, Year, mean of average weight",Colloquial-Standard,query,cars,line,3
"Line diagram, Year, mean of the average weight",Colloquial-Standard,query,cars,line,4
"Linear graph, Year, arithmetic mean of the average weight",Colloquial-Standard,query,cars,line,5
A simple graph showing the average weight for each year.,Non-technical-Technical,query,cars,line,1
A graph that shows the average weight for each year.,Non-technical-Technical,query,cars,line,2
A line graph representing the yearly average weight.,Non-technical-Technical,query,cars,line,3
A line chart illustrating the annual mean of weight.,Non-technical-Technical,query,cars,line,4
A line chart depicting the annual mean of the variable AVG (Weight).,Non-technical-Technical,query,cars,line,5
I feel like this line chart is showing us the average weight for each year.,Subjective-Objective,query,cars,line,1
It seems to me that this line chart is representing the average weight for each year.,Subjective-Objective,query,cars,line,2
This line chart appears to represent the average weight for each year.,Subjective-Objective,query,cars,line,3
This line chart represents the average weight for each year.,Subjective-Objective,query,cars,line,4
The line chart presents the annual mean of average weight.,Subjective-Objective,query,cars,line,5
"The line's journey over time, with weight in the balance.",Implicit-Explicit,query,cars,line,1
"The line's path through the years, reflecting the average weight.",Implicit-Explicit,query,cars,line,2
The line chart shows the average weight over the years.,Implicit-Explicit,query,cars,line,3
The line chart represents the yearly average weight.,Implicit-Explicit,query,cars,line,4
The line chart clearly displays the mean of the average weight for each year.,Implicit-Explicit,query,cars,line,5
What's the line graph of the average weight over the years showing?,Colloquial-Standard,question,cars,line,1
What's the line chart showing about the average weight over the years?,Colloquial-Standard,question,cars,line,2
Can you tell what the line chart is showing for the average weight over the years?,Colloquial-Standard,question,cars,line,3
Could you interpret what the line chart of the average weight over the years is indicating?,Colloquial-Standard,question,cars,line,4
Would you be able to elucidate what the line chart of the mean of 'AVG (Weight)' over 'Year' is demonstrating?,Colloquial-Standard,question,cars,line,5
What does the simple graph showing the average weight over the years tell us?,Non-technical-Technical,question,cars,line,1
What can we understand from the graph that shows the average weight over the years?,Non-technical-Technical,question,cars,line,2
What does the graph that plots the average weight against the years indicate?,Non-technical-Technical,question,cars,line,3
What does the line graph representing the yearly average weight illustrate?,Non-technical-Technical,question,cars,line,4
What does the line chart of the mean of 'AVG (Weight)' over 'Year' depict?,Non-technical-Technical,question,cars,line,5
What do you think the line chart of the average weight over the years is trying to tell us?,Subjective-Objective,question,cars,line,1
What's your take on what the line chart of the average weight over the years is showing?,Subjective-Objective,question,cars,line,2
What does the line chart of the average weight over the years seem to indicate?,Subjective-Objective,question,cars,line,3
What information does the line chart of the average weight over the years provide?,Subjective-Objective,question,cars,line,4
What data is presented in the line chart of the average weight over the years?,Subjective-Objective,question,cars,line,5
Any thoughts on what the line chart might be suggesting about the average weight over the years?,Implicit-Explicit,question,cars,line,1
What do you think the line chart is trying to tell us about the average weight over time?,Implicit-Explicit,question,cars,line,2
Can you interpret what the line chart of the average weight over the years is showing?,Implicit-Explicit,question,cars,line,3
What is the line chart showing about the trend of average weight over the years?,Implicit-Explicit,question,cars,line,4
Please explain the trend of 'AVG (Weight)' over 'Year' as shown in the line chart.,Implicit-Explicit,question,cars,line,5
"Whip up a bar graph showing the average speed-up of cars, depending on where they're from and how many cylinders they got.",Colloquial-Standard,command,cars,groupedBar,1
"Make a bar graph that shows the average speed increase of cars, based on where they come from and their cylinder count.",Colloquial-Standard,command,cars,groupedBar,2
"Can you put together a bar chart that displays the average acceleration of cars, considering their origin and number of cylinders?",Colloquial-Standard,command,cars,groupedBar,3
"Construct a bar chart illustrating the average acceleration of cars, taking into account their origin and the number of cylinders they possess.",Colloquial-Standard,command,cars,groupedBar,4
"Please generate a bar chart that delineates the average acceleration of automobiles, contingent upon their place of origin and the quantity of cylinders they encompass.",Colloquial-Standard,command,cars,groupedBar,5
"Make a simple graph showing how fast different cars speed up, depending on where they're from and how many cylinders they have.",Non-technical-Technical,command,cars,groupedBar,1
"Draw a graph that shows the average speed increase of cars, grouped by where they were made and how many cylinders they have.",Non-technical-Technical,command,cars,groupedBar,2
"Construct a graph that illustrates the average rate of acceleration for cars, categorized by their place of manufacture and the number of cylinders they possess.",Non-technical-Technical,command,cars,groupedBar,3
"Develop a bar chart that represents the mean acceleration of automobiles, differentiated by their origin and the quantity of cylinders they contain.",Non-technical-Technical,command,cars,groupedBar,4
"Generate a bar diagram that delineates the mean acceleration of automotive vehicles, segregated on the basis of their provenance and the count of cylinders they incorporate.",Non-technical-Technical,command,cars,groupedBar,5
"I think you should make a bar chart showing the average acceleration of cars, and it should be based on where they come from and how many cylinders they have.",Subjective-Objective,command,cars,groupedBar,1
"I feel it would be beneficial to create a bar chart that displays the average acceleration of cars, taking into account their origin and number of cylinders.",Subjective-Objective,command,cars,groupedBar,2
"It might be a good idea to create a bar chart that shows the average acceleration of cars, considering their origin and number of cylinders.",Subjective-Objective,command,cars,groupedBar,3
"You should create a bar chart that represents the average acceleration of cars, based on their origin and number of cylinders.",Subjective-Objective,command,cars,groupedBar,4
"Create a bar chart that represents the average acceleration of cars, categorized by their origin and number of cylinders.",Subjective-Objective,command,cars,groupedBar,5
"How about we visualize the car data? Maybe something that shows the relationship between where they're from and their cylinders, with a focus on acceleration?",Implicit-Explicit,command,cars,groupedBar,1
Could you maybe put together a visual representation of the car data? Perhaps something that shows acceleration averages in relation to where the cars are from and their number of cylinders?,Implicit-Explicit,command,cars,groupedBar,2
"Can you make a visual representation, like a bar chart, that shows the average acceleration of cars? It should be based on where the cars are from and how many cylinders they have.",Implicit-Explicit,command,cars,groupedBar,3
Please make a bar chart that shows the average acceleration of cars. The data should be grouped by the car's origin and the number of cylinders it has.,Implicit-Explicit,command,cars,groupedBar,4
"Construct a bar chart that clearly displays the average acceleration of cars, categorized by their origin and number of cylinders.",Implicit-Explicit,command,cars,groupedBar,5
"Graph thingy, how fast it picks up speed, where the car comes from, how many cylinder thingies it got.",Colloquial-Standard,query,cars,groupedBar,1
"Graph, how quick it speeds up, where the car's from, how many cylinders it's got.",Colloquial-Standard,query,cars,groupedBar,2
"Bar graph, speed increase, car's origin, number of cylinders.",Colloquial-Standard,query,cars,groupedBar,3
"Bar diagram, rate of acceleration, car's provenance, cylinder count.",Colloquial-Standard,query,cars,groupedBar,4
"Bar graph representation, average rate of acceleration, provenance of the automobile, quantity of cylinders.",Colloquial-Standard,query,cars,groupedBar,5
"A simple graph, average speed up, where the car comes from, how many parts that make the car go.",Non-technical-Technical,query,cars,groupedBar,1
"A basic graph, average speed increase, where the car was made, how many cylinders in the car.",Non-technical-Technical,query,cars,groupedBar,2
"A bar graph, average rate of speed increase, car's manufacturing location, number of cylinders in the car.",Non-technical-Technical,query,cars,groupedBar,3
"A bar chart, mean acceleration, car's place of origin, count of cylinders in the car.",Non-technical-Technical,query,cars,groupedBar,4
"A bar chart representation, average acceleration, vehicle's point of origin, number of combustion cylinders.",Non-technical-Technical,query,cars,groupedBar,5
"I feel like the bar chart is showing us the average acceleration of the car, which I think is related to the number of cylinders it has. I believe the car's origin also plays a part in this.",Subjective-Objective,query,cars,groupedBar,1
"It seems to me that the bar chart is trying to depict the average acceleration of the car, which might be influenced by the number of cylinders it has. The car's origin could also be a factor.",Subjective-Objective,query,cars,groupedBar,2
"The bar chart appears to represent the average acceleration of the car, possibly influenced by the number of cylinders. The car's origin may also be relevant.",Subjective-Objective,query,cars,groupedBar,3
"The bar chart represents the average acceleration of the car, which is likely influenced by the number of cylinders. The car's origin is also included in the data.",Subjective-Objective,query,cars,groupedBar,4
"The bar chart displays the average acceleration of the car, correlating with the number of cylinders. The origin of the car is also represented.",Subjective-Objective,query,cars,groupedBar,5
"You know, the thing with the bars and the car's start point, the average speed up, and the cylinder count.",Implicit-Explicit,query,cars,groupedBar,1
"The chart with the bars, the average speed increase, where the car comes from, and how many cylinders it has.",Implicit-Explicit,query,cars,groupedBar,2
"The bar chart, the average increase in speed, the car's origin, and the number of cylinders.",Implicit-Explicit,query,cars,groupedBar,3
"The bar chart represents the average acceleration, the origin of the car, and the number of cylinders.",Implicit-Explicit,query,cars,groupedBar,4
"The bar chart clearly illustrates the average acceleration of the car, the origin of the car, and the exact number of cylinders in the car.",Implicit-Explicit,query,cars,groupedBar,5
What's the usual speed-up of cars depending on where they're from and how many cylinders they got?,Colloquial-Standard,question,cars,groupedBar,1
What's the typical acceleration of cars based on where they're made and the number of cylinders they have?,Colloquial-Standard,question,cars,groupedBar,2
"Can you tell me the average acceleration of cars, considering their origin and number of cylinders?",Colloquial-Standard,question,cars,groupedBar,3
"Could you inform me about the average acceleration of automobiles, taking into account their origin and number of cylinders?",Colloquial-Standard,question,cars,groupedBar,4
"Could you elucidate the mean acceleration of automobiles, contingent upon their provenance and the quantity of cylinders they possess?",Colloquial-Standard,question,cars,groupedBar,5
How fast do cars from different places and with different numbers of cylinders usually speed up?,Non-technical-Technical,question,cars,groupedBar,1
What's the usual speed increase for cars from different places and with different numbers of cylinders?,Non-technical-Technical,question,cars,groupedBar,2
Can you tell me the typical speed-up rate for cars depending on where they're from and how many cylinders they have?,Non-technical-Technical,question,cars,groupedBar,3
"What's the mean rate of acceleration for cars, considering their place of origin and cylinder count?",Non-technical-Technical,question,cars,groupedBar,4
What is the mean acceleration value for automobiles contingent on their geographical origin and the quantity of cylinders they possess?,Non-technical-Technical,question,cars,groupedBar,5
"I'm really curious, don't you think it's interesting to know how fast cars from different places with different numbers of cylinders can go?",Subjective-Objective,question,cars,groupedBar,1
"I feel like it would be quite fascinating to find out the average acceleration of cars depending on where they're from and how many cylinders they have, don't you think?",Subjective-Objective,question,cars,groupedBar,2
"It seems to me that the average acceleration of cars might vary depending on their origin and number of cylinders, wouldn't you agree?",Subjective-Objective,question,cars,groupedBar,3
It would be informative to determine the average acceleration of cars based on their origin and number of cylinders.,Subjective-Objective,question,cars,groupedBar,4
The average acceleration of cars can be determined by considering their origin and number of cylinders.,Subjective-Objective,question,cars,groupedBar,5
"So, thinking about where cars come from and how many cylinders they have, what might that tell us about their acceleration?",Implicit-Explicit,question,cars,groupedBar,1
"Considering the origin and number of cylinders in cars, can we draw any conclusions about their acceleration?",Implicit-Explicit,question,cars,groupedBar,2
Can we determine the average acceleration of cars by looking at their origin and number of cylinders?,Implicit-Explicit,question,cars,groupedBar,3
How does the origin and number of cylinders in a car affect its average acceleration?,Implicit-Explicit,question,cars,groupedBar,4
"Please provide the average acceleration of cars, taking into account their origin and number of cylinders.",Implicit-Explicit,question,cars,groupedBar,5
"Make a bar graph with 'Cylinders' on the bottom line and the number of records on the side line, and color it by 'Origin'.",Colloquial-Standard,command,cars,stackedBar,1
"Draw a bar chart with 'Cylinders' on the horizontal line and the total records on the vertical line, and use different colors for 'Origin'.",Colloquial-Standard,command,cars,stackedBar,2
"Construct a bar chart with 'Cylinders' on the x-axis and the tally of records on the y-axis, and differentiate by color based on 'Origin'.",Colloquial-Standard,command,cars,stackedBar,3
"Develop a bar chart with 'Cylinders' as the x-axis and the count of records as the y-axis, and apply color-coding according to 'Origin'.",Colloquial-Standard,command,cars,stackedBar,4
"Generate a bar chart with 'Cylinders' represented on the x-axis and the quantity of records on the y-axis, with each 'Origin' distinguished by a unique color.",Colloquial-Standard,command,cars,stackedBar,5
"Make a bar graph with 'Cylinders' going across the bottom and the number of records going up the side, and use different colors for each 'Origin'.",Non-technical-Technical,command,cars,stackedBar,1
"Draw a bar graph where 'Cylinders' is on the bottom line and the number of records is on the side line, and use different colors to show each 'Origin'.",Non-technical-Technical,command,cars,stackedBar,2
"Construct a bar graph where 'Cylinders' is represented on the horizontal axis and the count of records on the vertical axis, with each 'Origin' differentiated by color.",Non-technical-Technical,command,cars,stackedBar,3
"Generate a bar chart where 'Cylinders' is plotted on the x-axis and the count of records on the y-axis, with each 'Origin' represented by a distinct color.",Non-technical-Technical,command,cars,stackedBar,4
"Render a bar chart with 'Cylinders' as the independent variable on the x-axis and the count of records as the dependent variable on the y-axis, with each 'Origin' delineated by a unique color scheme.",Non-technical-Technical,command,cars,stackedBar,5
"I think you should make a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, and it would look really cool if you color-coded it by 'Origin'.",Subjective-Objective,command,cars,stackedBar,1
"I suggest you create a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, and it might be helpful to color-code it by 'Origin'.",Subjective-Objective,command,cars,stackedBar,2
"You could create a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, possibly color-coded by 'Origin'.",Subjective-Objective,command,cars,stackedBar,3
"A bar chart can be created with 'Cylinders' on the x-axis and the count of records on the y-axis, and it can be color-coded by 'Origin'.",Subjective-Objective,command,cars,stackedBar,4
"Create a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, color-coded by 'Origin'.",Subjective-Objective,command,cars,stackedBar,5
"You know, it might be interesting to see how 'Cylinders' and the count of records relate. Maybe use colors to show 'Origin'?",Implicit-Explicit,command,cars,stackedBar,1
How about we visualize 'Cylinders' and the count of records? Perhaps using colors to differentiate 'Origin' would be helpful.,Implicit-Explicit,command,cars,stackedBar,2
Let's make a bar chart showing 'Cylinders' and the count of records. We could use different colors for each 'Origin'.,Implicit-Explicit,command,cars,stackedBar,3
Please make a bar chart. 'Cylinders' should be on the x-axis and the count of records on the y-axis. Use colors to represent different 'Origins'.,Implicit-Explicit,command,cars,stackedBar,4
I need a bar chart. The x-axis should be 'Cylinders' and the y-axis should be the count of records. Each 'Origin' should be represented by a different color.,Implicit-Explicit,command,cars,stackedBar,5
"Got a bar graph here, right? It's showing the number of 'Cylinders' and the color's for 'Origin'.",Colloquial-Standard,query,cars,stackedBar,1
"There's a bar graph here, it's about 'Cylinders' and the color represents 'Origin'.",Colloquial-Standard,query,cars,stackedBar,2
"We have a bar chart here, it represents 'Cylinders' by the count of records, and the color indicates 'Origin'.",Colloquial-Standard,query,cars,stackedBar,3
"This is a bar chart illustrating 'Cylinders' by the count of records, with color denoting 'Origin'.",Colloquial-Standard,query,cars,stackedBar,4
"The bar chart presented here delineates 'Cylinders' by the quantity of records, with the color signifying 'Origin'.",Colloquial-Standard,query,cars,stackedBar,5
"A picture showing the number of 'Cylinders', with different colors for where they come from.",Non-technical-Technical,query,cars,stackedBar,1
"A graph showing the number of 'Cylinders', with different colors representing their 'Origin'.",Non-technical-Technical,query,cars,stackedBar,2
"A visual representation of 'Cylinders' quantity, with color differentiation for their 'Origin'.",Non-technical-Technical,query,cars,stackedBar,3
"A graphical depiction of 'Cylinders' frequency, with color coding for their 'Origin'.",Non-technical-Technical,query,cars,stackedBar,4
"A bar chart illustrating the frequency distribution of 'Cylinders', with color differentiation denoting their 'Origin'.",Non-technical-Technical,query,cars,stackedBar,5
"I think the bar chart of 'Cylinders' is really interesting, especially when you look at the count of records and the color for 'Origin'.",Subjective-Objective,query,cars,stackedBar,1
"In my opinion, the bar chart of 'Cylinders' is quite informative, particularly when you consider the count of records and the color for 'Origin'.",Subjective-Objective,query,cars,stackedBar,2
"The bar chart of 'Cylinders' seems to be quite informative, showing the count of records and the color for 'Origin'.",Subjective-Objective,query,cars,stackedBar,3
"The bar chart of 'Cylinders' provides a clear representation of the count of records, with the color indicating 'Origin'.",Subjective-Objective,query,cars,stackedBar,4
"The bar chart of 'Cylinders' displays the count of records, with color differentiation for 'Origin'.",Subjective-Objective,query,cars,stackedBar,5
A visual representation of 'Cylinders' with a color hint for 'Origin'.,Implicit-Explicit,query,cars,stackedBar,1
A graph showing 'Cylinders' with different colors indicating 'Origin'.,Implicit-Explicit,query,cars,stackedBar,2
"A bar chart showing the count of 'Cylinders' records, with colors representing different 'Origins'.",Implicit-Explicit,query,cars,stackedBar,3
"A bar chart that displays the number of records for 'Cylinders', with different colors used to represent different 'Origins'.",Implicit-Explicit,query,cars,stackedBar,4
This is a bar chart that clearly shows the count of records for 'Cylinders'. Each 'Origin' is represented by a different color on the chart.,Implicit-Explicit,query,cars,stackedBar,5
"How many of them records we got for each type of 'Cylinders', split up by 'Origin'?",Colloquial-Standard,question,cars,stackedBar,1
"How many records we got for each 'Cylinders' category, separated by 'Origin'?",Colloquial-Standard,question,cars,stackedBar,2
"How many records do we have for each 'Cylinders' category, divided by 'Origin'?",Colloquial-Standard,question,cars,stackedBar,3
"Could you tell me the number of records for each 'Cylinders' category, distinguished by 'Origin'?",Colloquial-Standard,question,cars,stackedBar,4
"Could you please inform me of the quantity of records for each category of 'Cylinders', differentiated by 'Origin'?",Colloquial-Standard,question,cars,stackedBar,5
"How many different types of 'Cylinders' are there, and where do they come from?",Non-technical-Technical,question,cars,stackedBar,1
"Can you tell me the number of each type of 'Cylinders' we have, and where they're from?",Non-technical-Technical,question,cars,stackedBar,2
"What's the count of each type of 'Cylinders', and how are they grouped by 'Origin'?",Non-technical-Technical,question,cars,stackedBar,3
"What is the distribution of 'Cylinders' types, segregated by their 'Origin'?",Non-technical-Technical,question,cars,stackedBar,4
"What is the frequency distribution of the variable 'Cylinders', stratified by the attribute 'Origin'?",Non-technical-Technical,question,cars,stackedBar,5
"I'm really curious to know the number of records for each 'Cylinders' category, and how they vary by 'Origin'. It's fascinating, isn't it?",Subjective-Objective,question,cars,stackedBar,1
"I think it would be interesting to see the count of records for each 'Cylinders' category, and how they are distinguished by 'Origin'.",Subjective-Objective,question,cars,stackedBar,2
"Can we look at the count of records for each 'Cylinders' category, and see how they are differentiated by 'Origin'?",Subjective-Objective,question,cars,stackedBar,3
"It would be informative to know the number of records for each 'Cylinders' category, differentiated by 'Origin'.",Subjective-Objective,question,cars,stackedBar,4
"Please provide the count of records for each category of 'Cylinders', differentiated by 'Origin'.",Subjective-Objective,question,cars,stackedBar,5
"Can you figure out the count for each 'Cylinder' type, but remember to consider their 'Origin' too?",Implicit-Explicit,question,cars,stackedBar,1
"Could you look into the numbers for each 'Cylinder' category, but don't forget to take 'Origin' into account?",Implicit-Explicit,question,cars,stackedBar,2
"Can you tell me the count of records for each 'Cylinder' category, and also differentiate them by 'Origin'?",Implicit-Explicit,question,cars,stackedBar,3
"Please provide the number of records for each 'Cylinder' category, and differentiate them by 'Origin'.",Implicit-Explicit,question,cars,stackedBar,4
"I need the exact count of records for each category of 'Cylinders', differentiated by their 'Origin'.",Implicit-Explicit,question,cars,stackedBar,5
"Whip up a dot chart with ""Displacement"" on the side-to-side and ""MPG"" on the up-and-down, and slap some color on the dots based on where they're from.",Colloquial-Standard,command,cars,scatterColor,1
"Make a dot chart with ""Displacement"" on the horizontal line and ""MPG"" on the vertical line, and color the dots based on where they come from.",Colloquial-Standard,command,cars,scatterColor,2
"Construct a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and color the points according to their ""Origin"".",Colloquial-Standard,command,cars,scatterColor,3
"Please create a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and color the points according to their ""Origin"".",Colloquial-Standard,command,cars,scatterColor,4
"It would be appreciated if you could construct a point chart with ""Displacement"" represented on the x-axis and ""MPG"" on the y-axis, and color the points in accordance with their respective ""Origin"".",Colloquial-Standard,command,cars,scatterColor,5
"Make a dot picture with ""how much it moves"" on the side-to-side line and ""how far it goes on a gallon"" on the up-and-down line, and use different colors for the dots depending on ""where it comes from"".",Non-technical-Technical,command,cars,scatterColor,1
"Make a graph with ""movement"" on the horizontal line and ""miles per gallon"" on the vertical line, and use different colors for the dots depending on ""where it's made"".",Non-technical-Technical,command,cars,scatterColor,2
"Construct a graph with ""Displacement"" on the horizontal axis and ""Miles Per Gallon"" on the vertical axis, and color the dots based on the ""Origin"" of the car.",Non-technical-Technical,command,cars,scatterColor,3
"Plot a graph with ""Displacement"" on the x-axis and ""Miles Per Gallon (MPG)"" on the y-axis, and differentiate the data points by coloring them according to their ""Origin"".",Non-technical-Technical,command,cars,scatterColor,4
"Generate a scatter plot with ""Displacement"" as the independent variable on the x-axis and ""Miles Per Gallon (MPG)"" as the dependent variable on the y-axis, and apply a color gradient to the data points based on the categorical variable ""Origin"".",Non-technical-Technical,command,cars,scatterColor,5
"I think you should make a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and it would be really cool if you colored the points based on ""Origin"".",Subjective-Objective,command,cars,scatterColor,1
"I suggest you create a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and it might be interesting to color the points based on ""Origin"".",Subjective-Objective,command,cars,scatterColor,2
"You could create a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and consider coloring the points based on ""Origin"".",Subjective-Objective,command,cars,scatterColor,3
"A point chart can be created with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and the points could be colored based on ""Origin"".",Subjective-Objective,command,cars,scatterColor,4
"Create a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and color the points based on ""Origin"".",Subjective-Objective,command,cars,scatterColor,5
"How about a chart with ""Displacement"" and ""MPG"" as the main elements, and a touch of ""Origin"" for color?",Implicit-Explicit,command,cars,scatterColor,1
