commands,axes,axes2,ptypes,dnames,vids,scores,scores2
The bar graph depicts the average fuel consumption rate in miles per gallon for vehicles with varying cylinder counts.,Colloquial-Standard,Non-technical-Technical,query,cars,bar,5,4
"""This bar chart represents the correlation between the number of cylinders in an automobile and its average fuel economy.""",Non-technical-Technical,Subjective-Objective,query,cars,bar,3,5
It's a chart showing the relationship between a car's cylinders and its fuel efficiency.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,2,2
This chart shows the average miles per gallon for cars with different numbers of cylinders.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,3,2
"""This bar chart, it's showing the number of cylinders and the average miles per gallon. In my opinion, it's quite informative.""",Colloquial-Standard,Subjective-Objective,query,cars,bar,2,3
"This bar chart could be about the average miles per gallon for different numbers of cylinders, couldn't it?",Subjective-Objective,Implicit-Explicit,query,cars,bar,1,3
"""You see the chart with the cylinder count and the average miles per gallon?""",Colloquial-Standard,Implicit-Explicit,query,cars,bar,1,3
This chart shows the average miles per gallon for vehicles with different engine cylinder counts.,Non-technical-Technical,Implicit-Explicit,query,cars,bar,3,5
Can you show me the mean MPG for each cylinder count in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,3,1
Can you show me a bar chart representation that signifies the average 'Miles Per Gallon' for different 'Number of Cylinders'?,Non-technical-Technical,Implicit-Explicit,question,cars,bar,3,5
"In my view, a bar chart of the average MPG for each cylinder count would be beneficial.",Non-technical-Technical,Subjective-Objective,question,cars,bar,2,4
I need a graph that clearly shows the fuel efficiency for each type of car.,Non-technical-Technical,Implicit-Explicit,question,cars,bar,5,2
Could you display the average gas usage for each type of car in a bar chart?,Colloquial-Standard,Non-technical-Technical,question,cars,bar,1,2
I think it would be beneficial to see a bar chart of the average miles per gallon for each number of cylinders.,Colloquial-Standard,Subjective-Objective,question,cars,bar,2,4
I request a bar chart representation of the average miles per gallon for each number of cylinders.,Colloquial-Standard,Subjective-Objective,question,cars,bar,5,5
Please provide a bar chart showing the average miles per gallon for each number of cylinders.,Colloquial-Standard,Subjective-Objective,question,cars,bar,4,4
"Construct a scatter plot with ""Horsepower"" on the abscissa and ""Acceleration"" on the ordinate.",Non-technical-Technical,Subjective-Objective,command,cars,scatter,3,5
"I suggest we fabricate a point chart with ""Horsepower"" on the x-axis and ""Acceleration"" on the y-axis.",Non-technical-Technical,Subjective-Objective,command,cars,scatter,1,4
"Create a point chart with ""Horsepower"" on the x-axis and ""Acceleration"" on the y-axis.",Subjective-Objective,Implicit-Explicit,command,cars,scatter,5,5
"I think a chart with ""Horsepower"" and ""Acceleration"" would be quite revealing.",Subjective-Objective,Implicit-Explicit,command,cars,scatter,2,1
Please create a graph. The x-axis should represent horsepower and the y-axis should represent acceleration.,Non-technical-Technical,Implicit-Explicit,command,cars,scatter,4,3
Please create a point chart. The x-axis should represent horsepower and the y-axis should represent acceleration.,Non-technical-Technical,Implicit-Explicit,command,cars,scatter,5,4
"Make a simple graph with ""Horsepower"" on the bottom and ""Acceleration"" on the side. I think it'll look pretty cool.",Non-technical-Technical,Subjective-Objective,command,cars,scatter,1,1
"I feel like it would be interesting to see a chart with ""Horsepower"" and ""Acceleration"", don't you think?",Subjective-Objective,Implicit-Explicit,command,cars,scatter,1,1
"It would be useful to create a point chart with ""Horsepower"" on the x-axis and ""Acceleration"" on the y-axis.",Colloquial-Standard,Subjective-Objective,command,cars,scatter,3,3
"Construct a scatter plot with ""Horsepower"" as the independent variable and ""Acceleration"" as the dependent variable.",Colloquial-Standard,Non-technical-Technical,command,cars,scatter,4,1
"You know, it's like a graph with horsepower on the bottom and acceleration on the side.",Colloquial-Standard,Subjective-Objective,query,cars,scatter,2,1
"This is a graph, with horsepower on the x-axis and acceleration on the y-axis.",Colloquial-Standard,Subjective-Objective,query,cars,scatter,3,2
The point chart we are examining has horsepower plotted on the x-axis and acceleration on the y-axis.,Colloquial-Standard,Implicit-Explicit,query,cars,scatter,5,1
"This is a graph, with horsepower on the x-axis and acceleration on the y-axis.",Colloquial-Standard,Subjective-Objective,query,cars,scatter,2,3
It's a scatter diagram with horsepower on the x-axis and acceleration on the y-axis.,Colloquial-Standard,Non-technical-Technical,query,cars,scatter,3,1
Chart with horsepower and acceleration.,Subjective-Objective,Implicit-Explicit,query,cars,scatter,2,5
"We're looking at a point chart, power on one axis, speed on the other.",Non-technical-Technical,Implicit-Explicit,query,cars,scatter,1,3
The point chart we are discussing has horsepower plotted on the x-axis and acceleration on the y-axis.,Colloquial-Standard,Implicit-Explicit,query,cars,scatter,5,2
"A point chart is required, with horsepower on the x-axis and acceleration on the y-axis.",Subjective-Objective,Implicit-Explicit,query,cars,scatter,5,3
This point chart has horsepower on one axis and acceleration on the other.,Non-technical-Technical,Implicit-Explicit,query,cars,scatter,2,3
"We have a point chart, horsepower's on the x, acceleration's on the y.",Colloquial-Standard,Implicit-Explicit,query,cars,scatter,1,4
"The diagram is a graph, with the x-axis denoting horsepower and the y-axis denoting acceleration.",Colloquial-Standard,Subjective-Objective,query,cars,scatter,5,1
Are you aware of the graphical representation of horsepower versus acceleration?,Colloquial-Standard,Implicit-Explicit,question,cars,scatter,1,5
Please provide a graphical representation of the correlation between acceleration and horsepower.,Non-technical-Technical,Subjective-Objective,question,cars,scatter,5,2
How does the graph illustrating horsepower in comparison to acceleration appear?,Colloquial-Standard,Implicit-Explicit,question,cars,scatter,3,5
Could you describe the graph that compares horsepower and acceleration?,Colloquial-Standard,Implicit-Explicit,question,cars,scatter,4,2
"I'd like to see the ""Horsepower"" versus ""Acceleration"" graph. Can you provide it?",Subjective-Objective,Implicit-Explicit,question,cars,scatter,3,2
"How's that graph of horsepower and acceleration looking, eh?",Colloquial-Standard,Subjective-Objective,question,cars,scatter,1,1
"Can you describe the ""Horsepower"" versus ""Acceleration"" graph?",Subjective-Objective,Implicit-Explicit,question,cars,scatter,2,5
"I'm curious, what does the picture look like when we compare a car's speed to its power?",Non-technical-Technical,Subjective-Objective,question,cars,scatter,2,1
Could you please provide a clear description of the graph that represents the relationship between horsepower and acceleration?,Colloquial-Standard,Implicit-Explicit,question,cars,scatter,5,1
The task is to generate a line chart with 'Year' as the abscissa and the arithmetic mean of 'AVG (Weight)' as the ordinate.,Non-technical-Technical,Subjective-Objective,command,cars,line,3,5
Can you construct a line chart with the temporal variable on the abscissa and the arithmetic mean of the weight variable on the ordinate?,Non-technical-Technical,Implicit-Explicit,command,cars,line,2,5
"Line chart is necessary. 'Year' on the x-axis, mean of 'AVG (Weight)' on the y-axis.",Subjective-Objective,Implicit-Explicit,command,cars,line,4,5
The task is to create a line graph with the years on the x-axis and the average weight on the y-axis.,Non-technical-Technical,Subjective-Objective,command,cars,line,3,2
We should consider creating a line chart. 'Year' could be on the x-axis and the mean of 'AVG (Weight)' on the y-axis.,Subjective-Objective,Implicit-Explicit,command,cars,line,3,2
A line graph is needed. 'Year' should be on the x-axis and the mean of 'AVG (Weight)' on the y-axis.,Colloquial-Standard,Subjective-Objective,command,cars,line,5,1
It would be good to create a line chart with 'Year' on the x-axis and the average weight on the y-axis.,Colloquial-Standard,Subjective-Objective,command,cars,line,3,2
"""Could we create a line chart? 'Year' on the x-axis, average weight on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,cars,line,4,3
It is suggested to construct a line graph with 'Year' as the x-axis and the mean of 'AVG (Weight)' as the y-axis.,Colloquial-Standard,Non-technical-Technical,command,cars,line,3,5
I suggest creating a line chart with 'Year' on the x-axis and the mean of 'AVG (Weight)' on the y-axis.,Colloquial-Standard,Subjective-Objective,command,cars,line,2,3
"""Consider a line chart, 'Year' on the x-axis, average weight on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,cars,line,1,3
"""We need to create a line chart, 'Year' on the x-axis, average weight on the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,cars,line,3,4
It is advised to create a line chart with 'Year' on the x-axis and the average weight on the y-axis.,Colloquial-Standard,Non-technical-Technical,command,cars,line,1,5
I would recommend plotting a line chart with 'Year' on the x-axis and the mean of 'AVG (Weight)' on the y-axis.,Colloquial-Standard,Non-technical-Technical,command,cars,line,2,4
This line chart represents the mean of AVG (Weight) for each year.,Non-technical-Technical,Implicit-Explicit,query,cars,line,3,4
This line chart represents the mean of AVG (Weight) for each year.,Non-technical-Technical,Implicit-Explicit,query,cars,line,3,5
"""This line chart represents the average weight for each year.""",Colloquial-Standard,Implicit-Explicit,query,cars,line,3,5
This line chart represents the years and the mean of the average weight.,Colloquial-Standard,Subjective-Objective,query,cars,line,5,1
"""This line chart accurately represents the mean of the average weight per annum.""",Colloquial-Standard,Implicit-Explicit,query,cars,line,5,2
This line chart is showing the average weight over the years.,Subjective-Objective,Implicit-Explicit,query,cars,line,4,5
This graph represents the average weight over the years.,Colloquial-Standard,Non-technical-Technical,query,cars,line,1,4
This is a line chart showing the average weight over the years.,Subjective-Objective,Implicit-Explicit,query,cars,line,2,5
I think this is a line chart depicting the annual mean of average weight.,Non-technical-Technical,Subjective-Objective,query,cars,line,1,4
The line chart here represents the years and the mean of the average weight.,Colloquial-Standard,Subjective-Objective,query,cars,line,5,2
It's a graph showing how weight changes over time.,Non-technical-Technical,Implicit-Explicit,query,cars,line,1,1
What does the line chart of the mean weight over the years suggest?,Colloquial-Standard,Subjective-Objective,question,cars,line,4,2
What is your interpretation of the line chart of the mean of 'AVG (Weight)' over 'Year'?,Colloquial-Standard,Subjective-Objective,question,cars,line,2,5
It seems the line chart is showing the mean of 'AVG (Weight)' over 'Year'.,Subjective-Objective,Implicit-Explicit,question,cars,line,3,3
What's the line chart of the mean of 'AVG (Weight)' over 'Year' trying to convey?,Non-technical-Technical,Implicit-Explicit,question,cars,line,2,5
What does the line chart of the mean of 'AVG (Weight)' over 'Year' signify?,Colloquial-Standard,Subjective-Objective,question,cars,line,4,5
What is the line chart showing about the mean weight over the years?,Colloquial-Standard,Non-technical-Technical,question,cars,line,3,2
Could the line chart be showing the mean of 'AVG (Weight)' over 'Year'?,Subjective-Objective,Implicit-Explicit,question,cars,line,2,5
"I require you to create a bar chart that displays the average acceleration of cars, categorized by their origin and number of cylinders.",Colloquial-Standard,Implicit-Explicit,command,cars,groupedBar,5,5
"I think it would be a good idea to create a bar chart that shows the average acceleration of cars, considering their origin and number of cylinders.",Colloquial-Standard,Subjective-Objective,command,cars,groupedBar,2,2
"Could you construct a bar chart that shows the mean acceleration of cars, taking into account their origin and cylinder count?",Non-technical-Technical,Implicit-Explicit,command,cars,groupedBar,2,3
"Generate a bar graph that explicitly illustrates the average acceleration of vehicles, categorized by their origin and number of cylinders.",Non-technical-Technical,Implicit-Explicit,command,cars,groupedBar,5,4
"A bar chart is needed to display the average acceleration of cars, considering their origin and number of cylinders.",Subjective-Objective,Implicit-Explicit,command,cars,groupedBar,3,5
"I would like you to create a bar chart that displays the average acceleration of cars, categorized by their origin and number of cylinders.",Colloquial-Standard,Implicit-Explicit,command,cars,groupedBar,5,2
"I need a bar graph that directly illustrates the average acceleration of vehicles, categorized by their origin and number of cylinders.",Non-technical-Technical,Implicit-Explicit,command,cars,groupedBar,4,4
"I believe it would be advantageous to construct a bar graph that delineates the average acceleration of vehicles, contingent on their origin and number of cylinders.",Non-technical-Technical,Subjective-Objective,command,cars,groupedBar,1,4
"One should formulate a bar chart that depicts the average rate of change in velocity of cars, based on their geographical origin and number of cylinders.",Colloquial-Standard,Non-technical-Technical,command,cars,groupedBar,4,4
"A bar chart should be created to demonstrate the average acceleration of cars, taking into account their origin and number of cylinders.",Colloquial-Standard,Subjective-Objective,command,cars,groupedBar,5,5
"Can you make a bar graph? It should show the average speed-up of cars, based on where they're from and how many cylinders they have.",Colloquial-Standard,Implicit-Explicit,command,cars,groupedBar,3,1
"Could we construct a bar graph that quantifies the mean acceleration of automobiles, contingent upon their geographical provenance and cylinder quantity? It might reveal some intriguing trends.",Non-technical-Technical,Subjective-Objective,command,cars,groupedBar,2,5
"Let's create a bar chart that displays the average acceleration of cars, based on their origin and number of cylinders.",Subjective-Objective,Implicit-Explicit,command,cars,groupedBar,4,2
"I need you to create a graph that clearly shows the average speed of cars, based on where they were made and the number of cylinders they have.",Non-technical-Technical,Implicit-Explicit,command,cars,groupedBar,4,1
"Let's make a simple graph that shows the average speed increase of cars from different places, based on their number of cylinders.",Non-technical-Technical,Subjective-Objective,command,cars,groupedBar,3,1
"Please generate a bar graph that illustrates the average acceleration of cars, differentiated by their origin and cylinder count.",Non-technical-Technical,Subjective-Objective,command,cars,groupedBar,4,3
"I feel like you should make a bar chart showing the average acceleration of cars, based on where they're from and how many cylinders they have.",Colloquial-Standard,Subjective-Objective,command,cars,groupedBar,1,3
"It is required to create a bar chart that displays the average acceleration of cars, taking into account their origin and number of cylinders.",Colloquial-Standard,Non-technical-Technical,command,cars,groupedBar,2,5
"A bar chart is needed, average car acceleration, origin, number of cylinders.",Colloquial-Standard,Implicit-Explicit,command,cars,groupedBar,1,4
"Could you make a bar graph that shows the average speed of cars, taking into account their origin and number of cylinders?",Non-technical-Technical,Implicit-Explicit,command,cars,groupedBar,2,2
"That bar chart, the car's speed, where it's made, and the cylinder count.",Colloquial-Standard,Implicit-Explicit,query,cars,groupedBar,1,2
"""The bar chart, the average acceleration, the origin of the car, and the number of cylinders are all factual.""",Colloquial-Standard,Subjective-Objective,query,cars,groupedBar,4,4
"I reckon the bar chart, the mean acceleration, the car's provenance, and the number of cylinders are all vital.",Non-technical-Technical,Subjective-Objective,query,cars,groupedBar,1,4
"The bar chart is about average acceleration, and it's related to the car's origin and the number of cylinders.",Subjective-Objective,Implicit-Explicit,query,cars,groupedBar,2,4
"The bar chart, the average acceleration, the car's origin, and the number of cylinders are all key factors.",Non-technical-Technical,Subjective-Objective,query,cars,groupedBar,5,3
"The histogram, the average acceleration, the vehicle's origin, and the number of cylinders are all essential.",Non-technical-Technical,Subjective-Objective,query,cars,groupedBar,3,5
"Considering where cars are made and their engine cylinders, can you figure out their typical speed gain?",Non-technical-Technical,Implicit-Explicit,question,cars,groupedBar,2,2
"When considering a vehicle's mean acceleration value, its geographical provenance and cylinder count are key factors.",Non-technical-Technical,Implicit-Explicit,question,cars,groupedBar,4,5
"Could you provide the average acceleration of vehicles, considering their origin and the number of cylinders they possess?",Colloquial-Standard,Non-technical-Technical,question,cars,groupedBar,3,5
"Make a bar graph with 'Cylinders' on the bottom and the number of things on the side, and color it by 'Origin'.",Colloquial-Standard,Non-technical-Technical,command,cars,stackedBar,1,1
"Construct a bar chart with 'Cylinders' as the horizontal component and the count of records as the vertical component, color-coded by 'Origin'.",Non-technical-Technical,Subjective-Objective,command,cars,stackedBar,5,3
Draw a picture with bars. The bars should represent 'Cylinders'. The number of bars should match the number of records. Use different colors for the bars based on 'Origin'.,Non-technical-Technical,Implicit-Explicit,command,cars,stackedBar,2,1
"Can you make a bar chart with 'Cylinders' on the x-axis, count of records on the y-axis, and color it by 'Origin'?",Colloquial-Standard,Implicit-Explicit,command,cars,stackedBar,3,1
"It is compulsory to fabricate a bar chart with 'Cylinders' on the x-coordinate and the quantification on the y-coordinate, and color it by 'Origin'.",Colloquial-Standard,Non-technical-Technical,command,cars,stackedBar,5,3
"I believe we should generate a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, color-coded by 'Origin'.",Non-technical-Technical,Subjective-Objective,command,cars,stackedBar,1,3
"I propose the creation of a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, color-coded by 'Origin'.",Colloquial-Standard,Subjective-Objective,command,cars,stackedBar,1,5
"It is necessary to generate a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, and color it by 'Origin'.",Colloquial-Standard,Subjective-Objective,command,cars,stackedBar,4,4
You should make a bar diagram. Put 'Cylinders' on one axis and the count of records on the other. And color it based on 'Origin'.,Non-technical-Technical,Implicit-Explicit,command,cars,stackedBar,3,4
"Create a bar chart. 'Cylinders' on the x-axis, count of records on the y-axis, and color-coded by 'Origin'.",Subjective-Objective,Implicit-Explicit,command,cars,stackedBar,4,5
"You need to draw a bar graph with 'Cylinders' on the horizontal line and the tally on the vertical, and color it by 'Origin'.",Colloquial-Standard,Non-technical-Technical,command,cars,stackedBar,2,2
Make a bar picture. The bars should show 'Cylinders'. The number of bars should be the same as the number of records. The bars should be colored based on 'Origin'.,Non-technical-Technical,Implicit-Explicit,command,cars,stackedBar,3,1
"Draw a bar graph with 'Cylinders' on the horizontal line and the tally on the vertical, and color it by 'Origin'.",Colloquial-Standard,Non-technical-Technical,command,cars,stackedBar,2,1
"It is suitable to generate a bar chart with 'Cylinders' on the x-axis and the count of records on the y-axis, and color it by 'Origin'.",Colloquial-Standard,Subjective-Objective,command,cars,stackedBar,3,4
"Make a bar graph thingy with 'Cylinders' on the bottom and the number of things on the side, and color it by where it's from.",Colloquial-Standard,Subjective-Objective,command,cars,stackedBar,1,1
"This is a bar chart presenting the count of 'Cylinders', with colors representing their 'Origin'.",Colloquial-Standard,Non-technical-Technical,query,cars,stackedBar,2,3
"Here's a bar chart that displays the count of cylinders, with colors used to represent their origins.",Non-technical-Technical,Implicit-Explicit,query,cars,stackedBar,3,3
"A bar graph is presented, depicting the count of cylinders, with color differentiation for origin.",Non-technical-Technical,Subjective-Objective,query,cars,stackedBar,4,1
"This bar chart shows the count of cylinders, and the colors are based on their origins.",Non-technical-Technical,Subjective-Objective,query,cars,stackedBar,1,5
"Here is a bar chart that exhibits the quantitative distribution of 'Cylinders', with chromatic differentiation for 'Origin'.",Colloquial-Standard,Non-technical-Technical,query,cars,stackedBar,5,4
The bar chart here is about 'Cylinders' and their frequency. The color is representing 'Origin'.,Colloquial-Standard,Subjective-Objective,query,cars,stackedBar,3,4
"There is clearly a bar chart of 'Cylinders' by count of records, with color for 'Origin'.",Subjective-Objective,Implicit-Explicit,query,cars,stackedBar,4,5
"This bar chart represents the count of cylinders, with colors indicating their origins.",Non-technical-Technical,Implicit-Explicit,query,cars,stackedBar,2,3
"What is the enumeration of each 'Cylinders' category, differentiated by 'Origin'?",Colloquial-Standard,Non-technical-Technical,question,cars,stackedBar,5,1
"I'm considering, how many records do we have for each 'Cylinders' category, and does it change based on 'Origin'?",Colloquial-Standard,Subjective-Objective,question,cars,stackedBar,2,4
Could you tell me the number of each 'Cylinders' category and their 'Origin'?,Non-technical-Technical,Implicit-Explicit,question,cars,stackedBar,2,2
"There are different numbers of records for each 'Cylinders' category, differentiated by 'Origin'.",Subjective-Objective,Implicit-Explicit,question,cars,stackedBar,1,5
"A chart with ""Displacement"" and ""MPG"" would be beneficial. Colors should indicate ""Origin"".",Subjective-Objective,Implicit-Explicit,command,cars,scatterColor,3,3
"It would be advisable to draw up a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and color the points by ""Origin"".",Colloquial-Standard,Subjective-Objective,command,cars,scatterColor,4,2
Create a point chart. The x-axis should be displacement and the y-axis should be MPG. The color of the points should indicate the origin.,Non-technical-Technical,Implicit-Explicit,command,cars,scatterColor,4,4
Generate a point chart. The x-axis should be displacement and the y-axis should be MPG. The color of the points should indicate the origin.,Non-technical-Technical,Implicit-Explicit,command,cars,scatterColor,4,5
"We need a point chart. X-axis for displacement, y-axis for MPG. Points' color? That's the origin.",Non-technical-Technical,Implicit-Explicit,command,cars,scatterColor,1,4
"It is necessary to plot a graph with ""displacement"" on the x-axis and ""miles per gallon"" on the y-axis, and color the points based on the car's origin.",Colloquial-Standard,Non-technical-Technical,command,cars,scatterColor,3,4
Plot a point chart. The x-axis is displacement and the y-axis is MPG. The color of the points represents the origin.,Non-technical-Technical,Implicit-Explicit,command,cars,scatterColor,3,5
"I propose that it would be beneficial to generate a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and color the points based on ""Origin"".",Colloquial-Standard,Subjective-Objective,command,cars,scatterColor,2,5
"""Would you be able to create a chart? It should have 'Displacement' on the x-axis, 'MPG' on the y-axis, and the points colored by 'Origin'.""",Colloquial-Standard,Implicit-Explicit,command,cars,scatterColor,2,3
"""Can you create a chart? It should have 'Displacement' on the x-axis, 'MPG' on the y-axis, and the points should be colored by 'Origin'.""",Colloquial-Standard,Implicit-Explicit,command,cars,scatterColor,3,3
"I recommend creating a chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis. The points should be colored based on ""Origin"".",Subjective-Objective,Implicit-Explicit,command,cars,scatterColor,5,1
"It is imperative to generate a scatter plot with ""engine displacement in cubic inches"" on the abscissa and ""fuel efficiency in miles per gallon"" on the ordinate, and apply color differentiation based on the vehicle's country of manufacture.",Colloquial-Standard,Non-technical-Technical,command,cars,scatterColor,5,5
"""Please create a chart. The x-axis should be labeled 'Displacement', the y-axis 'MPG', and the points should be colored based on 'Origin'.""",Colloquial-Standard,Implicit-Explicit,command,cars,scatterColor,5,4
"Please make a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and color the points by ""Origin"".",Colloquial-Standard,Subjective-Objective,command,cars,scatterColor,5,3
"You know, a point chart where x-axis is displacement and y-axis is MPG. Points' color? That's the origin.",Non-technical-Technical,Implicit-Explicit,command,cars,scatterColor,2,4
"We need a point chart. Displacement goes on the x-axis, MPG on the y-axis. The points' color? That's the origin.",Non-technical-Technical,Implicit-Explicit,command,cars,scatterColor,1,3
"You might want to create a point chart with ""Displacement"" on the x-axis and ""MPG"" on the y-axis, and color the points based on ""Origin"".",Non-technical-Technical,Subjective-Objective,command,cars,scatterColor,2,3
"You could create a graph with ""Displacement"" on the horizontal line and ""MPG"" on the vertical line, and color the dots based on ""Origin"".",Non-technical-Technical,Subjective-Objective,command,cars,scatterColor,2,2
"You should create a chart with ""distance it travels"" on the horizontal line and ""fuel efficiency"" on the vertical line, and color the dots based on where it's made.",Colloquial-Standard,Non-technical-Technical,command,cars,scatterColor,2,2
"This graph clearly shows displacement versus MPG, with colors indicating the car's origin.",Non-technical-Technical,Implicit-Explicit,query,cars,scatterColor,4,2
"The graph explicitly shows ""Displacement"" and ""MPG"", with ""Origin"" clearly represented by different colors.",Subjective-Objective,Implicit-Explicit,query,cars,scatterColor,5,5
"It's a scattergram demonstrating the correlation between a vehicle's engine displacement and its fuel economy, with the data points color-coded based on the vehicle's country of manufacture.",Colloquial-Standard,Non-technical-Technical,query,cars,scatterColor,4,1
"The scattergram represents the correlation between a vehicle's engine displacement and its fuel economy, with the data points color-coded based on the vehicle's country of manufacture.",Colloquial-Standard,Non-technical-Technical,query,cars,scatterColor,4,3
How does the fuel efficiency change with the engine size for different places of manufacture?,Colloquial-Standard,Non-technical-Technical,question,cars,scatterColor,2,1
I'm captivated by how the miles per gallon metric varies with the engine displacement for different manufacturing origins.,Colloquial-Standard,Non-technical-Technical,question,cars,scatterColor,5,3
"Do you believe the ""MPG"" varies with ""Displacement"" for different ""Origins""?",Colloquial-Standard,Subjective-Objective,question,cars,scatterColor,2,3
"How does the MPG change with the displacement for different origins, you get me?",Colloquial-Standard,Implicit-Explicit,question,cars,scatterColor,2,2
"""MPG"" varies with ""Displacement"" for different ""Origins"".",Subjective-Objective,Implicit-Explicit,question,cars,scatterColor,5,4
"You need to create a point chart with 'Origin' as the column, 'Mass' as the x-axis, and 'Acceleration' as the y-axis.",Colloquial-Standard,Non-technical-Technical,command,cars,scatterFaceted,3,2
"What about constructing a point chart with 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis?",Non-technical-Technical,Implicit-Explicit,command,cars,scatterFaceted,2,5
"""We need to create a chart. 'Origin' in the column, 'Weight' on the x, and 'Acceleration' on the y.""",Colloquial-Standard,Implicit-Explicit,command,cars,scatterFaceted,2,4
"I think you should make a simple graph. Use 'Origin' for the columns, 'Weight' for the horizontal line, and 'Acceleration' for the vertical line.",Non-technical-Technical,Subjective-Objective,command,cars,scatterFaceted,1,1
"It would be prudent to create a chart with 'Origin' as the column, 'Weight' on the x, and 'Acceleration' on the y.",Colloquial-Standard,Subjective-Objective,command,cars,scatterFaceted,2,5
"Can you create a point chart with 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis?",Non-technical-Technical,Implicit-Explicit,command,cars,scatterFaceted,3,4
"One must create a point chart with 'Origin' as the column, 'Weight' as the x-axis, and 'how fast it speeds up' as the y-axis.",Colloquial-Standard,Non-technical-Technical,command,cars,scatterFaceted,2,5
"It is necessary to construct a scatter plot with 'Origin' as the categorical variable, 'Mass' as the independent variable, and 'Acceleration' as the dependent variable.",Colloquial-Standard,Non-technical-Technical,command,cars,scatterFaceted,5,4
"""I need you to create a chart. 'Origin' should be the column, 'Weight' should be the x-axis, and 'Acceleration' should be the y-axis.""",Colloquial-Standard,Implicit-Explicit,command,cars,scatterFaceted,5,1
"""You know how to make a chart, right? Just put 'Origin' in the column, 'Weight' on the x, and 'Acceleration' on the y.""",Colloquial-Standard,Implicit-Explicit,command,cars,scatterFaceted,2,1
"I feel like it would be a good idea to have a chart. Maybe 'Origin' could be a column, 'Weight' could be somewhere on the x-axis, and 'Acceleration' might be on the y-axis. What do you think?",Subjective-Objective,Implicit-Explicit,command,cars,scatterFaceted,1,1
"Create a chart. 'Origin' as the column, 'Weight' on the x-axis, and 'Acceleration' on the y-axis.",Subjective-Objective,Implicit-Explicit,command,cars,scatterFaceted,4,4
"One must create a point chart with 'where it's from' as the column, 'how heavy it is' as the x-axis, and 'how fast it speeds up' as the y-axis.",Colloquial-Standard,Non-technical-Technical,command,cars,scatterFaceted,1,5
"A point chart with 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis could be useful.",Non-technical-Technical,Implicit-Explicit,command,cars,scatterFaceted,1,4
"A point chart is needed. 'Origin' is the column, 'Weight' is the x-axis, and 'Acceleration' is the y-axis.",Non-technical-Technical,Subjective-Objective,command,cars,scatterFaceted,4,2
"A chart would be useful. 'Origin' as the column, 'Weight' on the x-axis, and 'Acceleration' on the y-axis, right?",Subjective-Objective,Implicit-Explicit,command,cars,scatterFaceted,3,2
"We need to create a chart. 'Origin' as the column, 'Weight' on the x-axis, and 'Acceleration' on the y-axis.",Subjective-Objective,Implicit-Explicit,command,cars,scatterFaceted,5,2
"Make a simple picture with where it comes from, how heavy it is, and how fast it gets going.",Non-technical-Technical,Implicit-Explicit,command,cars,scatterFaceted,1,1
"I need you to construct a point chart with 'Origin' as the column, 'Weight' as the x-axis, and 'Acceleration' as the y-axis.",Non-technical-Technical,Implicit-Explicit,command,cars,scatterFaceted,5,5
"The scatter plot starts at the origin, with weight on the x and acceleration on the y.",Non-technical-Technical,Implicit-Explicit,query,cars,scatterFaceted,3,5
"The graph has an origin, and there's an x and a y.",Non-technical-Technical,Implicit-Explicit,query,cars,scatterFaceted,2,4
"The chart begins at a specific point, and the horizontal line represents weight while the vertical line represents acceleration.",Non-technical-Technical,Implicit-Explicit,query,cars,scatterFaceted,3,1
"The graph starts at the origin, with weight on the x and acceleration on the y.",Non-technical-Technical,Implicit-Explicit,query,cars,scatterFaceted,3,4
"The point chart features an 'Origin' column, a 'Weight' x-axis, and an 'Acceleration' y-axis. That's my opinion.",Colloquial-Standard,Subjective-Objective,query,cars,scatterFaceted,2,3
The point chart includes a column named 'Origin'. The x-axis represents 'Weight' and the y-axis represents 'Acceleration'.,Non-technical-Technical,Subjective-Objective,query,cars,scatterFaceted,3,2
"The point chart explicates the 'Origin' column, the 'Weight' on the abscissa and 'Acceleration' on the ordinate.",Colloquial-Standard,Non-technical-Technical,query,cars,scatterFaceted,5,5
"The point chart elucidates the 'Origin' column, the 'Weight' on the abscissa and 'Acceleration' on the ordinate.",Colloquial-Standard,Non-technical-Technical,query,cars,scatterFaceted,5,4
The point chart features a column titled 'Origin'. The x-axis signifies 'Weight' and the y-axis signifies 'Acceleration'.,Non-technical-Technical,Subjective-Objective,query,cars,scatterFaceted,4,4
